var_name,label
SCOT_SS10_000P2017_CRI,"(Scottish IMD Crime Domain Data 2017/2018) SIMD crimes per 10,000 people (Ratio) - (SCOT_SS10_000P2017_CRI)"
SCOT_SS10_000P2014_CRI,"(Scottish IMD Crime Domain Data 2014/2015) SIMD crimes per 10,000 people (Ratio) - (SCOT_SS10_000P2014_CRI)"
SCOT_PostOffcByCr_ATS,(Scottish IMD Access to Services 2018) Post Office by Car (Minutes) - (SCOT_PostOffcByCr_ATS)
SCOT_PtrlSttnByCr_ATS,(Scottish IMD Access to Services 2018) Petrol Station by Car (Minutes) - (SCOT_PtrlSttnByCr_ATS)
SCOT_PstOffcByPbT_ATS,(Scottish IMD Access to Services 2018) Post Office by Public Transport (Minutes) - (SCOT_PstOffcByPbT_ATS)
SCOT_RetlCntrByCr_ATS,(Scottish IMD Access to Services 2018) Retail Centre by Car (Minutes) - (SCOT_RetlCntrByCr_ATS)
SCOT_GpByPblcTrns_ATS,(Scottish IMD Access to Services 2018) GP by Public Transport (Minutes) - (SCOT_GpByPblcTrns_ATS)
SCOT_RtlCntrByPbT_ATS,(Scottish IMD Access to Services 2018) Retail Centre by Public Transport (Minutes) - (SCOT_RtlCntrByPbT_ATS)
SCOT_GpByCar_ATS,(Scottish IMD Access to Services 2018) GP by Car (Minutes) - (SCOT_GpByCar_ATS)
SCOT_ScndrySchlBC_ATS,(Scottish IMD Access to Services 2018) Secondary School by Car (Minutes) - (SCOT_ScndrySchlBC_ATS)
SCOT_PrmrySchlByC_ATS,(Scottish IMD Access to Services 2018) Primary School by Car (Minutes) - (SCOT_PrmrySchlByC_ATS)
SCOT_SctS16_19NE_EDU,"(Scottish Education Indicators 2015/16-2016/17) People aged 16-19 not participating in education, employment or training (Percent Of People) - (SCOT_SctS16_19NE_EDU)"
SCOT_SctS17_21YE_EDU,(Scottish Education Indicators 2015/16-2016/17) People aged 17-21 year entering in to full time higher education (Percent Of People) - (SCOT_SctS17_21YE_EDU)
SCOT_ScotSaEdu_EDU,(Scottish Education Indicators 2015/16-2016/17) Attainment of school leavers (Average Highest Qualification Score) - (SCOT_ScotSaEdu_EDU)
SCOT_SS100S2015H_HEL,"(Scottish Health Indicators 2015) Comparative illness factor (Comparative Illness Factor (Age-Sex standardised, 100 = Scotland average for a population with the same age and sex profile)) - (SCOT_SS100S2015H_HEL)"
SCOT_SS100S2017H_HEL,"(Scottish Health Indicators 2017) Comparative illness factor (Comparative Illness Factor (Age-Sex standardised, 100 = Scotland average for a population with the same age and sex profile)) - (SCOT_SS100S2017H_HEL)"
SCOT_ScotSpHel_HEL,"(Scottish Health Indicators 2017/2018) Population prescribed drugs for anxiety, depression or psychosis (Percent Of People) - (SCOT_ScotSpHel_HEL)"
SCOT_ScotSl2Hel_HEL,(Scottish Health Indicators 2014/15-2017/18) Live singleton births of low birth weight (Percent Of Births) - (SCOT_ScotSl2Hel_HEL)
SCOT_ScotShHel_HEL,"(Scottish Health Indicators 2014/15-2017/18) Hospital stays related to drug misuse (Hospital stays (Age-Sex standardised, 100 = Scotland average for a population with the same age and sex profile)) - (SCOT_ScotShHel_HEL)"
SCOT_ScotShHel_2_HEL,"(Scottish Health Indicators 2014/15-2017/18) Hospital stays related to alcohol misuse (Hospital stays (Age-Sex standardised, 100 = Scotland average for a population with the same age and sex profile)) - (SCOT_ScotShHel_2_HEL)"
SCOT_ScotSe10Hel_HEL,"(Scottish Health Indicators 2014/15-2017/18) Emergency stays in hospital (Hospital stays (Age-Sex standardised, 100 = Scotland average for a population with the same age and sex profile)) - (SCOT_ScotSe10Hel_HEL)"
SCOT_EmplymntDpC_EMP,(Scottish Employment 2017) Employment Deprived (Count) - (SCOT_EmplymntDpC_EMP)
SCOT_EmplymntDpR_EMP,(Scottish Employment 2017) Employment Deprived (Ratio) - (SCOT_EmplymntDpR_EMP)
SCOT_PrcnOPWATSB_BB,(Scottish IMD Broadband Access Indicator 2019) Percent of premises without access to superfast broadband - (SCOT_PrcnOPWATSB_BB)
SCOT_PplInHsTAOC_HOU,(Scottish IMD Housing Indicators 2011) People in households that are overcrowded (Count) - (SCOT_PplInHsTAOC_HOU)
SCOT_PplInHsWCHC_HOU,(Scottish IMD Housing Indicators 2011) People in households without central heating (Count) - (SCOT_PplInHsWCHC_HOU)
SCOT_PplInHsTAOP_HOU,(Scottish IMD Housing Indicators 2011) People in households that are overcrowded (Percent) - (SCOT_PplInHsTAOP_HOU)
SCOT_PplInHsWCHP_HOU,(Scottish IMD Housing Indicators 2011) People in households without central heating (Percent) - (SCOT_PplInHsWCHP_HOU)
SCOT_SchlAttnRAP_SCH,"(Scottish School Attendance 2016/2017) School attendance rate, All (Percentage) - (SCOT_SchlAttnRAP_SCH)"
