FeatureCode,DateCode,Measurement,Units,Value,DCLG Temporary Housing Types Concept Scheme
E07000240,2012 Q4,Households-Accommodated-By-LA,,39,Other (including private landlord)
E07000240,2017 Q1,Households-Accommodated-By-LA,,120,LA / HA stock
E07000240,2012 Q4,Households-Accommodated-By-LA,,5,Hostels and womens refuge
E07000240,2013 Q4,Households-Accommodated-By-LA,,96,All temporary housing types
E07000240,2013 Q3,Households-Accommodated-By-LA,,89,All temporary housing types
E07000240,2015 Q4,Households-Accommodated-By-LA,,113,LA / HA stock
E07000240,2013 Q4,Households-Accommodated-By-LA,,44,LA / HA stock
E07000240,2012 Q2,Households-Accommodated-By-LA,,23,Other (including private landlord)
E07000240,2017 Q4,Households-Accommodated-By-LA,,5,Hostels and womens refuge
E07000240,2016 Q3,Households-Accommodated-By-LA,,5,Hostels and womens refuge
E07000240,2013 Q2,Households-Accommodated-By-LA,,37,LA / HA stock
E07000240,2015 Q4,Households-Accommodated-By-LA,,115,All temporary housing types
E07000240,2015 Q1,Households-Accommodated-By-LA,,109,LA / HA stock
E07000240,2017 Q3,Households-Accommodated-By-LA,,119,All temporary housing types
E07000241,2018 Q1,Households-Accommodated-By-LA,,106,All temporary housing types
E07000241,2013 Q3,Households-Accommodated-By-LA,,26,LA / HA stock
E07000241,2016 Q3,Households-Accommodated-By-LA,,49,Hostels and womens refuge
E07000241,2016 Q3,Households-Accommodated-By-LA,,24,LA / HA stock
E07000241,2012 Q1,Households-Accommodated-By-LA,,30,LA / HA stock
E07000241,2013 Q1,Households-Accommodated-By-LA,,58,All temporary housing types
E07000241,2015 Q3,Households-Accommodated-By-LA,,43,Hostels and womens refuge
E07000241,2015 Q1,Households-Accommodated-By-LA,,30,LA / HA stock
E07000241,2017 Q3,Households-Accommodated-By-LA,,22,LA / HA stock
E07000241,2012 Q4,Households-Accommodated-By-LA,,32,LA / HA stock
E07000241,2014 Q1,Households-Accommodated-By-LA,,39,LA / HA stock
E07000241,2011 Q2,Households-Accommodated-By-LA,,29,Hostels and womens refuge
E07000241,2018 Q1,Households-Accommodated-By-LA,,9,Bed and breakfast
E07000241,2013 Q2,Households-Accommodated-By-LA,,56,LA / HA stock
E07000241,2015 Q4,Households-Accommodated-By-LA,,21,LA / HA stock
E07000241,2012 Q3,Households-Accommodated-By-LA,,58,All temporary housing types
E07000241,2014 Q3,Households-Accommodated-By-LA,,30,LA / HA stock
E07000241,2017 Q4,Households-Accommodated-By-LA,,61,Hostels and womens refuge
E07000241,2012 Q2,Households-Accommodated-By-LA,,27,Hostels and womens refuge
E07000241,2017 Q3,Households-Accommodated-By-LA,,75,All temporary housing types
E07000241,2012 Q1,Households-Accommodated-By-LA,,74,All temporary housing types
E07000241,2014 Q4,Households-Accommodated-By-LA,,54,All temporary housing types
E07000241,2015 Q1,Households-Accommodated-By-LA,,69,All temporary housing types
E07000241,2014 Q4,Households-Accommodated-By-LA,,26,LA / HA stock
E07000241,2015 Q4,Households-Accommodated-By-LA,,46,Hostels and womens refuge
E07000241,2014 Q2,Households-Accommodated-By-LA,,62,All temporary housing types
E07000241,2013 Q2,Households-Accommodated-By-LA,,69,All temporary housing types
E07000241,2018 Q1,Households-Accommodated-By-LA,,28,LA / HA stock
E07000241,2011 Q3,Households-Accommodated-By-LA,,29,Hostels and womens refuge
E07000241,2011 Q4,Households-Accommodated-By-LA,,28,Hostels and womens refuge
E07000241,2017 Q1,Households-Accommodated-By-LA,,20,LA / HA stock
E07000241,2013 Q4,Households-Accommodated-By-LA,,69,All temporary housing types
E07000241,2012 Q1,Households-Accommodated-By-LA,,44,Hostels and womens refuge
E07000241,2017 Q2,Households-Accommodated-By-LA,,75,All temporary housing types
E07000241,2013 Q1,Households-Accommodated-By-LA,,26,Hostels and womens refuge
E07000241,2012 Q3,Households-Accommodated-By-LA,,27,Hostels and womens refuge
E07000241,2016 Q3,Households-Accommodated-By-LA,,74,All temporary housing types
E07000241,2012 Q4,Households-Accommodated-By-LA,,33,Hostels and womens refuge
E07000241,2011 Q3,Households-Accommodated-By-LA,,39,LA / HA stock
E07000241,2016 Q1,Households-Accommodated-By-LA,,67,All temporary housing types
E07000241,2017 Q2,Households-Accommodated-By-LA,,56,Hostels and womens refuge
E07000241,2017 Q1,Households-Accommodated-By-LA,,42,Hostels and womens refuge
E07000241,2011 Q4,Households-Accommodated-By-LA,,35,LA / HA stock
E07000241,2017 Q2,Households-Accommodated-By-LA,,18,LA / HA stock
E07000241,2014 Q3,Households-Accommodated-By-LA,,39,Hostels and womens refuge
E07000241,2011 Q2,Households-Accommodated-By-LA,,68,All temporary housing types
E07000241,2015 Q3,Households-Accommodated-By-LA,,66,All temporary housing types
E07000241,2013 Q4,Households-Accommodated-By-LA,,31,Hostels and womens refuge
E07000241,2016 Q4,Households-Accommodated-By-LA,,45,Hostels and womens refuge
E07000241,2016 Q1,Households-Accommodated-By-LA,,42,Hostels and womens refuge
E07000241,2015 Q4,Households-Accommodated-By-LA,,69,All temporary housing types
E07000241,2014 Q4,Households-Accommodated-By-LA,,28,Hostels and womens refuge
E07000241,2015 Q2,Households-Accommodated-By-LA,,23,LA / HA stock
E07000241,2017 Q3,Households-Accommodated-By-LA,,51,Hostels and womens refuge
E07000241,2013 Q1,Households-Accommodated-By-LA,,32,LA / HA stock
E07000241,2014 Q1,Households-Accommodated-By-LA,,35,Hostels and womens refuge
E07000241,2014 Q3,Households-Accommodated-By-LA,,70,All temporary housing types
E07000241,2013 Q3,Households-Accommodated-By-LA,,24,Hostels and womens refuge
E07000241,2017 Q4,Households-Accommodated-By-LA,,82,All temporary housing types
E07000241,2015 Q2,Households-Accommodated-By-LA,,69,All temporary housing types
E07000241,2015 Q2,Households-Accommodated-By-LA,,44,Hostels and womens refuge
E07000241,2011 Q4,Households-Accommodated-By-LA,,64,All temporary housing types
E07000241,2015 Q1,Households-Accommodated-By-LA,,38,Hostels and womens refuge
E07000241,2012 Q2,Households-Accommodated-By-LA,,58,All temporary housing types
E07000241,2013 Q2,Households-Accommodated-By-LA,,12,Hostels and womens refuge
E07000241,2017 Q4,Households-Accommodated-By-LA,,18,LA / HA stock
E07000241,2011 Q2,Households-Accommodated-By-LA,,38,LA / HA stock
E07000241,2016 Q2,Households-Accommodated-By-LA,,42,Hostels and womens refuge
E07000241,2012 Q2,Households-Accommodated-By-LA,,31,LA / HA stock
E07000241,2011 Q3,Households-Accommodated-By-LA,,69,All temporary housing types
E07000241,2013 Q4,Households-Accommodated-By-LA,,38,LA / HA stock
E07000241,2012 Q3,Households-Accommodated-By-LA,,31,LA / HA stock
E07000241,2016 Q4,Households-Accommodated-By-LA,,62,All temporary housing types
E07000241,2016 Q1,Households-Accommodated-By-LA,,22,LA / HA stock
E07000241,2016 Q2,Households-Accommodated-By-LA,,20,LA / HA stock
E07000241,2013 Q3,Households-Accommodated-By-LA,,50,All temporary housing types
E07000241,2018 Q1,Households-Accommodated-By-LA,,69,Hostels and womens refuge
E07000241,2017 Q1,Households-Accommodated-By-LA,,65,All temporary housing types
E07000241,2012 Q4,Households-Accommodated-By-LA,,65,All temporary housing types
E07000241,2014 Q2,Households-Accommodated-By-LA,,30,Hostels and womens refuge
E07000241,2014 Q1,Households-Accommodated-By-LA,,75,All temporary housing types
E07000241,2015 Q3,Households-Accommodated-By-LA,,22,LA / HA stock
E07000241,2014 Q2,Households-Accommodated-By-LA,,32,LA / HA stock
E07000241,2016 Q2,Households-Accommodated-By-LA,,63,All temporary housing types
E07000241,2016 Q4,Households-Accommodated-By-LA,,17,LA / HA stock
E07000096,2013 Q1,Households-Accommodated-By-LA,,14,Hostels and womens refuge
E07000096,2016 Q2,Households-Accommodated-By-LA,,18,Hostels and womens refuge
E07000096,2014 Q2,Households-Accommodated-By-LA,,38,Other (including private landlord)
E07000096,2018 Q1,Households-Accommodated-By-LA,,32,Other (including private landlord)
E07000096,2011 Q4,Households-Accommodated-By-LA,,20,All temporary housing types
E07000096,2015 Q1,Households-Accommodated-By-LA,,27,Other (including private landlord)
E07000096,2013 Q2,Households-Accommodated-By-LA,,11,Hostels and womens refuge
E07000096,2016 Q3,Households-Accommodated-By-LA,,30,Other (including private landlord)
E07000096,2012 Q4,Households-Accommodated-By-LA,,59,All temporary housing types
E07000096,2015 Q3,Households-Accommodated-By-LA,,30,LA / HA stock
E07000096,2012 Q2,Households-Accommodated-By-LA,,45,All temporary housing types
E07000096,2013 Q4,Households-Accommodated-By-LA,,16,Hostels and womens refuge
E07000096,2013 Q2,Households-Accommodated-By-LA,,17,Other (including private landlord)
E07000096,2017 Q4,Households-Accommodated-By-LA,,93,All temporary housing types
E07000096,2015 Q2,Households-Accommodated-By-LA,,11,Hostels and womens refuge
E07000096,2011 Q3,Households-Accommodated-By-LA,,23,All temporary housing types
E07000096,2012 Q4,Households-Accommodated-By-LA,,11,Other (including private landlord)
E07000096,2018 Q1,Households-Accommodated-By-LA,,31,LA / HA stock
E07000096,2016 Q1,Households-Accommodated-By-LA,,40,LA / HA stock
E07000096,2011 Q2,Households-Accommodated-By-LA,,15,All temporary housing types
E07000096,2017 Q3,Households-Accommodated-By-LA,,30,LA / HA stock
E07000096,2015 Q2,Households-Accommodated-By-LA,,23,Other (including private landlord)
E07000096,2016 Q2,Households-Accommodated-By-LA,,31,LA / HA stock
E07000096,2011 Q4,Households-Accommodated-By-LA,,16,Hostels and womens refuge
E07000096,2016 Q4,Households-Accommodated-By-LA,,30,Other (including private landlord)
E07000096,2018 Q1,Households-Accommodated-By-LA,,22,Hostels and womens refuge
E07000096,2015 Q2,Households-Accommodated-By-LA,,10,Bed and breakfast
E07000096,2016 Q2,Households-Accommodated-By-LA,,78,All temporary housing types
E07000096,2013 Q4,Households-Accommodated-By-LA,,24,Bed and breakfast
E07000096,2013 Q1,Households-Accommodated-By-LA,,71,All temporary housing types
E07000096,2012 Q4,Households-Accommodated-By-LA,,12,Hostels and womens refuge
E07000096,2016 Q2,Households-Accommodated-By-LA,,22,Other (including private landlord)
E07000096,2016 Q3,Households-Accommodated-By-LA,,88,All temporary housing types
E07000096,2014 Q1,Households-Accommodated-By-LA,,14,Hostels and womens refuge
E07000096,2015 Q1,Households-Accommodated-By-LA,,70,All temporary housing types
E07000096,2016 Q1,Households-Accommodated-By-LA,,22,Other (including private landlord)
E07000096,2014 Q1,Households-Accommodated-By-LA,,79,All temporary housing types
E07000096,2015 Q1,Households-Accommodated-By-LA,,16,Bed and breakfast
E07000096,2015 Q2,Households-Accommodated-By-LA,,44,All temporary housing types
E07000096,2013 Q4,Households-Accommodated-By-LA,,68,All temporary housing types
E07000096,2015 Q4,Households-Accommodated-By-LA,,15,Hostels and womens refuge
E07000096,2012 Q2,Households-Accommodated-By-LA,,24,Bed and breakfast
E07000096,2014 Q2,Households-Accommodated-By-LA,,27,Bed and breakfast
E07000096,2012 Q3,Households-Accommodated-By-LA,,45,All temporary housing types
E07000096,2014 Q3,Households-Accommodated-By-LA,,16,Other (including private landlord)
E07000096,2012 Q3,Households-Accommodated-By-LA,,11,Hostels and womens refuge
E07000096,2013 Q3,Households-Accommodated-By-LA,,37,Bed and breakfast
E07000096,2013 Q2,Households-Accommodated-By-LA,,64,All temporary housing types
E07000096,2017 Q4,Households-Accommodated-By-LA,,25,Hostels and womens refuge
E07000096,2017 Q2,Households-Accommodated-By-LA,,84,All temporary housing types
E07000096,2015 Q4,Households-Accommodated-By-LA,,14,Other (including private landlord)
E07000096,2014 Q1,Households-Accommodated-By-LA,,29,Other (including private landlord)
E07000096,2017 Q1,Households-Accommodated-By-LA,,84,All temporary housing types
E07000096,2013 Q4,Households-Accommodated-By-LA,,23,Other (including private landlord)
E07000096,2015 Q3,Households-Accommodated-By-LA,,19,Other (including private landlord)
E07000096,2017 Q3,Households-Accommodated-By-LA,,23,Other (including private landlord)
E07000096,2017 Q3,Households-Accommodated-By-LA,,22,Hostels and womens refuge
E07000096,2016 Q4,Households-Accommodated-By-LA,,28,LA / HA stock
E07000096,2016 Q1,Households-Accommodated-By-LA,,81,All temporary housing types
E07000096,2012 Q2,Households-Accommodated-By-LA,,16,Hostels and womens refuge
E07000096,2014 Q2,Households-Accommodated-By-LA,,13,Hostels and womens refuge
E07000096,2012 Q4,Households-Accommodated-By-LA,,29,Bed and breakfast
E07000096,2016 Q1,Households-Accommodated-By-LA,,14,Hostels and womens refuge
E07000096,2012 Q3,Households-Accommodated-By-LA,,5,Other (including private landlord)
E07000096,2015 Q1,Households-Accommodated-By-LA,,15,Hostels and womens refuge
E07000096,2017 Q2,Households-Accommodated-By-LA,,17,Hostels and womens refuge
E07000096,2017 Q4,Households-Accommodated-By-LA,,31,Other (including private landlord)
E07000096,2012 Q1,Households-Accommodated-By-LA,,16,Hostels and womens refuge
E07000096,2016 Q4,Households-Accommodated-By-LA,,86,All temporary housing types
E07000096,2014 Q4,Households-Accommodated-By-LA,,16,Hostels and womens refuge
E07000096,2017 Q1,Households-Accommodated-By-LA,,31,Other (including private landlord)
E07000096,2014 Q3,Households-Accommodated-By-LA,,44,All temporary housing types
E07000096,2018 Q1,Households-Accommodated-By-LA,,91,All temporary housing types
E07000096,2015 Q3,Households-Accommodated-By-LA,,79,All temporary housing types
E07000096,2014 Q4,Households-Accommodated-By-LA,,54,All temporary housing types
E07000096,2017 Q3,Households-Accommodated-By-LA,,85,All temporary housing types
E07000096,2013 Q2,Households-Accommodated-By-LA,,31,Bed and breakfast
E07000096,2017 Q2,Households-Accommodated-By-LA,,28,Other (including private landlord)
E07000096,2011 Q3,Households-Accommodated-By-LA,,16,Hostels and womens refuge
E07000096,2014 Q2,Households-Accommodated-By-LA,,86,All temporary housing types
E07000096,2014 Q4,Households-Accommodated-By-LA,,19,Other (including private landlord)
E07000096,2017 Q4,Households-Accommodated-By-LA,,30,LA / HA stock
E07000096,2012 Q3,Households-Accommodated-By-LA,,27,Bed and breakfast
E07000096,2016 Q3,Households-Accommodated-By-LA,,21,Hostels and womens refuge
E07000096,2012 Q1,Households-Accommodated-By-LA,,33,All temporary housing types
E07000096,2014 Q1,Households-Accommodated-By-LA,,31,Bed and breakfast
E07000096,2012 Q1,Households-Accommodated-By-LA,,17,Bed and breakfast
E07000096,2013 Q3,Households-Accommodated-By-LA,,16,Hostels and womens refuge
E07000096,2013 Q1,Households-Accommodated-By-LA,,38,Bed and breakfast
E07000096,2013 Q1,Households-Accommodated-By-LA,,14,Other (including private landlord)
E07000096,2013 Q3,Households-Accommodated-By-LA,,80,All temporary housing types
E07000096,2014 Q4,Households-Accommodated-By-LA,,14,Bed and breakfast
E07000096,2017 Q1,Households-Accommodated-By-LA,,17,Hostels and womens refuge
E07000096,2016 Q4,Households-Accommodated-By-LA,,20,Hostels and womens refuge
E07000096,2015 Q4,Households-Accommodated-By-LA,,74,All temporary housing types
E07000096,2017 Q2,Households-Accommodated-By-LA,,29,LA / HA stock
E07000096,2011 Q3,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000096,2017 Q1,Households-Accommodated-By-LA,,27,LA / HA stock
E07000096,2015 Q4,Households-Accommodated-By-LA,,37,LA / HA stock
E07000096,2014 Q3,Households-Accommodated-By-LA,,8,Bed and breakfast
E07000096,2015 Q3,Households-Accommodated-By-LA,,17,Bed and breakfast
E07000096,2016 Q3,Households-Accommodated-By-LA,,29,LA / HA stock
E07000096,2013 Q3,Households-Accommodated-By-LA,,22,Other (including private landlord)
E07000096,2014 Q3,Households-Accommodated-By-LA,,15,Hostels and womens refuge
E06000056,2015 Q1,Households-Accommodated-By-LA,,20,Hostels and womens refuge
E06000056,2013 Q4,Households-Accommodated-By-LA,,19,Hostels and womens refuge
E06000056,2012 Q1,Households-Accommodated-By-LA,,22,LA / HA stock
E06000056,2016 Q2,Households-Accommodated-By-LA,,6,Hostels and womens refuge
E06000056,2014 Q4,Households-Accommodated-By-LA,,22,Hostels and womens refuge
E06000056,2016 Q1,Households-Accommodated-By-LA,,51,All temporary housing types
E06000056,2015 Q4,Households-Accommodated-By-LA,,14,Other (including private landlord)
E06000056,2015 Q2,Households-Accommodated-By-LA,,17,Bed and breakfast
E06000056,2017 Q2,Households-Accommodated-By-LA,,102,Other (including private landlord)
E06000056,2013 Q1,Households-Accommodated-By-LA,,35,All temporary housing types
E06000056,2015 Q1,Households-Accommodated-By-LA,,15,Other (including private landlord)
E06000056,2013 Q4,Households-Accommodated-By-LA,,11,LA / HA stock
E06000056,2015 Q3,Households-Accommodated-By-LA,,7,LA / HA stock
E06000056,2016 Q3,Households-Accommodated-By-LA,,26,Other (including private landlord)
E06000056,2015 Q3,Households-Accommodated-By-LA,,34,Other (including private landlord)
E06000056,2013 Q4,Households-Accommodated-By-LA,,33,All temporary housing types
E06000056,2015 Q4,Households-Accommodated-By-LA,,81,All temporary housing types
E06000056,2012 Q1,Households-Accommodated-By-LA,,46,All temporary housing types
E06000056,2016 Q2,Households-Accommodated-By-LA,,32,LA / HA stock
E06000056,2011 Q3,Households-Accommodated-By-LA,,35,All temporary housing types
E06000056,2011 Q2,Households-Accommodated-By-LA,,18,LA / HA stock
E06000056,2016 Q4,Households-Accommodated-By-LA,,101,All temporary housing types
E06000056,2011 Q4,Households-Accommodated-By-LA,,29,All temporary housing types
E06000056,2014 Q3,Households-Accommodated-By-LA,,21,Hostels and womens refuge
E06000056,2017 Q2,Households-Accommodated-By-LA,,57,Hostels and womens refuge
E06000056,2014 Q1,Households-Accommodated-By-LA,,41,All temporary housing types
E06000056,2014 Q2,Households-Accommodated-By-LA,,5,Other (including private landlord)
E06000056,2016 Q2,Households-Accommodated-By-LA,,17,Other (including private landlord)
E06000056,2012 Q1,Households-Accommodated-By-LA,,6,Bed and breakfast
E06000056,2014 Q1,Households-Accommodated-By-LA,,5,Bed and breakfast
E06000056,2016 Q2,Households-Accommodated-By-LA,,59,All temporary housing types
E06000056,2014 Q3,Households-Accommodated-By-LA,,10,LA / HA stock
E06000056,2014 Q2,Households-Accommodated-By-LA,,42,All temporary housing types
E06000056,2014 Q2,Households-Accommodated-By-LA,,22,Hostels and womens refuge
E06000056,2016 Q3,Households-Accommodated-By-LA,,78,All temporary housing types
E06000056,2012 Q3,Households-Accommodated-By-LA,,7,Bed and breakfast
E06000056,2016 Q4,Households-Accommodated-By-LA,,45,Other (including private landlord)
E06000056,2011 Q2,Households-Accommodated-By-LA,,19,Hostels and womens refuge
E06000056,2016 Q3,Households-Accommodated-By-LA,,10,Hostels and womens refuge
E06000056,2014 Q2,Households-Accommodated-By-LA,,12,LA / HA stock
E06000056,2016 Q4,Households-Accommodated-By-LA,,14,Hostels and womens refuge
E06000056,2015 Q1,Households-Accommodated-By-LA,,19,Bed and breakfast
E06000056,2016 Q1,Households-Accommodated-By-LA,,26,Other (including private landlord)
E06000056,2017 Q4,Households-Accommodated-By-LA,,106,Other (including private landlord)
E06000056,2012 Q1,Households-Accommodated-By-LA,,18,Hostels and womens refuge
E06000056,2013 Q1,Households-Accommodated-By-LA,,11,LA / HA stock
E06000056,2014 Q4,Households-Accommodated-By-LA,,13,LA / HA stock
E06000056,2012 Q4,Households-Accommodated-By-LA,,19,Hostels and womens refuge
E06000056,2012 Q2,Households-Accommodated-By-LA,,33,All temporary housing types
E06000056,2011 Q3,Households-Accommodated-By-LA,,18,LA / HA stock
E06000056,2014 Q3,Households-Accommodated-By-LA,,56,All temporary housing types
E06000056,2017 Q4,Households-Accommodated-By-LA,,30,LA / HA stock
E06000056,2017 Q1,Households-Accommodated-By-LA,,42,Hostels and womens refuge
E06000056,2012 Q2,Households-Accommodated-By-LA,,19,Hostels and womens refuge
E06000056,2011 Q3,Households-Accommodated-By-LA,,16,Hostels and womens refuge
E06000056,2017 Q3,Households-Accommodated-By-LA,,186,All temporary housing types
E06000056,2013 Q1,Households-Accommodated-By-LA,,20,Hostels and womens refuge
E06000056,2015 Q4,Households-Accommodated-By-LA,,38,Bed and breakfast
E06000056,2016 Q4,Households-Accommodated-By-LA,,36,LA / HA stock
E06000056,2014 Q4,Households-Accommodated-By-LA,,59,All temporary housing types
E06000056,2015 Q3,Households-Accommodated-By-LA,,68,All temporary housing types
E06000056,2012 Q3,Households-Accommodated-By-LA,,35,All temporary housing types
E06000056,2018 Q1,Households-Accommodated-By-LA,,142,All temporary housing types
E06000056,2011 Q4,Households-Accommodated-By-LA,,10,LA / HA stock
E06000056,2018 Q1,Households-Accommodated-By-LA,,74,Other (including private landlord)
E06000056,2013 Q2,Households-Accommodated-By-LA,,10,LA / HA stock
E06000056,2014 Q3,Households-Accommodated-By-LA,,17,Bed and breakfast
E06000056,2013 Q2,Households-Accommodated-By-LA,,36,All temporary housing types
E06000056,2013 Q3,Households-Accommodated-By-LA,,32,All temporary housing types
E06000056,2016 Q1,Households-Accommodated-By-LA,,10,Bed and breakfast
E06000056,2012 Q3,Households-Accommodated-By-LA,,15,Hostels and womens refuge
E06000056,2017 Q3,Households-Accommodated-By-LA,,101,Other (including private landlord)
E06000056,2011 Q4,Households-Accommodated-By-LA,,18,Hostels and womens refuge
E06000056,2015 Q2,Households-Accommodated-By-LA,,64,All temporary housing types
E06000056,2018 Q1,Households-Accommodated-By-LA,,25,LA / HA stock
E06000056,2017 Q1,Households-Accommodated-By-LA,,65,Other (including private landlord)
E06000056,2014 Q4,Households-Accommodated-By-LA,,16,Bed and breakfast
E06000056,2014 Q1,Households-Accommodated-By-LA,,24,Hostels and womens refuge
E06000056,2018 Q1,Households-Accommodated-By-LA,,37,Hostels and womens refuge
E06000056,2013 Q3,Households-Accommodated-By-LA,,24,Hostels and womens refuge
E06000056,2017 Q1,Households-Accommodated-By-LA,,19,LA / HA stock
E06000056,2017 Q4,Households-Accommodated-By-LA,,52,Hostels and womens refuge
E06000056,2015 Q1,Households-Accommodated-By-LA,,66,All temporary housing types
E06000056,2015 Q2,Households-Accommodated-By-LA,,22,Hostels and womens refuge
E06000056,2014 Q1,Households-Accommodated-By-LA,,11,LA / HA stock
E06000056,2012 Q3,Households-Accommodated-By-LA,,13,LA / HA stock
E06000056,2016 Q3,Households-Accommodated-By-LA,,33,LA / HA stock
E06000056,2015 Q3,Households-Accommodated-By-LA,,22,Hostels and womens refuge
E06000056,2017 Q4,Households-Accommodated-By-LA,,196,All temporary housing types
E06000056,2017 Q2,Households-Accommodated-By-LA,,21,LA / HA stock
E06000056,2017 Q3,Households-Accommodated-By-LA,,24,LA / HA stock
E06000056,2016 Q1,Households-Accommodated-By-LA,,15,Hostels and womens refuge
E06000056,2013 Q3,Households-Accommodated-By-LA,,5,LA / HA stock
E06000056,2013 Q2,Households-Accommodated-By-LA,,22,Hostels and womens refuge
E06000056,2012 Q4,Households-Accommodated-By-LA,,37,All temporary housing types
E06000056,2017 Q3,Households-Accommodated-By-LA,,50,Hostels and womens refuge
E06000056,2017 Q2,Households-Accommodated-By-LA,,190,All temporary housing types
E06000056,2017 Q1,Households-Accommodated-By-LA,,133,All temporary housing types
E06000056,2015 Q2,Households-Accommodated-By-LA,,14,Other (including private landlord)
E06000056,2011 Q2,Households-Accommodated-By-LA,,38,All temporary housing types
E06000056,2012 Q4,Households-Accommodated-By-LA,,14,LA / HA stock
E06000056,2015 Q4,Households-Accommodated-By-LA,,19,Hostels and womens refuge
E06000056,2012 Q2,Households-Accommodated-By-LA,,12,LA / HA stock
E07000099,2013 Q3,Households-Accommodated-By-LA,,58,Hostels and womens refuge
E07000099,2015 Q2,Households-Accommodated-By-LA,,24,Hostels and womens refuge
E07000099,2011 Q4,Households-Accommodated-By-LA,,60,Hostels and womens refuge
E07000099,2013 Q4,Households-Accommodated-By-LA,,66,All temporary housing types
E07000099,2014 Q3,Households-Accommodated-By-LA,,24,Hostels and womens refuge
E07000099,2011 Q2,Households-Accommodated-By-LA,,44,Hostels and womens refuge
E07000099,2017 Q2,Households-Accommodated-By-LA,,26,Hostels and womens refuge
E07000099,2012 Q3,Households-Accommodated-By-LA,,61,Hostels and womens refuge
E07000099,2014 Q4,Households-Accommodated-By-LA,,22,Hostels and womens refuge
E07000099,2014 Q3,Households-Accommodated-By-LA,,8,Bed and breakfast
E07000099,2015 Q1,Households-Accommodated-By-LA,,23,Hostels and womens refuge
E07000099,2013 Q1,Households-Accommodated-By-LA,,39,Hostels and womens refuge
E07000099,2017 Q1,Households-Accommodated-By-LA,,70,All temporary housing types
E07000099,2017 Q1,Households-Accommodated-By-LA,,24,Hostels and womens refuge
E07000099,2014 Q2,Households-Accommodated-By-LA,,48,LA / HA stock
E07000099,2011 Q3,Households-Accommodated-By-LA,,55,Hostels and womens refuge
E07000099,2012 Q2,Households-Accommodated-By-LA,,74,All temporary housing types
E07000099,2013 Q3,Households-Accommodated-By-LA,,61,All temporary housing types
E07000099,2015 Q4,Households-Accommodated-By-LA,,45,LA / HA stock
E07000099,2017 Q4,Households-Accommodated-By-LA,,51,LA / HA stock
E07000099,2013 Q4,Households-Accommodated-By-LA,,46,Other (including private landlord)
E07000099,2016 Q3,Households-Accommodated-By-LA,,50,LA / HA stock
E07000099,2016 Q1,Households-Accommodated-By-LA,,43,LA / HA stock
E07000099,2017 Q1,Households-Accommodated-By-LA,,45,LA / HA stock
E07000099,2017 Q3,Households-Accommodated-By-LA,,76,All temporary housing types
E07000099,2016 Q4,Households-Accommodated-By-LA,,50,LA / HA stock
E07000099,2017 Q4,Households-Accommodated-By-LA,,67,All temporary housing types
E07000099,2015 Q3,Households-Accommodated-By-LA,,87,All temporary housing types
E07000099,2016 Q3,Households-Accommodated-By-LA,,20,Hostels and womens refuge
E07000099,2017 Q4,Households-Accommodated-By-LA,,15,Hostels and womens refuge
E07000099,2012 Q3,Households-Accommodated-By-LA,,65,All temporary housing types
E07000099,2012 Q4,Households-Accommodated-By-LA,,56,Hostels and womens refuge
E07000099,2017 Q2,Households-Accommodated-By-LA,,52,LA / HA stock
E07000099,2016 Q2,Households-Accommodated-By-LA,,21,Hostels and womens refuge
E07000099,2018 Q1,Households-Accommodated-By-LA,,16,Hostels and womens refuge
E07000099,2017 Q2,Households-Accommodated-By-LA,,80,All temporary housing types
E07000099,2015 Q2,Households-Accommodated-By-LA,,99,All temporary housing types
E07000099,2012 Q1,Households-Accommodated-By-LA,,73,All temporary housing types
E07000099,2014 Q2,Households-Accommodated-By-LA,,20,Hostels and womens refuge
E07000099,2017 Q3,Households-Accommodated-By-LA,,20,Hostels and womens refuge
E07000099,2014 Q1,Households-Accommodated-By-LA,,49,LA / HA stock
E07000099,2012 Q4,Households-Accommodated-By-LA,,60,All temporary housing types
E07000099,2016 Q1,Households-Accommodated-By-LA,,15,Bed and breakfast
E07000099,2012 Q2,Households-Accommodated-By-LA,,70,Hostels and womens refuge
E07000099,2013 Q2,Households-Accommodated-By-LA,,55,All temporary housing types
E07000099,2015 Q1,Households-Accommodated-By-LA,,89,All temporary housing types
E07000099,2018 Q1,Households-Accommodated-By-LA,,51,LA / HA stock
E07000099,2017 Q3,Households-Accommodated-By-LA,,54,LA / HA stock
E07000099,2016 Q4,Households-Accommodated-By-LA,,74,All temporary housing types
E07000099,2015 Q3,Households-Accommodated-By-LA,,52,LA / HA stock
E07000099,2015 Q3,Households-Accommodated-By-LA,,8,Bed and breakfast
E07000099,2014 Q3,Households-Accommodated-By-LA,,80,All temporary housing types
E07000099,2015 Q4,Households-Accommodated-By-LA,,68,All temporary housing types
E07000099,2013 Q4,Households-Accommodated-By-LA,,19,Hostels and womens refuge
E07000099,2015 Q4,Households-Accommodated-By-LA,,19,Hostels and womens refuge
E07000099,2012 Q1,Households-Accommodated-By-LA,,69,Hostels and womens refuge
E07000099,2014 Q2,Households-Accommodated-By-LA,,69,All temporary housing types
E07000099,2016 Q1,Households-Accommodated-By-LA,,22,Hostels and womens refuge
E07000099,2015 Q1,Households-Accommodated-By-LA,,52,LA / HA stock
