FeatureCode,DateCode,Measurement,Units,Value,DCLG Homelessness Decsion Type Concept Scheme
E08000006,2014 Q4,Homelessness-Decisions,,93,Accepted Total
E08000006,2016 Q1,Homelessness-Decisions,,109,Rejected not in priority need
E08000006,2017 Q4,Homelessness-Decisions,,46,Rejected not homeless
E08000006,2014 Q2,Homelessness-Decisions,,66,Accepted Total
E08000006,2018 Q1,Homelessness-Decisions,,132,Rejected not in priority need
E08000005,2012 Q2,Homelessness-Decisions,,6,Rejected intentionally homeless
E08000005,2017 Q3,Homelessness-Decisions,,116,Rejected not homeless
E08000005,2012 Q4,Homelessness-Decisions,,54,Rejected not homeless
E08000005,2012 Q4,Homelessness-Decisions,,170,All
E08000005,2015 Q1,Homelessness-Decisions,,92,Rejected not homeless
E08000005,2011 Q2,Homelessness-Decisions,,41,Accepted Total
E08000005,2016 Q2,Homelessness-Decisions,,6,Rejected intentionally homeless
E08000005,2014 Q4,Homelessness-Decisions,,67,Accepted Total
E08000005,2016 Q2,Homelessness-Decisions,,121,Rejected not homeless
E08000005,2011 Q3,Homelessness-Decisions,,63,Rejected not homeless
E08000005,2014 Q4,Homelessness-Decisions,,69,Rejected not homeless
E08000005,2015 Q1,Homelessness-Decisions,,60,Accepted Total
E08000005,2016 Q1,Homelessness-Decisions,,88,Accepted Total
E08000005,2013 Q1,Homelessness-Decisions,,211,All
E08000005,2013 Q4,Homelessness-Decisions,,91,Rejected not in priority need
E08000005,2016 Q2,Homelessness-Decisions,,62,Accepted Total
E08000005,2011 Q4,Homelessness-Decisions,,39,Rejected not homeless
E08000005,2015 Q2,Homelessness-Decisions,,123,Rejected not homeless
E08000005,2016 Q1,Homelessness-Decisions,,286,All
E08000005,2014 Q3,Homelessness-Decisions,,77,Accepted Total
E08000005,2017 Q3,Homelessness-Decisions,,79,Accepted Total
E08000005,2017 Q4,Homelessness-Decisions,,89,Rejected not homeless
E08000005,2018 Q1,Homelessness-Decisions,,40,Accepted Total
E08000005,2011 Q3,Homelessness-Decisions,,135,All
E08000005,2017 Q3,Homelessness-Decisions,,240,All
E08000005,2013 Q2,Homelessness-Decisions,,215,All
E08000005,2016 Q1,Homelessness-Decisions,,113,Rejected not homeless
E08000005,2012 Q1,Homelessness-Decisions,,67,Accepted Total
E08000005,2014 Q2,Homelessness-Decisions,,93,Accepted Total
E08000005,2018 Q1,Homelessness-Decisions,,67,Rejected not homeless
E08000005,2015 Q4,Homelessness-Decisions,,63,Accepted Total
E08000005,2012 Q1,Homelessness-Decisions,,40,Rejected not homeless
E08000005,2014 Q2,Homelessness-Decisions,,260,All
E08000005,2011 Q3,Homelessness-Decisions,,41,Accepted Total
E08000005,2013 Q3,Homelessness-Decisions,,247,All
E08000005,2011 Q2,Homelessness-Decisions,,64,Rejected not homeless
E08000005,2013 Q4,Homelessness-Decisions,,82,Accepted Total
E08000005,2013 Q2,Homelessness-Decisions,,88,Accepted Total
E08000005,2017 Q2,Homelessness-Decisions,,51,Accepted Total
E08000005,2015 Q1,Homelessness-Decisions,,220,All
E08000005,2017 Q4,Homelessness-Decisions,,64,Accepted Total
E08000005,2012 Q2,Homelessness-Decisions,,175,All
E08000005,2012 Q2,Homelessness-Decisions,,49,Rejected not homeless
E08000005,2017 Q2,Homelessness-Decisions,,125,Rejected not homeless
E08000005,2017 Q1,Homelessness-Decisions,,105,Rejected not homeless
E08000005,2017 Q1,Homelessness-Decisions,,75,Accepted Total
E08000005,2017 Q2,Homelessness-Decisions,,211,All
E08000005,2012 Q3,Homelessness-Decisions,,65,Accepted Total
E08000005,2016 Q2,Homelessness-Decisions,,67,Rejected not in priority need
E08000005,2013 Q3,Homelessness-Decisions,,90,Accepted Total
E08000005,2013 Q4,Homelessness-Decisions,,215,All
E08000005,2013 Q1,Homelessness-Decisions,,86,Accepted Total
E08000005,2013 Q3,Homelessness-Decisions,,90,Rejected not in priority need
E08000005,2011 Q4,Homelessness-Decisions,,51,Accepted Total
E08000005,2014 Q1,Homelessness-Decisions,,77,Rejected not in priority need
E08000005,2015 Q2,Homelessness-Decisions,,66,Accepted Total
E08000005,2012 Q2,Homelessness-Decisions,,55,Accepted Total
E08000005,2014 Q3,Homelessness-Decisions,,235,All
E08000005,2014 Q1,Homelessness-Decisions,,83,Rejected not homeless
E08000005,2015 Q4,Homelessness-Decisions,,235,All
E08000005,2016 Q4,Homelessness-Decisions,,199,All
E08000005,2018 Q1,Homelessness-Decisions,,134,All
E08000005,2015 Q3,Homelessness-Decisions,,246,All
E08000005,2012 Q1,Homelessness-Decisions,,144,All
E08000005,2015 Q4,Homelessness-Decisions,,121,Rejected not homeless
E08000005,2014 Q1,Homelessness-Decisions,,250,All
E08000005,2016 Q4,Homelessness-Decisions,,84,Rejected not homeless
E08000005,2011 Q2,Homelessness-Decisions,,146,All
E08000005,2012 Q4,Homelessness-Decisions,,74,Accepted Total
E08000005,2013 Q1,Homelessness-Decisions,,80,Rejected not in priority need
E08000005,2016 Q3,Homelessness-Decisions,,102,Rejected not homeless
E08000005,2012 Q2,Homelessness-Decisions,,65,Rejected not in priority need
E08000005,2011 Q4,Homelessness-Decisions,,118,All
E08000005,2012 Q3,Homelessness-Decisions,,161,All
E08000005,2014 Q1,Homelessness-Decisions,,5,Rejected intentionally homeless
E08000005,2012 Q3,Homelessness-Decisions,,49,Rejected not homeless
E08000005,2015 Q3,Homelessness-Decisions,,117,Rejected not homeless
E08000005,2014 Q1,Homelessness-Decisions,,85,Accepted Total
E08000005,2014 Q3,Homelessness-Decisions,,83,Rejected not homeless
E08000005,2016 Q3,Homelessness-Decisions,,227,All
E08000005,2014 Q2,Homelessness-Decisions,,85,Rejected not in priority need
E08000005,2014 Q4,Homelessness-Decisions,,205,All
E08000005,2015 Q2,Homelessness-Decisions,,278,All
E08000005,2013 Q2,Homelessness-Decisions,,63,Rejected not homeless
E08000005,2017 Q1,Homelessness-Decisions,,231,All
E08000005,2016 Q4,Homelessness-Decisions,,74,Accepted Total
E08000005,2017 Q4,Homelessness-Decisions,,197,All
E08000005,2016 Q2,Homelessness-Decisions,,256,All
E08000005,2015 Q3,Homelessness-Decisions,,66,Accepted Total
E08000005,2016 Q3,Homelessness-Decisions,,85,Accepted Total
E06000043,2012 Q4,Homelessness-Decisions,,86,Rejected not homeless
E06000043,2015 Q3,Homelessness-Decisions,,230,All
E06000043,2016 Q3,Homelessness-Decisions,,214,All
E06000043,2015 Q4,Homelessness-Decisions,,113,Rejected not in priority need
E06000043,2018 Q1,Homelessness-Decisions,,22,Rejected not in priority need
E06000043,2017 Q2,Homelessness-Decisions,,229,All
E06000043,2015 Q4,Homelessness-Decisions,,59,Rejected not homeless
E06000043,2017 Q4,Homelessness-Decisions,,131,Accepted Total
E06000043,2012 Q2,Homelessness-Decisions,,196,All
E06000043,2017 Q1,Homelessness-Decisions,,49,Rejected not homeless
E06000043,2012 Q3,Homelessness-Decisions,,29,Rejected not in priority need
E06000043,2015 Q3,Homelessness-Decisions,,60,Rejected not homeless
E06000043,2011 Q3,Homelessness-Decisions,,39,Rejected intentionally homeless
E06000043,2016 Q3,Homelessness-Decisions,,39,Rejected not in priority need
E06000043,2011 Q4,Homelessness-Decisions,,41,Rejected intentionally homeless
E06000043,2012 Q3,Homelessness-Decisions,,23,Rejected intentionally homeless
E06000043,2017 Q1,Homelessness-Decisions,,104,Accepted Total
E06000043,2015 Q2,Homelessness-Decisions,,62,Rejected not homeless
E06000043,2015 Q2,Homelessness-Decisions,,239,All
E06000043,2016 Q3,Homelessness-Decisions,,67,Rejected not homeless
E06000043,2017 Q2,Homelessness-Decisions,,16,Rejected intentionally homeless
E06000043,2015 Q2,Homelessness-Decisions,,27,Rejected intentionally homeless
E06000043,2015 Q1,Homelessness-Decisions,,115,Accepted Total
E06000043,2017 Q2,Homelessness-Decisions,,56,Rejected not homeless
E06000043,2013 Q1,Homelessness-Decisions,,35,Rejected intentionally homeless
E06000043,2017 Q3,Homelessness-Decisions,,110,Accepted Total
E06000043,2014 Q2,Homelessness-Decisions,,98,Accepted Total
E06000043,2015 Q4,Homelessness-Decisions,,21,Rejected intentionally homeless
E06000043,2013 Q2,Homelessness-Decisions,,105,Accepted Total
E06000043,2018 Q1,Homelessness-Decisions,,10,Rejected intentionally homeless
E06000043,2015 Q3,Homelessness-Decisions,,67,Rejected not in priority need
E06000043,2013 Q1,Homelessness-Decisions,,75,Rejected not homeless
E06000043,2015 Q1,Homelessness-Decisions,,327,All
E06000043,2015 Q4,Homelessness-Decisions,,343,All
E06000043,2013 Q4,Homelessness-Decisions,,34,Rejected intentionally homeless
E06000043,2016 Q1,Homelessness-Decisions,,90,Rejected not in priority need
E06000043,2014 Q3,Homelessness-Decisions,,109,Rejected not homeless
E06000043,2013 Q4,Homelessness-Decisions,,86,Rejected not homeless
E06000043,2015 Q2,Homelessness-Decisions,,64,Rejected not in priority need
E06000043,2011 Q3,Homelessness-Decisions,,210,All
E06000043,2017 Q3,Homelessness-Decisions,,194,All
E06000043,2013 Q1,Homelessness-Decisions,,260,All
E06000043,2017 Q4,Homelessness-Decisions,,22,Rejected intentionally homeless
E06000043,2013 Q3,Homelessness-Decisions,,86,Rejected not homeless
E06000043,2014 Q1,Homelessness-Decisions,,135,Rejected not in priority need
E06000043,2013 Q4,Homelessness-Decisions,,105,Rejected not in priority need
E06000043,2012 Q1,Homelessness-Decisions,,34,Rejected intentionally homeless
E06000043,2011 Q2,Homelessness-Decisions,,172,All
E06000043,2013 Q3,Homelessness-Decisions,,290,All
E06000043,2017 Q2,Homelessness-Decisions,,114,Accepted Total
E06000043,2012 Q4,Homelessness-Decisions,,315,All
E06000043,2014 Q3,Homelessness-Decisions,,32,Rejected intentionally homeless
E06000043,2016 Q4,Homelessness-Decisions,,50,Rejected not in priority need
E06000043,2011 Q2,Homelessness-Decisions,,12,Rejected not in priority need
E06000043,2012 Q1,Homelessness-Decisions,,135,Accepted Total
E06000043,2016 Q2,Homelessness-Decisions,,19,Rejected intentionally homeless
E06000043,2016 Q3,Homelessness-Decisions,,19,Rejected intentionally homeless
E06000043,2013 Q3,Homelessness-Decisions,,25,Rejected intentionally homeless
E06000043,2016 Q2,Homelessness-Decisions,,258,All
E06000043,2014 Q3,Homelessness-Decisions,,54,Rejected not in priority need
E06000043,2015 Q1,Homelessness-Decisions,,92,Rejected not homeless
E06000043,2014 Q4,Homelessness-Decisions,,99,Accepted Total
E06000043,2011 Q2,Homelessness-Decisions,,99,Accepted Total
E06000043,2012 Q1,Homelessness-Decisions,,79,Rejected not homeless
E06000043,2011 Q4,Homelessness-Decisions,,143,Accepted Total
E06000043,2018 Q1,Homelessness-Decisions,,137,Accepted Total
E06000043,2018 Q1,Homelessness-Decisions,,40,Rejected not homeless
E06000043,2011 Q3,Homelessness-Decisions,,41,Rejected not homeless
E06000043,2012 Q2,Homelessness-Decisions,,14,Rejected intentionally homeless
E06000043,2012 Q4,Homelessness-Decisions,,41,Rejected not in priority need
E06000043,2012 Q4,Homelessness-Decisions,,146,Accepted Total
E06000043,2016 Q2,Homelessness-Decisions,,60,Rejected not in priority need
E06000043,2013 Q2,Homelessness-Decisions,,54,Rejected not homeless
E06000043,2016 Q4,Homelessness-Decisions,,26,Rejected intentionally homeless
E06000043,2016 Q1,Homelessness-Decisions,,78,Accepted Total
E06000043,2015 Q1,Homelessness-Decisions,,87,Rejected not in priority need
E06000043,2012 Q2,Homelessness-Decisions,,10,Rejected not in priority need
E06000043,2016 Q1,Homelessness-Decisions,,62,Rejected not homeless
E06000043,2011 Q4,Homelessness-Decisions,,80,Rejected not homeless
E06000043,2013 Q1,Homelessness-Decisions,,56,Rejected not in priority need
E06000043,2016 Q4,Homelessness-Decisions,,216,All
E06000043,2016 Q2,Homelessness-Decisions,,130,Accepted Total
E06000043,2015 Q1,Homelessness-Decisions,,33,Rejected intentionally homeless
E06000043,2017 Q3,Homelessness-Decisions,,9,Rejected intentionally homeless
E06000043,2014 Q2,Homelessness-Decisions,,90,Rejected not homeless
E06000043,2016 Q3,Homelessness-Decisions,,89,Accepted Total
E06000043,2011 Q3,Homelessness-Decisions,,11,Rejected not in priority need
E06000043,2017 Q1,Homelessness-Decisions,,210,All
E06000043,2011 Q2,Homelessness-Decisions,,16,Rejected intentionally homeless
E06000043,2015 Q4,Homelessness-Decisions,,150,Accepted Total
E06000043,2017 Q4,Homelessness-Decisions,,24,Rejected not in priority need
E06000043,2013 Q2,Homelessness-Decisions,,24,Rejected not in priority need
E06000043,2012 Q4,Homelessness-Decisions,,42,Rejected intentionally homeless
E06000043,2017 Q1,Homelessness-Decisions,,10,Rejected intentionally homeless
E06000043,2012 Q3,Homelessness-Decisions,,164,Accepted Total
E06000043,2017 Q1,Homelessness-Decisions,,47,Rejected not in priority need
E06000043,2012 Q2,Homelessness-Decisions,,70,Rejected not homeless
E06000043,2014 Q1,Homelessness-Decisions,,100,Rejected not homeless
E06000043,2017 Q4,Homelessness-Decisions,,36,Rejected not homeless
E06000043,2014 Q1,Homelessness-Decisions,,436,All
E06000043,2013 Q2,Homelessness-Decisions,,205,All
E06000043,2014 Q2,Homelessness-Decisions,,80,Rejected not in priority need
E06000043,2013 Q3,Homelessness-Decisions,,74,Rejected not in priority need
E06000043,2017 Q4,Homelessness-Decisions,,213,All
E06000043,2016 Q4,Homelessness-Decisions,,91,Accepted Total
E06000043,2011 Q2,Homelessness-Decisions,,45,Rejected not homeless
E06000043,2014 Q4,Homelessness-Decisions,,34,Rejected intentionally homeless
E06000043,2014 Q3,Homelessness-Decisions,,108,Accepted Total
E06000043,2014 Q3,Homelessness-Decisions,,303,All
E06000043,2014 Q4,Homelessness-Decisions,,83,Rejected not in priority need
E06000043,2013 Q2,Homelessness-Decisions,,22,Rejected intentionally homeless
E06000043,2011 Q3,Homelessness-Decisions,,119,Accepted Total
E06000043,2014 Q2,Homelessness-Decisions,,295,All
E06000043,2014 Q4,Homelessness-Decisions,,84,Rejected not homeless
E06000043,2017 Q3,Homelessness-Decisions,,21,Rejected not in priority need
E06000043,2012 Q1,Homelessness-Decisions,,32,Rejected not in priority need
E06000043,2013 Q1,Homelessness-Decisions,,94,Accepted Total
E06000043,2014 Q4,Homelessness-Decisions,,300,All
E06000043,2016 Q2,Homelessness-Decisions,,49,Rejected not homeless
E06000043,2012 Q3,Homelessness-Decisions,,308,All
E06000043,2017 Q2,Homelessness-Decisions,,43,Rejected not in priority need
E06000043,2014 Q2,Homelessness-Decisions,,27,Rejected intentionally homeless
E06000043,2013 Q4,Homelessness-Decisions,,140,Accepted Total
E06000043,2015 Q2,Homelessness-Decisions,,86,Accepted Total
E06000043,2013 Q3,Homelessness-Decisions,,105,Accepted Total
E06000043,2011 Q4,Homelessness-Decisions,,33,Rejected not in priority need
E06000043,2012 Q3,Homelessness-Decisions,,92,Rejected not homeless
E06000043,2016 Q1,Homelessness-Decisions,,12,Rejected intentionally homeless
E06000043,2014 Q1,Homelessness-Decisions,,160,Accepted Total
E06000043,2016 Q4,Homelessness-Decisions,,49,Rejected not homeless
E06000043,2014 Q1,Homelessness-Decisions,,41,Rejected intentionally homeless
E06000043,2015 Q3,Homelessness-Decisions,,88,Accepted Total
E06000043,2016 Q1,Homelessness-Decisions,,242,All
E06000043,2011 Q4,Homelessness-Decisions,,297,All
E06000043,2017 Q3,Homelessness-Decisions,,54,Rejected not homeless
E06000043,2012 Q2,Homelessness-Decisions,,102,Accepted Total
E06000043,2015 Q3,Homelessness-Decisions,,15,Rejected intentionally homeless
E06000043,2013 Q4,Homelessness-Decisions,,365,All
E06000043,2012 Q1,Homelessness-Decisions,,280,All
E06000043,2018 Q1,Homelessness-Decisions,,209,All
E07000228,2016 Q1,Homelessness-Decisions,,9,Accepted Total
E07000228,2013 Q4,Homelessness-Decisions,,10,Accepted Total
E07000228,2013 Q1,Homelessness-Decisions,,8,Rejected not in priority need
E07000228,2011 Q2,Homelessness-Decisions,,13,Rejected not homeless
E07000228,2014 Q1,Homelessness-Decisions,,18,All
E07000228,2012 Q3,Homelessness-Decisions,,36,All
E07000228,2013 Q3,Homelessness-Decisions,,33,All
E07000228,2015 Q1,Homelessness-Decisions,,11,Accepted Total
E07000228,2012 Q1,Homelessness-Decisions,,14,Rejected not homeless
E07000228,2012 Q1,Homelessness-Decisions,,6,Rejected not in priority need
E07000228,2016 Q3,Homelessness-Decisions,,11,Accepted Total
E07000228,2011 Q3,Homelessness-Decisions,,24,All
E07000228,2017 Q4,Homelessness-Decisions,,23,All
E07000228,2018 Q1,Homelessness-Decisions,,12,Accepted Total
E07000228,2015 Q3,Homelessness-Decisions,,27,All
E07000228,2011 Q4,Homelessness-Decisions,,6,Rejected not homeless
E07000228,2014 Q2,Homelessness-Decisions,,7,Rejected intentionally homeless
E07000228,2012 Q1,Homelessness-Decisions,,6,Accepted Total
E07000228,2016 Q4,Homelessness-Decisions,,13,Accepted Total
E07000228,2017 Q2,Homelessness-Decisions,,8,Accepted Total
E07000228,2013 Q2,Homelessness-Decisions,,31,All
E07000228,2015 Q1,Homelessness-Decisions,,6,Rejected not in priority need
E07000228,2011 Q3,Homelessness-Decisions,,10,Accepted Total
E07000228,2015 Q3,Homelessness-Decisions,,9,Rejected intentionally homeless
E07000228,2013 Q4,Homelessness-Decisions,,18,All
E07000228,2016 Q2,Homelessness-Decisions,,10,Accepted Total
E07000228,2011 Q2,Homelessness-Decisions,,11,Accepted Total
E07000228,2014 Q4,Homelessness-Decisions,,10,Accepted Total
E07000228,2015 Q4,Homelessness-Decisions,,13,Accepted Total
E07000228,2012 Q4,Homelessness-Decisions,,27,All
E07000228,2013 Q3,Homelessness-Decisions,,17,Accepted Total
E07000228,2012 Q4,Homelessness-Decisions,,8,Rejected not in priority need
E07000228,2017 Q1,Homelessness-Decisions,,23,All
E07000228,2017 Q1,Homelessness-Decisions,,13,Accepted Total
E07000228,2014 Q2,Homelessness-Decisions,,22,All
E07000228,2017 Q3,Homelessness-Decisions,,7,Rejected not in priority need
E07000228,2012 Q2,Homelessness-Decisions,,33,All
E07000228,2016 Q4,Homelessness-Decisions,,6,Rejected not in priority need
E07000228,2011 Q2,Homelessness-Decisions,,5,Rejected intentionally homeless
E07000228,2015 Q1,Homelessness-Decisions,,22,All
E07000228,2012 Q4,Homelessness-Decisions,,10,Accepted Total
E07000228,2013 Q1,Homelessness-Decisions,,25,All
E07000228,2016 Q3,Homelessness-Decisions,,21,All
E07000228,2011 Q4,Homelessness-Decisions,,25,All
E07000228,2012 Q2,Homelessness-Decisions,,8,Accepted Total
E07000228,2014 Q4,Homelessness-Decisions,,23,All
E07000228,2015 Q2,Homelessness-Decisions,,15,All
E07000228,2016 Q4,Homelessness-Decisions,,27,All
E07000228,2014 Q4,Homelessness-Decisions,,10,Rejected intentionally homeless
E07000228,2013 Q2,Homelessness-Decisions,,10,Accepted Total
E07000228,2014 Q3,Homelessness-Decisions,,19,All
E07000228,2013 Q1,Homelessness-Decisions,,9,Accepted Total
E07000228,2017 Q4,Homelessness-Decisions,,9,Rejected not in priority need
E07000228,2012 Q1,Homelessness-Decisions,,33,All
E07000228,2012 Q1,Homelessness-Decisions,,7,Rejected intentionally homeless
E07000228,2017 Q4,Homelessness-Decisions,,8,Accepted Total
E07000228,2017 Q2,Homelessness-Decisions,,13,All
E07000228,2012 Q2,Homelessness-Decisions,,14,Rejected not homeless
E07000228,2015 Q4,Homelessness-Decisions,,22,All
E07000228,2017 Q3,Homelessness-Decisions,,9,Accepted Total
E07000228,2012 Q3,Homelessness-Decisions,,23,Accepted Total
E07000228,2017 Q3,Homelessness-Decisions,,23,All
E07000228,2011 Q4,Homelessness-Decisions,,11,Accepted Total
E07000228,2018 Q1,Homelessness-Decisions,,18,All
E07000228,2014 Q2,Homelessness-Decisions,,5,Accepted Total
E07000228,2011 Q2,Homelessness-Decisions,,34,All
E07000228,2016 Q1,Homelessness-Decisions,,18,All
E07000228,2016 Q2,Homelessness-Decisions,,16,All
E07000228,2015 Q4,Homelessness-Decisions,,5,Rejected intentionally homeless
E07000228,2016 Q1,Homelessness-Decisions,,5,Rejected intentionally homeless
E07000228,2014 Q2,Homelessness-Decisions,,5,Rejected not in priority need
E07000228,2013 Q2,Homelessness-Decisions,,9,Rejected not homeless
E07000228,2015 Q3,Homelessness-Decisions,,13,Accepted Total
E07000228,2014 Q3,Homelessness-Decisions,,12,Accepted Total
E07000228,2014 Q1,Homelessness-Decisions,,8,Accepted Total
E07000228,2011 Q2,Homelessness-Decisions,,5,Rejected not in priority need
E07000228,2014 Q2,Homelessness-Decisions,,5,Rejected not homeless
E07000063,2012 Q3,Homelessness-Decisions,,19,All
E07000063,2016 Q2,Homelessness-Decisions,,41,All
E07000063,2016 Q4,Homelessness-Decisions,,11,Rejected not homeless
E07000063,2015 Q3,Homelessness-Decisions,,12,Accepted Total
E07000063,2017 Q1,Homelessness-Decisions,,17,Accepted Total
E07000063,2015 Q1,Homelessness-Decisions,,6,Rejected not homeless
E07000063,2012 Q3,Homelessness-Decisions,,8,Rejected not homeless
E07000063,2012 Q4,Homelessness-Decisions,,13,Accepted Total
E07000063,2014 Q3,Homelessness-Decisions,,23,Accepted Total
E07000063,2011 Q3,Homelessness-Decisions,,19,Accepted Total
E07000063,2011 Q4,Homelessness-Decisions,,18,Accepted Total
E07000063,2017 Q2,Homelessness-Decisions,,15,Accepted Total
E07000063,2015 Q1,Homelessness-Decisions,,23,Accepted Total
E07000063,2015 Q3,Homelessness-Decisions,,24,All
E07000063,2017 Q1,Homelessness-Decisions,,32,All
E07000063,2011 Q2,Homelessness-Decisions,,31,Accepted Total
E07000063,2016 Q1,Homelessness-Decisions,,25,All
E07000063,2013 Q3,Homelessness-Decisions,,27,All
E07000063,2015 Q2,Homelessness-Decisions,,27,All
E07000063,2017 Q3,Homelessness-Decisions,,30,All
E07000063,2014 Q4,Homelessness-Decisions,,23,All
E07000063,2013 Q1,Homelessness-Decisions,,5,Rejected not in priority need
E07000063,2011 Q4,Homelessness-Decisions,,10,Rejected not homeless
E07000063,2012 Q1,Homelessness-Decisions,,43,All
E07000063,2014 Q3,Homelessness-Decisions,,8,Rejected not in priority need
E07000063,2012 Q1,Homelessness-Decisions,,34,Accepted Total
E07000063,2018 Q1,Homelessness-Decisions,,18,All
E07000063,2014 Q4,Homelessness-Decisions,,12,Accepted Total
E07000063,2014 Q2,Homelessness-Decisions,,6,Rejected not homeless
E07000063,2011 Q4,Homelessness-Decisions,,32,All
E07000063,2011 Q2,Homelessness-Decisions,,17,Rejected not homeless
E07000063,2013 Q2,Homelessness-Decisions,,5,Rejected not homeless
E07000063,2013 Q4,Homelessness-Decisions,,21,All
E07000063,2013 Q3,Homelessness-Decisions,,12,Accepted Total
E07000063,2014 Q3,Homelessness-Decisions,,7,Rejected intentionally homeless
E07000063,2013 Q1,Homelessness-Decisions,,31,All
E07000063,2013 Q2,Homelessness-Decisions,,11,Accepted Total
E07000063,2014 Q3,Homelessness-Decisions,,7,Rejected not homeless
E07000063,2016 Q2,Homelessness-Decisions,,6,Rejected not homeless
E07000063,2011 Q3,Homelessness-Decisions,,39,All
E07000063,2017 Q4,Homelessness-Decisions,,33,All
E07000063,2012 Q4,Homelessness-Decisions,,21,All
E07000063,2013 Q1,Homelessness-Decisions,,7,Rejected intentionally homeless
E07000063,2015 Q1,Homelessness-Decisions,,36,All
E07000063,2015 Q4,Homelessness-Decisions,,24,All
E07000063,2017 Q4,Homelessness-Decisions,,10,Rejected not homeless
E07000063,2013 Q1,Homelessness-Decisions,,13,Accepted Total
E07000063,2012 Q4,Homelessness-Decisions,,5,Rejected intentionally homeless
E07000063,2012 Q3,Homelessness-Decisions,,9,Accepted Total
E07000063,2016 Q4,Homelessness-Decisions,,36,All
E07000063,2017 Q3,Homelessness-Decisions,,21,Accepted Total
E07000063,2012 Q2,Homelessness-Decisions,,16,Accepted Total
E07000063,2017 Q1,Homelessness-Decisions,,9,Rejected not homeless
E07000063,2013 Q1,Homelessness-Decisions,,6,Rejected not homeless
E07000063,2015 Q4,Homelessness-Decisions,,5,Rejected not in priority need
E07000063,2014 Q3,Homelessness-Decisions,,45,All
E07000063,2011 Q2,Homelessness-Decisions,,58,All
E07000063,2017 Q4,Homelessness-Decisions,,17,Accepted Total
E07000063,2017 Q2,Homelessness-Decisions,,24,All
E07000063,2011 Q3,Homelessness-Decisions,,15,Rejected not homeless
E07000063,2014 Q1,Homelessness-Decisions,,7,Rejected not homeless
E07000063,2016 Q4,Homelessness-Decisions,,20,Accepted Total
E07000063,2016 Q1,Homelessness-Decisions,,15,Accepted Total
E07000063,2016 Q3,Homelessness-Decisions,,25,All
E07000063,2015 Q2,Homelessness-Decisions,,18,Accepted Total
E07000063,2014 Q2,Homelessness-Decisions,,31,All
E07000063,2012 Q2,Homelessness-Decisions,,39,All
E07000063,2016 Q2,Homelessness-Decisions,,31,Accepted Total
E07000063,2015 Q4,Homelessness-Decisions,,15,Accepted Total
E07000063,2018 Q1,Homelessness-Decisions,,13,Accepted Total
E07000063,2012 Q2,Homelessness-Decisions,,14,Rejected not homeless
E07000063,2013 Q4,Homelessness-Decisions,,6,Rejected not homeless
E07000063,2016 Q3,Homelessness-Decisions,,13,Accepted Total
E07000063,2014 Q1,Homelessness-Decisions,,26,All
E07000063,2014 Q2,Homelessness-Decisions,,20,Accepted Total
E07000063,2013 Q2,Homelessness-Decisions,,18,All
E07000063,2013 Q4,Homelessness-Decisions,,13,Accepted Total
E07000063,2014 Q1,Homelessness-Decisions,,14,Accepted Total
E07000063,2016 Q3,Homelessness-Decisions,,6,Rejected intentionally homeless
E07000229,2016 Q4,Homelessness-Decisions,,6,Rejected intentionally homeless
E07000229,2018 Q1,Homelessness-Decisions,,7,Accepted Total
E07000229,2015 Q3,Homelessness-Decisions,,8,Rejected not homeless
E07000229,2015 Q4,Homelessness-Decisions,,10,All
E07000229,2016 Q4,Homelessness-Decisions,,20,Accepted Total
E07000229,2016 Q4,Homelessness-Decisions,,13,Rejected not homeless
E07000229,2011 Q3,Homelessness-Decisions,,5,All
E07000229,2017 Q3,Homelessness-Decisions,,11,Rejected not homeless
E07000229,2017 Q4,Homelessness-Decisions,,9,Rejected not homeless
E07000229,2016 Q1,Homelessness-Decisions,,32,All
E07000229,2014 Q4,Homelessness-Decisions,,17,All
E07000229,2015 Q1,Homelessness-Decisions,,8,Rejected not homeless
E07000229,2016 Q3,Homelessness-Decisions,,29,Rejected not in priority need
E07000229,2017 Q4,Homelessness-Decisions,,11,Accepted Total
E07000229,2015 Q4,Homelessness-Decisions,,6,Rejected not homeless
E07000229,2016 Q3,Homelessness-Decisions,,79,All
E07000229,2017 Q2,Homelessness-Decisions,,10,Rejected not homeless
E07000229,2012 Q3,Homelessness-Decisions,,8,All
E07000229,2016 Q4,Homelessness-Decisions,,59,All
E07000229,2016 Q2,Homelessness-Decisions,,21,Accepted Total
E07000229,2017 Q1,Homelessness-Decisions,,20,Accepted Total
E07000229,2017 Q1,Homelessness-Decisions,,13,Rejected not homeless
E07000229,2011 Q4,Homelessness-Decisions,,6,All
E07000229,2012 Q1,Homelessness-Decisions,,5,Rejected not homeless
E07000229,2016 Q3,Homelessness-Decisions,,14,Rejected intentionally homeless
E07000229,2015 Q1,Homelessness-Decisions,,9,All
E07000229,2017 Q1,Homelessness-Decisions,,59,All
E07000229,2011 Q2,Homelessness-Decisions,,6,All
E07000229,2017 Q3,Homelessness-Decisions,,17,Accepted Total
E07000229,2015 Q2,Homelessness-Decisions,,11,All
E07000229,2012 Q2,Homelessness-Decisions,,7,All
E07000229,2013 Q3,Homelessness-Decisions,,5,All
E07000229,2017 Q3,Homelessness-Decisions,,37,All
E07000229,2017 Q2,Homelessness-Decisions,,27,All
