time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,Category,Referrals,Referrals_rate,Re_referrals,Re_referrals_percent,No_Further_Action,No_Further_Action_percent,Not_in_Need,Not_in_Need_percent,Referrals_child,Referrals_child_rate,Re_referrals_child,Re_referrals_child_percent
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Referrals and Re-referrals,1544,418.5,107,6.9,118,7.6,422,27.3,1544,418.5,107,6.9
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Referrals and Re-referrals,3560,589.4,751,21.1,890,25,576,16.2,3107,514.4,594,19.1
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Referrals and Re-referrals,2460,584.4,420,17.1,87,3.5,420,17.1,2259,536.6,371,16.4
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Referrals and Re-referrals,2283,796.1,564,24.7,972,42.6,0,0,1984,691.8,453,22.8
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Referrals and Re-referrals,3912,624.6,724,18.5,780,19.9,1183,30.2,3467,553.6,582,16.8
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Referrals and Re-referrals,3012,440,437,14.5,72,2.4,259,8.6,2777,405.7,394,14.2
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Referrals and Re-referrals,5551,641.2,1106,19.9,605,10.9,1321,23.8,5037,581.9,953,18.9
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Referrals and Re-referrals,3297,506.3,502,15.2,169,5.1,1504,45.6,3035,466.1,463,15.3
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Referrals and Re-referrals,5342,752.7,1096,20.5,251,4.7,428,8,4831,680.7,961,19.9
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Referrals and Re-referrals,4481,701.9,949,21.2,775,17.3,969,21.6,3943,617.6,804,20.4
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Referrals and Re-referrals,2403,506.5,401,16.7,539,22.4,95,4,2152,453.6,346,16.1
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Referrals and Re-referrals,3730,588.3,532,14.3,130,3.5,541,14.5,3458,545.4,465,13.4
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Referrals and Re-referrals,3436,370.7,654,19,93,2.7,676,19.7,3106,335.1,571,18.4
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Referrals and Re-referrals,2803,493,611,21.8,74,2.6,1132,40.4,2533,445.5,543,21.4
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Referrals and Re-referrals,3908,501.7,575,14.7,417,10.7,561,14.4,3709,476.2,531,14.3
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Referrals and Re-referrals,3422,455.9,493,14.4,98,2.9,1175,34.3,3134,417.6,446,14.2
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Referrals and Re-referrals,6166,651.1,1194,19.4,143,2.3,631,10.2,5641,595.7,1015,18
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Referrals and Re-referrals,4230,517.5,1067,25.2,863,20.4,544,12.9,3472,424.8,969,27.9
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Referrals and Re-referrals,7704,911.7,1811,23.5,1796,23.3,1468,19.1,6516,771.2,1498,23
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Referrals and Re-referrals,3343,485.1,522,15.6,85,2.5,1396,41.8,3134,454.7,465,14.8
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Referrals and Re-referrals,2518,431.4,328,13,96,3.8,493,19.6,2341,401,291,12.4
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Referrals and Re-referrals,2759,479.5,470,17,265,9.6,746,27,2563,445.4,430,16.8
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Referrals and Re-referrals,4968,677.1,1262,25.4,0,0,2392,48.1,4332,590.4,1023,23.6
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Referrals and Re-referrals,3243,499.7,584,18,131,4,248,7.6,2931,451.6,534,18.2
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Referrals and Re-referrals,1227,314.8,140,11.4,0,0,437,35.6,1150,295,135,11.7
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Referrals and Re-referrals,2200,465.5,402,18.3,226,10.3,933,42.4,2023,428,352,17.4
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Referrals and Re-referrals,4564,599.3,793,17.4,88,1.9,655,14.4,4123,541.4,689,16.7
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Referrals and Re-referrals,1032,226.7,103,10,9,0.9,211,20.4,983,215.9,97,9.9
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Referrals and Re-referrals,2413,503.3,547,22.7,409,16.9,893,37,2082,434.3,440,21.1
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Referrals and Re-referrals,3537,527.8,517,14.6,0,0,1261,35.7,3290,490.9,473,14.4
2018,Reporting year,National,E92000001,England,,,,,,Referrals and Re-referrals,655630,552.5,143810,21.9,61690,9.4,186560,28.5,581280,489.8,120190,20.7
2018,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Referrals and Re-referrals,31740,601.7,5790,18.2,1250,3.9,6700,21.1,29150,552.6,5160,17.7
2018,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Referrals and Re-referrals,92360,598.5,20580,22.3,5690,6.2,30150,32.6,81830,530.2,17320,21.2
2018,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Referrals and Re-referrals,72010,621.6,16470,22.9,8660,12,19290,26.8,63210,545.6,13660,21.6
2018,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Referrals and Re-referrals,55770,564.1,13320,23.9,9680,17.3,19730,35.4,48960,495.1,11060,22.6
2018,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Referrals and Re-referrals,83290,649.3,20690,24.8,11190,13.4,24510,29.4,72380,564.1,16660,23
2018,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Referrals and Re-referrals,47940,361.9,8640,18,1630,3.4,16130,33.6,43830,330.9,7520,17.2
2018,Reporting year,Regional,E92000001,England,E12000007,London,,,,Referrals and Re-referrals,109190,545.6,18230,16.7,9660,8.8,23420,21.4,99650,497.9,15920,16
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Referrals and Re-referrals,106590,548.4,26840,25.2,8850,8.3,30680,28.8,92520,476,21820,23.6
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Referrals and Re-referrals,56730,517.4,13250,23.4,5100,9,15950,28.1,49780,454,11090,22.3
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Referrals and Re-referrals,44350,601.3,7180,16.2,4890,11,6700,15.1,40480,548.9,6280,15.5
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Referrals and Re-referrals,64840,513.1,11050,17,4760,7.3,16720,25.8,59160,468.1,9640,16.3
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Referrals and Re-referrals,1107,492.5,285,25.7,76,6.9,414,37.4,999,444.5,243,24.3
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Referrals and Re-referrals,5588,555.8,939,16.8,587,10.5,988,17.7,5165,513.7,843,16.3
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Referrals and Re-referrals,1909,479.9,294,15.4,126,6.6,753,39.4,1797,451.7,283,15.7
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Referrals and Re-referrals,1230,613.5,192,15.6,c,c,215,17.5,1170,583.5,175,15
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Referrals and Re-referrals,2786,860,552,19.8,204,7.3,1001,35.9,2507,773.9,472,18.8
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Referrals and Re-referrals,3357,583.4,514,15.3,0,0,806,24,3132,544.3,489,15.6
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Referrals and Re-referrals,1460,357.2,238,16.3,0,0,106,7.3,1348,329.8,220,16.3
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Referrals and Re-referrals,3584,608.2,619,17.3,79,2.2,1087,30.3,3267,554.4,547,16.7
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Referrals and Re-referrals,1350,490.6,173,12.8,8,0.6,225,16.7,1281,465.5,163,12.7
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Referrals and Re-referrals,2161,729.8,478,22.1,41,1.9,369,17.1,1908,644.4,408,21.4
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Referrals and Re-referrals,2538,586.8,513,20.2,102,4,85,3.3,2300,531.8,456,19.8
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Referrals and Re-referrals,4665,856.8,994,21.3,21,0.5,654,14,4272,784.7,858,20.1
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Referrals and Re-referrals,2322,600.7,419,18,16,0.7,549,23.6,2138,553.1,372,17.4
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Referrals and Re-referrals,2760,959.7,664,24.1,0,0,856,31,2428,844.2,575,23.7
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Referrals and Re-referrals,4060,602.1,829,20.4,684,16.8,1206,29.7,3620,536.8,690,19.1
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Referrals and Re-referrals,2356,546.5,599,25.4,177,7.5,495,21,2006,465.3,478,23.8
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Referrals and Re-referrals,2957,389.9,660,22.3,132,4.5,934,31.6,2642,348.4,549,20.8
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Referrals and Re-referrals,2887,429.1,549,19,189,6.5,848,29.4,2637,391.9,478,18.1
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Referrals and Re-referrals,4633,500.2,960,20.7,268,5.8,1567,33.8,4123,445.1,794,19.3
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Referrals and Re-referrals,1194,420.3,93,7.8,0,0,217,18.2,1158,407.6,87,7.5
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Referrals and Re-referrals,1542,468.3,323,20.9,27,1.8,510,33.1,1419,430.9,270,19
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Referrals and Re-referrals,11398,459.9,2250,19.7,29,0.3,3856,33.8,10242,413.2,1989,19.4
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Referrals and Re-referrals,6740,720.4,1865,27.7,291,4.3,1941,28.8,5828,622.9,1528,26.2
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Referrals and Re-referrals,13228,1091.6,3382,25.6,1204,9.1,6234,47.1,11436,943.7,2718,23.8
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Referrals and Re-referrals,5323,901.1,1145,21.5,819,15.4,1819,34.2,4623,782.6,943,20.4
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Referrals and Re-referrals,2794,536,471,16.9,80,2.9,948,33.9,2548,488.8,415,16.3
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Referrals and Re-referrals,4751,853.6,1170,24.6,1062,22.4,1549,32.6,4122,740.6,959,23.3
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Referrals and Re-referrals,2589,483.8,443,17.1,14,0.5,768,29.7,2406,449.6,392,16.3
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Referrals and Re-referrals,1855,506.2,343,18.5,66,3.6,646,34.8,1689,460.9,308,18.2
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Referrals and Re-referrals,3457,549.5,727,21,113,3.3,1201,34.7,3096,492.1,633,20.4
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Referrals and Re-referrals,4484,903.2,1258,28.1,0,0,2163,48.2,3850,775.5,1062,27.6
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Referrals and Re-referrals,2209,397,572,25.9,178,8.1,362,16.4,1836,330,456,24.8
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Referrals and Re-referrals,1310,293.4,227,17.3,118,9,376,28.7,1237,277.1,213,17.2
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Referrals and Re-referrals,4266,626.7,1022,24,154,3.6,374,8.8,3781,555.4,866,22.9
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Referrals and Re-referrals,3248,479.7,605,18.6,70,2.2,731,22.5,2962,437.5,540,18.2
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,E08000016,Barnsley,Referrals and Re-referrals,2466,491.4,415,16.8,33,1.3,643,26.1,2274,453.1,364,16
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,E08000032,Bradford,Referrals and Re-referrals,7599,536.6,1443,19,419,5.5,1626,21.4,6753,476.9,1248,18.5
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Referrals and Re-referrals,2581,559,587,22.7,c,c,24,0.9,2264,490.4,470,20.8
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Referrals and Re-referrals,5681,862.5,1451,25.5,43,0.8,2316,40.8,4948,751.2,1217,24.6
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Referrals and Re-referrals,2739,437.3,503,18.4,0,0,118,4.3,2494,398.2,444,17.8
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston upon Hull City of,Referrals and Re-referrals,5201,921.3,1064,20.5,221,4.2,1185,22.8,4668,826.9,912,19.5
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Referrals and Re-referrals,4636,464.5,1115,24.1,917,19.8,1382,29.8,4182,419,979,23.4
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Referrals and Re-referrals,11679,702.4,2903,24.9,1599,13.7,5288,45.3,10198,613.3,2382,23.4
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Referrals and Re-referrals,2080,604.8,298,14.3,0,0,35,1.7,1915,556.8,273,14.3
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Referrals and Re-referrals,1563,438.1,287,18.4,67,4.3,587,37.6,1451,406.7,260,17.9
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Referrals and Re-referrals,4504,383,692,15.4,6,0.1,1343,29.8,4126,350.9,603,14.6
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Referrals and Re-referrals,4493,789,1030,22.9,59,1.3,1655,36.8,4016,705.2,896,22.3
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Referrals and Re-referrals,11206,960.2,3512,31.3,4766,42.5,2505,22.4,8894,762.1,2613,29.4
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Referrals and Re-referrals,4500,628.1,968,21.5,453,10.1,577,12.8,4038,563.7,815,20.2
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Referrals and Re-referrals,1085,297.1,201,18.5,69,6.4,c,c,986,270,186,18.9
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Referrals and Re-referrals,3824,640.9,728,19,263,6.9,1242,32.5,3501,586.7,677,19.3
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Referrals and Re-referrals,7368,481.3,1378,18.7,501,6.8,3244,44,6704,437.9,1229,18.3
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Referrals and Re-referrals,3585,427.9,585,16.3,231,6.4,1191,33.2,3286,392.2,525,16
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Referrals and Re-referrals,7555,545.8,2261,29.9,2044,27.1,2231,29.5,6269,452.9,1804,28.8
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Referrals and Re-referrals,7377,510,1591,21.6,746,10.1,3013,40.8,6547,452.6,1352,20.7
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Referrals and Re-referrals,11216,667.8,3382,30.2,5740,51.2,1211,10.8,9370,557.9,2557,27.3
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Referrals and Re-referrals,4738,697.4,1098,23.2,148,3.1,1583,33.4,4284,630.6,954,22.3
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Referrals and Re-referrals,9801,592.3,2237,22.8,0,0,5901,60.2,8706,526.1,1907,21.9
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Referrals and Re-referrals,308,396.7,64,20.8,c,c,112,36.4,289,372.2,56,19.4
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Referrals and Re-referrals,17418,604.6,4190,24.1,633,3.6,6054,34.8,15183,527,3434,22.6
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Referrals and Re-referrals,5923,763.4,1238,20.9,18,0.3,1591,26.9,5221,672.9,1060,20.3
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Referrals and Re-referrals,4098,595.5,1010,24.6,171,4.2,1185,28.9,3601,523.3,853,23.7
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Referrals and Re-referrals,3414,950.1,727,21.3,1909,55.9,518,15.2,2929,815.1,462,15.8
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Referrals and Re-referrals,6290,775.8,1278,20.3,43,0.7,1777,28.3,5584,688.7,1092,19.6
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Referrals and Re-referrals,1447,242.4,173,12,29,2,556,38.4,1342,224.8,167,12.4
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Referrals and Re-referrals,3020,646.5,712,23.6,768,25.4,415,13.7,2661,569.6,597,22.4
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Referrals and Re-referrals,8891,526.3,1739,19.6,750,8.4,3464,39,8004,473.8,1494,18.7
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Referrals and Re-referrals,4668,815.1,1086,23.3,19,0.4,1925,41.2,4125,720.3,920,22.3
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Referrals and Re-referrals,1997,497.5,423,21.2,8,0.4,458,22.9,1813,451.7,355,19.6
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Referrals and Re-referrals,5228,777.8,1426,27.3,480,9.2,2255,43.1,4475,665.8,1127,25.2
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Referrals and Re-referrals,11071,967.6,4273,38.6,6003,54.2,2066,18.7,8626,753.9,3014,34.9
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Referrals and Re-referrals,5368,893.3,1331,24.8,314,5.8,486,9.1,4851,807.3,1144,23.6
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Referrals and Re-referrals,4461,381.5,1081,24.2,44,1,1760,39.5,3960,338.6,936,23.6
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Referrals and Re-referrals,1561,398,191,12.2,0,0,413,26.5,1475,376,176,11.9
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Referrals and Re-referrals,4453,331,731,16.4,194,4.4,809,18.2,4127,306.8,637,15.4
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Referrals and Re-referrals,1822,296.5,276,15.1,10,0.5,734,40.3,1699,276.5,249,14.7
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Referrals and Re-referrals,9127,296.3,1519,16.6,642,7,3456,37.9,8387,272.3,1324,15.8
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Referrals and Re-referrals,6000,222.8,817,13.6,0,0,2548,42.5,5612,208.4,751,13.4
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Referrals and Re-referrals,3223,565,702,21.8,40,1.2,1527,47.4,2917,511.4,609,20.9
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Referrals and Re-referrals,8480,498.8,1700,20,279,3.3,2364,27.9,7776,457.3,1495,19.2
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Referrals and Re-referrals,2618,523.5,494,18.9,181,6.9,0,0,2358,471.5,415,17.6
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Referrals and Re-referrals,2325,594.4,552,23.7,128,5.5,926,39.8,2020,516.4,482,23.9
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Referrals and Re-referrals,6202,405.6,1442,23.3,78,1.3,2631,42.4,5447,356.2,1173,21.5
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Referrals and Re-referrals,2126,496.5,213,10,75,3.5,718,33.8,2007,468.7,207,10.3
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Referrals and Re-referrals,1819,648,428,23.5,131,7.2,497,27.3,1576,561.4,346,22
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Referrals and Re-referrals,3344,655.9,947,28.3,305,9.1,812,24.3,2833,555.7,749,26.4
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Referrals and Re-referrals,10337,839.9,3217,31.1,2677,25.9,2811,27.2,8478,688.8,2389,28.2
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Referrals and Re-referrals,4367,411.8,772,17.7,81,1.9,1216,27.8,3899,367.7,653,16.7
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Referrals and Re-referrals,16115,568.8,4772,29.6,2643,16.4,5504,34.2,13644,481.6,3752,27.5
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Referrals and Re-referrals,2212,882.9,679,30.7,429,19.4,692,31.3,1841,734.8,514,27.9
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Referrals and Re-referrals,19373,576.4,4472,23.1,148,0.8,7328,37.8,17087,508.4,3790,22.2
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Referrals and Re-referrals,2612,408.5,444,17,195,7.5,911,34.9,2413,377.4,411,17
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Referrals and Re-referrals,2359,348.7,485,20.6,433,18.4,472,20,2124,314,422,19.9
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Referrals and Re-referrals,6814,475,1268,18.6,1401,20.6,1812,26.6,6326,441,1157,18.3
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Referrals and Re-referrals,2845,643.8,647,22.7,53,1.9,381,13.4,2516,569.3,546,21.7
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Referrals and Re-referrals,2628,708.5,588,22.4,31,1.2,1352,51.4,2361,636.5,508,21.5
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Referrals and Re-referrals,1591,377.2,390,24.5,12,0.8,274,17.2,1448,343.3,342,23.6
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Referrals and Re-referrals,2613,519.4,530,20.3,12,0.5,78,3,2312,459.6,452,19.6
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Referrals and Re-referrals,13626,523.5,3724,27.3,97,0.7,1561,11.5,11618,446.3,2965,25.5
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Referrals and Re-referrals,1512,422.5,407,26.9,0,0,491,32.5,1313,366.9,329,25.1
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Referrals and Re-referrals,9995,576.8,2679,26.8,0,0,3704,37.1,8487,489.8,2136,25.2
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Referrals and Re-referrals,1061,308.9,166,15.6,151,14.2,325,30.6,995,289.6,153,15.4
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Referrals and Re-referrals,1371,354.2,227,16.6,49,3.6,463,33.8,1252,323.5,202,16.1
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Referrals and Re-referrals,1264,355.5,200,15.8,32,2.5,352,27.8,1169,328.8,186,15.9
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Referrals and Re-referrals,1625,451.6,392,24.1,164,10.1,643,39.6,1431,397.7,311,21.7
