time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,population_count,population_estimate,number,rate_per_10000
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,Children ceasing to be looked after each year,65441,135,21
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,Children looked after at 31 March each year,65441,440,67
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,Children starting to be looked after each year,65441,149,23
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,Children ceasing to be looked after each year,28834,37,13
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,Children looked after at 31 March each year,28834,146,51
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,Children starting to be looked after each year,28834,41,14
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,Children ceasing to be looked after each year,35548,58,16
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,Children looked after at 31 March each year,35548,146,41
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,Children starting to be looked after each year,35548,48,14
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,Children ceasing to be looked after each year,37254,101,27
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,Children looked after at 31 March each year,37254,270,72
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,Children starting to be looked after each year,37254,94,25
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,Children ceasing to be looked after each year,43653,103,24
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,Children looked after at 31 March each year,43653,223,51
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,Children starting to be looked after each year,43653,129,30
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,Children ceasing to be looked after each year,34677,39,11
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,Children looked after at 31 March each year,34677,130,37
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,Children starting to be looked after each year,34677,51,15
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,Children ceasing to be looked after each year,41273,49,12
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,Children looked after at 31 March each year,41273,101,24
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,Children starting to be looked after each year,41273,51,12
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,Children ceasing to be looked after each year,69308,168,24
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,Children looked after at 31 March each year,69308,395,57
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,Children starting to be looked after each year,69308,161,23
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,Children ceasing to be looked after each year,50332,153,30
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,Children looked after at 31 March each year,50332,373,74
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,Children starting to be looked after each year,50332,151,30
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,Children ceasing to be looked after each year,43756,216,49
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,Children looked after at 31 March each year,43756,378,86
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,Children starting to be looked after each year,43756,126,29
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,Children ceasing to be looked after each year,51806,183,35
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,Children looked after at 31 March each year,51806,497,96
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,Children starting to be looked after each year,51806,192,37
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,Children ceasing to be looked after each year,24673,65,26
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,Children looked after at 31 March each year,24673,270,109
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,Children starting to be looked after each year,24673,71,29
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,Children ceasing to be looked after each year,126804,184,15
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,Children looked after at 31 March each year,126804,510,40
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,Children starting to be looked after each year,126804,205,16
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,Children ceasing to be looked after each year,106575,176,17
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,Children looked after at 31 March each year,106575,611,57
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,Children starting to be looked after each year,106575,203,19
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,Children ceasing to be looked after each year,285612,573,20
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,Children looked after at 31 March each year,285612,1661,58
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,Children starting to be looked after each year,285612,614,21
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,Children ceasing to be looked after each year,346571,1137,33
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,Children looked after at 31 March each year,346571,1662,48
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,Children starting to be looked after each year,346571,976,28
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,Children ceasing to be looked after each year,148097,278,19
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,Children looked after at 31 March each year,148097,784,53
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,Children starting to be looked after each year,148097,288,19
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,Children ceasing to be looked after each year,265033,409,15
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,Children looked after at 31 March each year,265033,996,38
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,Children starting to be looked after each year,265033,419,16
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,Children ceasing to be looked after each year,177363,386,22
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,Children looked after at 31 March each year,177363,891,50
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,Children starting to be looked after each year,177363,455,26
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,Children ceasing to be looked after each year,36675,54,15
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,Children looked after at 31 March each year,36675,180,49
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,Children starting to be looked after each year,36675,52,14
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Children ceasing to be looked after each year,94407,183,19
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Children looked after at 31 March each year,94407,637,67
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Children starting to be looked after each year,94407,193,20
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Children ceasing to be looked after each year,43820,81,18
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Children looked after at 31 March each year,43820,213,49
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Children starting to be looked after each year,43820,63,14
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Children ceasing to be looked after each year,59927,98,16
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Children looked after at 31 March each year,59927,222,37
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Children starting to be looked after each year,59927,106,18
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Children ceasing to be looked after each year,53291,140,26
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Children looked after at 31 March each year,53291,485,91
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Children starting to be looked after each year,53291,185,35
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Children ceasing to be looked after each year,25484,111,44
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Children looked after at 31 March each year,25484,320,126
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Children starting to be looked after each year,25484,73,29
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Children ceasing to be looked after each year,z,z,z
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Children looked after at 31 March each year,z,z,z
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Children starting to be looked after each year,z,z,z
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Children ceasing to be looked after each year,z,z,z
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Children looked after at 31 March each year,z,z,z
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Children starting to be looked after each year,z,z,z
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Children ceasing to be looked after each year,50752,114,22
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Children looked after at 31 March each year,50752,304,60
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Children starting to be looked after each year,50752,113,22
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,Children ceasing to be looked after each year,108954,217,20
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,Children looked after at 31 March each year,108954,496,46
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,Children starting to be looked after each year,108954,234,21
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,Children ceasing to be looked after each year,339,c,c
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,Children looked after at 31 March each year,339,0,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,Children starting to be looked after each year,339,0,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,Children ceasing to be looked after each year,106274,174,16
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,Children looked after at 31 March each year,106274,417,39
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,Children starting to be looked after each year,106274,131,12
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,Children ceasing to be looked after each year,76352,253,33
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,Children looked after at 31 March each year,76352,430,56
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,Children starting to be looked after each year,76352,175,23
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,Children ceasing to be looked after each year,67698,156,23
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,Children looked after at 31 March each year,67698,449,66
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,Children starting to be looked after each year,67698,127,19
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,Children ceasing to be looked after each year,148076,308,21
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,Children looked after at 31 March each year,148076,812,55
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,Children starting to be looked after each year,148076,359,24
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,Children ceasing to be looked after each year,z,z,z
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,Children looked after at 31 March each year,z,z,z
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,Children starting to be looked after each year,z,z,z
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,Children ceasing to be looked after each year,129562,290,22
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,Children looked after at 31 March each year,129562,784,61
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,Children starting to be looked after each year,129562,333,26
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,Children ceasing to be looked after each year,111293,203,18
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,Children looked after at 31 March each year,111293,517,46
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,Children starting to be looked after each year,111293,189,17
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,Children ceasing to be looked after each year,1825,21,115
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,Children looked after at 31 March each year,1825,20,110
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,Children starting to be looked after each year,1825,17,93
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,Children ceasing to be looked after each year,54100,110,20
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,Children looked after at 31 March each year,54100,187,35
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,Children starting to be looked after each year,54100,106,20
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,Children ceasing to be looked after each year,63828,186,29
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,Children looked after at 31 March each year,63828,431,68
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,Children starting to be looked after each year,63828,185,29
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,Children ceasing to be looked after each year,37111,126,34
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,Children looked after at 31 March each year,37111,246,66
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,Children starting to be looked after each year,37111,113,30
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,Children ceasing to be looked after each year,59458,153,26
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,Children looked after at 31 March each year,59458,391,66
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,Children starting to be looked after each year,59458,142,24
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,Children ceasing to be looked after each year,43232,166,38
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,Children looked after at 31 March each year,43232,342,79
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,Children starting to be looked after each year,43232,139,32
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,Children ceasing to be looked after each year,29106,75,26
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,Children looked after at 31 March each year,29106,106,36
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,Children starting to be looked after each year,29106,73,25
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,Children ceasing to be looked after each year,61639,180,29
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,Children looked after at 31 March each year,61639,371,60
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,Children starting to be looked after each year,61639,188,31
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,Children ceasing to be looked after each year,68276,173,25
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,Children looked after at 31 March each year,68276,471,69
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,Children starting to be looked after each year,68276,167,24
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,Children ceasing to be looked after each year,86514,217,25
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,Children looked after at 31 March each year,86514,383,44
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,Children starting to be looked after each year,86514,184,21
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,Children ceasing to be looked after each year,65906,178,27
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,Children looked after at 31 March each year,65906,449,68
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,Children starting to be looked after each year,65906,166,25
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,Children ceasing to be looked after each year,74049,131,18
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,Children looked after at 31 March each year,74049,306,41
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,Children starting to be looked after each year,74049,131,18
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,Children ceasing to be looked after each year,64986,141,22
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,Children looked after at 31 March each year,64986,252,39
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,Children starting to be looked after each year,64986,114,18
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,Children ceasing to be looked after each year,50701,145,29
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,Children looked after at 31 March each year,50701,166,33
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,Children starting to be looked after each year,50701,90,18
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,Children ceasing to be looked after each year,64092,198,31
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,Children looked after at 31 March each year,64092,391,61
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,Children starting to be looked after each year,64092,185,29
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,Children ceasing to be looked after each year,94689,143,15
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,Children looked after at 31 March each year,94689,329,35
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,Children starting to be looked after each year,94689,140,15
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,Children ceasing to be looked after each year,57424,98,17
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,Children looked after at 31 March each year,57424,234,41
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,Children starting to be looked after each year,57424,111,19
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,Children ceasing to be looked after each year,77881,180,23
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,Children looked after at 31 March each year,77881,288,37
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,Children starting to be looked after each year,77881,168,22
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,Children ceasing to be looked after each year,75463,129,17
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,Children looked after at 31 March each year,75463,341,45
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,Children starting to be looked after each year,75463,136,18
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,Children ceasing to be looked after each year,95309,305,32
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,Children looked after at 31 March each year,95309,683,72
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,Children starting to be looked after each year,95309,195,20
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,Children ceasing to be looked after each year,82206,174,21
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,Children looked after at 31 March each year,82206,307,37
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,Children starting to be looked after each year,82206,144,18
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,Children ceasing to be looked after each year,84386,181,21
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,Children looked after at 31 March each year,84386,377,45
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,Children starting to be looked after each year,84386,184,22
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,Children ceasing to be looked after each year,69494,169,24
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,Children looked after at 31 March each year,69494,418,60
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,Children starting to be looked after each year,69494,121,17
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,Children ceasing to be looked after each year,59971,118,20
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,Children looked after at 31 March each year,59971,182,30
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,Children starting to be looked after each year,59971,113,19
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,Children ceasing to be looked after each year,59020,110,19
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,Children looked after at 31 March each year,59020,206,35
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,Children starting to be looked after each year,59020,79,13
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,Children ceasing to be looked after each year,74645,182,24
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,Children looked after at 31 March each year,74645,339,45
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,Children starting to be looked after each year,74645,181,24
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,Children ceasing to be looked after each year,65773,144,22
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,Children looked after at 31 March each year,65773,255,39
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,Children starting to be looked after each year,65773,128,19
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,Children ceasing to be looked after each year,40046,63,16
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,Children looked after at 31 March each year,40046,131,33
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,Children starting to be looked after each year,40046,68,17
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,Children ceasing to be looked after each year,47740,66,14
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,Children looked after at 31 March each year,47740,142,30
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,Children starting to be looked after each year,47740,53,11
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,Children ceasing to be looked after each year,76447,123,16
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,Children looked after at 31 March each year,76447,238,31
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,Children starting to be looked after each year,76447,122,16
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,Children ceasing to be looked after each year,45790,53,12
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,Children looked after at 31 March each year,45790,131,29
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,Children starting to be looked after each year,45790,62,14
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,Children ceasing to be looked after each year,49350,99,20
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,Children looked after at 31 March each year,49350,239,48
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,Children starting to be looked after each year,49350,104,21
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,Children ceasing to be looked after each year,67138,133,20
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,Children looked after at 31 March each year,67138,317,47
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,Children starting to be looked after each year,67138,138,21
2020,Reporting year,National,E92000001,England,,,,,,Children ceasing to be looked after each year,12023570,29710,25
2020,Reporting year,National,E92000001,England,,,,,,Children looked after at 31 March each year,12023570,80000,67
2020,Reporting year,National,E92000001,England,,,,,,Children starting to be looked after each year,12023570,31010,26
2020,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children ceasing to be looked after each year,532060,2090,39
2020,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children looked after at 31 March each year,532060,5720,107
2020,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children starting to be looked after each year,532060,2420,46
2020,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Children ceasing to be looked after each year,1563460,4590,29
2020,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Children looked after at 31 March each year,1563460,15130,97
2020,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Children starting to be looked after each year,1563460,4980,32
2020,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Children ceasing to be looked after each year,1169940,3000,26
2020,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Children looked after at 31 March each year,1169940,8970,77
