time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,number,percentage
2018,Reporting year,National,E92000001,England,Placement group,1. Total foster placements,22830,71
2018,Reporting year,National,E92000001,England,Placement group,1a. Total foster placements inside council boundary,15040,47
2018,Reporting year,National,E92000001,England,Placement group,1a.1 Total foster placements inside council boundary with relative or friend,3980,12
2018,Reporting year,National,E92000001,England,Placement group,1a.1i With relative or friend who is also approved adopter (FFA) or concurrent planning,30,~
2018,Reporting year,National,E92000001,England,Placement group,1a.1ii With relative or friend not FFA/concurrent planning,3950,12
2018,Reporting year,National,E92000001,England,Placement group,1a.2 Total foster placements inside council boundary with other foster carer,11060,34
2018,Reporting year,National,E92000001,England,Placement group,1a.2i With other carer who is approved adopter (FFA) or concurrent planning,110,~
2018,Reporting year,National,E92000001,England,Placement group,1a.2ii With other foster carer not FFA/concurrent planning,10950,34
2018,Reporting year,National,E92000001,England,Placement group,1b. Total foster placements outside council boundary,7800,24
2018,Reporting year,National,E92000001,England,Placement group,1b.1 Total foster placements outside council boundary with relative or friend,1310,4
2018,Reporting year,National,E92000001,England,Placement group,1b.1i With relative or friend who is approved adopter (FFA) or concurrent planning,10,~
2018,Reporting year,National,E92000001,England,Placement group,1b.1ii With relative or friend not FFA/concurrent planning,1300,4
2018,Reporting year,National,E92000001,England,Placement group,1b.2 Total foster placements outside council boundary with other foster carer,6490,20
2018,Reporting year,National,E92000001,England,Placement group,1b.2i With other foster carer who is also approved adopter (FFA) or concurrent planning,100,~
2018,Reporting year,National,E92000001,England,Placement group,1b.2ii With other foster carer not FFA/concurrent planning,6390,20
2018,Reporting year,National,E92000001,England,Placement group,2. Total placed for adoption,c,c
2018,Reporting year,National,E92000001,England,Placement group,2a. Placed for adoption with consent with current foster carer,c,c
2018,Reporting year,National,E92000001,England,Placement group,2b. Placed for adoption with placement order with current foster carer,0,0
2018,Reporting year,National,E92000001,England,Placement group,2c. Placed for adoption with consent not with current foster carer,c,c
2018,Reporting year,National,E92000001,England,Placement group,2d. Placed for adoption with placement order not with current foster carer,c,c
2018,Reporting year,National,E92000001,England,Placement group,3. Total placed with parents or other person with parental responsibility,2070,6
2018,Reporting year,National,E92000001,England,Placement group,4. Total other placements in the community,1670,5
2018,Reporting year,National,E92000001,England,Placement group,4a. Living independently,1670,5
2018,Reporting year,National,E92000001,England,Placement group,4b. Residential employment,c,c
2018,Reporting year,National,E92000001,England,Placement group,"5. Total secure units, children's homes and semi-independent living accommodation",3020,9
2018,Reporting year,National,E92000001,England,Placement group,5a. Secure unit placement inside the council boundary,20,~
2018,Reporting year,National,E92000001,England,Placement group,5b. Secure unit placement outside the council boundary,60,~
2018,Reporting year,National,E92000001,England,Placement group,5c. Total children's homes subject to children's homes regulations,1460,5
2018,Reporting year,National,E92000001,England,Placement group,5c.1 Children's home placement inside the council boundary,680,2
2018,Reporting year,National,E92000001,England,Placement group,5c.2 Children's home placement outside the council boundary,770,2
2018,Reporting year,National,E92000001,England,Placement group,5d. Semi-independent living accommodation not subject to children's homes regulations,1490,5
2018,Reporting year,National,E92000001,England,Placement group,6. Total other residential settings,2120,7
2018,Reporting year,National,E92000001,England,Placement group,6a. Residential care homes,160,1
2018,Reporting year,National,E92000001,England,Placement group,6b. NHS trust providing medical or nursing care,990,3
2018,Reporting year,National,E92000001,England,Placement group,6c. Family centre or mother and baby unit,310,1
2018,Reporting year,National,E92000001,England,Placement group,6d. Young offenders institution or prison,650,2
2018,Reporting year,National,E92000001,England,Placement group,7. Total residential schools,50,~
2018,Reporting year,National,E92000001,England,Placement group,8. Total other placements,430,1
2018,Reporting year,National,E92000001,England,Placement group,Total children,32190,100
2018,Reporting year,National,E92000001,England,Previous permanence arrangement,Adoption,180,1
2018,Reporting year,National,E92000001,England,Previous permanence arrangement,No previous permanence option,27760,86
2018,Reporting year,National,E92000001,England,Previous permanence arrangement,Residence or child arrangement order,110,~
2018,Reporting year,National,E92000001,England,Previous permanence arrangement,Special guardianship order,270,1
2018,Reporting year,National,E92000001,England,Previous permanence arrangement,Total children,32190,100
2018,Reporting year,National,E92000001,England,Previous permanence arrangement,Unknown,3870,12
