time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,in_touch,number,percentage
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,19 to 21 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,17 to 18 years,Local authority in touch with care leaver,37,93
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,17 to 18 years,Total,40,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,19 to 21 years,Local authority in touch with care leaver,147,98
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,19 to 21 years,Total,150,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,19 to 21 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,17 to 18 years,Local authority in touch with care leaver,78,99
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,17 to 18 years,Total,79,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,19 to 21 years,Local authority in touch with care leaver,188,97
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,19 to 21 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,19 to 21 years,Total,193,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,17 to 18 years,Local authority in touch with care leaver,68,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,17 to 18 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,17 to 18 years,Total,68,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,19 to 21 years,Local authority in touch with care leaver,145,97
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,19 to 21 years,Total,149,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,19 to 21 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,17 to 18 years,Local authority in touch with care leaver,219,99
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,17 to 18 years,Total,222,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,19 to 21 years,Local authority in touch with care leaver,580,97
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,19 to 21 years,Local authority not in touch with care leaver,12,2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,19 to 21 years,Total,597,100
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,17 to 18 years,Local authority in touch with care leaver,73,95
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,17 to 18 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,17 to 18 years,Total,77,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,19 to 21 years,Local authority in touch with care leaver,188,93
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,19 to 21 years,Total,203,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,19 to 21 years,Young person no longer requires services,14,7
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,17 to 18 years,Local authority in touch with care leaver,45,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,17 to 18 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,17 to 18 years,Total,45,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,19 to 21 years,Local authority in touch with care leaver,117,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,19 to 21 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,19 to 21 years,Total,117,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,19 to 21 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,19 to 21 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,17 to 18 years,Local authority in touch with care leaver,43,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,17 to 18 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,17 to 18 years,Total,43,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,19 to 21 years,Local authority in touch with care leaver,70,88
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,19 to 21 years,Local authority not in touch with care leaver,10,13
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,19 to 21 years,Total,80,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,19 to 21 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,19 to 21 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,17 to 18 years,Local authority in touch with care leaver,37,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,17 to 18 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,17 to 18 years,Total,37,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,19 to 21 years,Local authority in touch with care leaver,66,89
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,19 to 21 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,19 to 21 years,Total,74,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,19 to 21 years,Young person no longer requires services,8,11
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,19 to 21 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,17 to 18 years,Local authority in touch with care leaver,23,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,17 to 18 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,17 to 18 years,Total,23,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,19 to 21 years,Local authority in touch with care leaver,77,97
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,19 to 21 years,Total,79,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,17 to 18 years,Local authority in touch with care leaver,25,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,17 to 18 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,17 to 18 years,Total,25,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,19 to 21 years,Local authority in touch with care leaver,64,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,19 to 21 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,19 to 21 years,Total,64,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,19 to 21 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,19 to 21 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,17 to 18 years,Local authority in touch with care leaver,55,96
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,17 to 18 years,Total,57,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,19 to 21 years,Local authority in touch with care leaver,189,96
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,19 to 21 years,Total,196,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,19 to 21 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,17 to 18 years,Local authority in touch with care leaver,68,99
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,17 to 18 years,Total,69,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,19 to 21 years,Local authority in touch with care leaver,154,91
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,19 to 21 years,Local authority not in touch with care leaver,10,6
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,19 to 21 years,Total,169,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,17 to 18 years,Local authority in touch with care leaver,93,99
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,17 to 18 years,Total,94,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,19 to 21 years,Local authority in touch with care leaver,232,92
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,19 to 21 years,Local authority not in touch with care leaver,20,8
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,19 to 21 years,Total,252,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,19 to 21 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,19 to 21 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,17 to 18 years,Local authority in touch with care leaver,112,97
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,17 to 18 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,17 to 18 years,Total,115,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,19 to 21 years,Local authority in touch with care leaver,229,89
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,19 to 21 years,Total,256,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,19 to 21 years,Young person no longer requires services,14,5
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,17 to 18 years,Local authority in touch with care leaver,31,94
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,17 to 18 years,Total,33,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,19 to 21 years,Local authority in touch with care leaver,90,95
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,19 to 21 years,Total,95,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,17 to 18 years,Local authority in touch with care leaver,62,94
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,17 to 18 years,Total,66,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,19 to 21 years,Local authority in touch with care leaver,211,97
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,19 to 21 years,Total,218,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,19 to 21 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,17 to 18 years,Local authority in touch with care leaver,147,95
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,17 to 18 years,Local authority not in touch with care leaver,8,5
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,17 to 18 years,Total,155,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,19 to 21 years,Local authority in touch with care leaver,381,92
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,19 to 21 years,Local authority not in touch with care leaver,30,7
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,19 to 21 years,Total,416,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,17 to 18 years,Local authority in touch with care leaver,63,95
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,17 to 18 years,Total,66,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,19 to 21 years,Local authority in touch with care leaver,164,88
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,19 to 21 years,Total,186,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,17 to 18 years,Local authority in touch with care leaver,62,95
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,17 to 18 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,17 to 18 years,Total,65,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,19 to 21 years,Local authority in touch with care leaver,170,93
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,19 to 21 years,Total,183,100
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,17 to 18 years,Local authority in touch with care leaver,81,99
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,17 to 18 years,Local authority not in touch with care leaver,c,c
