time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,number,percentage
2018,Reporting year,National,E92000001,England,Placement,1a.1ii With relative or friend not FFA/concurrent planning,6770,9
2018,Reporting year,National,E92000001,England,Placement,1a.2 Total foster placements inside council boundary with other foster carer,27010,36
2018,Reporting year,National,E92000001,England,Placement,1a.2i With other foster carer who is also approved adopter (FFA) or concurrent planning,150,~
2018,Reporting year,National,E92000001,England,Placement,1a.2ii With other foster carer not FFA/concurrent planning,26860,36
2018,Reporting year,National,E92000001,England,Placement,1b Total foster placements outside council boundary,20900,28
2018,Reporting year,National,E92000001,England,Placement,1b.1 Total foster placements outside council boundary with relative or friend,2930,4
2018,Reporting year,National,E92000001,England,Placement,1b.1i With relative or friend who is also approved adopter (FFA) or concurrent planning,20,~
2018,Reporting year,National,E92000001,England,Placement,1b.1ii With relative or friend not FFA/concurrent planning,2910,4
2018,Reporting year,National,E92000001,England,Placement,1b.2 Total foster placements outside council boundary with other foster carer,17970,24
2018,Reporting year,National,E92000001,England,Placement,1b.2i With other foster carer who is also approved adopter (FFA) or concurrent planning,140,~
2018,Reporting year,National,E92000001,England,Placement,1b.2ii With other foster carer not FFA/concurrent planning,17830,24
2018,Reporting year,National,E92000001,England,Placement,2. Total placed for adoption,2520,3
2018,Reporting year,National,E92000001,England,Placement,2a Placed for adoption with consent with current foster carer,90,~
2018,Reporting year,National,E92000001,England,Placement,2b Placed for adoption with placement order with current foster carer,300,~
2018,Reporting year,National,E92000001,England,Placement,2c Placed for adoption with consent not with current foster carer,240,~
2018,Reporting year,National,E92000001,England,Placement,2d Placed for adoption with placement order not with current foster carer,1890,3
2018,Reporting year,National,E92000001,England,Placement,3. Total placed with parents or other person with parental responsibility,4820,6
2018,Reporting year,National,E92000001,England,Placement,4. Total other placements in the community,2910,4
2018,Reporting year,National,E92000001,England,Placement,4a Living independently,2900,4
2018,Reporting year,National,E92000001,England,Placement,4b Residential employment,c,c
2018,Reporting year,National,E92000001,England,Placement,"5. Total secure units, children's homes and semi-independent living accommodation",8920,12
2018,Reporting year,National,E92000001,England,Placement,5a Secure unit placement inside the council boundary,10,~
2018,Reporting year,National,E92000001,England,Placement,5b Secure unit placement outside the council boundary,150,~
2018,Reporting year,National,E92000001,England,Placement,5c Total children's homes subject to children's homes regulations,6480,9
2018,Reporting year,National,E92000001,England,Placement,5c.1 Children's home placement inside the council boundary,2400,3
2018,Reporting year,National,E92000001,England,Placement,5c.2 Children's home placement outside the council boundary,4090,5
2018,Reporting year,National,E92000001,England,Placement,5d Semi-independent living accommodation not subject to children's homes regulations,2280,3
2018,Reporting year,National,E92000001,England,Placement,6. Total other residential settings,1110,1
2018,Reporting year,National,E92000001,England,Placement,6a Residential care homes,390,1
2018,Reporting year,National,E92000001,England,Placement,6b NHS Trust providing medical or nursing care,180,~
2018,Reporting year,National,E92000001,England,Placement,6c Family centre or mother and baby unit,210,~
2018,Reporting year,National,E92000001,England,Placement,6d Young offenders institution or prison,330,~
2018,Reporting year,National,E92000001,England,Placement,7. Total residential schools,120,~
2018,Reporting year,National,E92000001,England,Placement,8. Total other placements,280,~
2018,Reporting year,National,E92000001,England,Placement,Total children,75370,100
2018,Reporting year,National,E92000001,England,Placement stability,Total children,75370,100
2018,Reporting year,National,E92000001,England,Placement stability,With 1 placement during the year,50700,67
2018,Reporting year,National,E92000001,England,Placement stability,With 2 placements during the year,16590,22
2018,Reporting year,National,E92000001,England,Placement stability,With 3 or more placements during the year,8080,11
