FeatureCode,DateCode,Measurement,Units,Value,Households
E07000189,2003,Housing Waiting List,,2762,Total Households
E07000189,2011,Housing Waiting List,,5790,Total Households
E07000189,2013,Housing Waiting List,,4150,Total Households
E07000187,2013,Housing Waiting List,,3500,Total Households
E07000187,2001,Housing Waiting List,,1944,Total Households
E07000187,2000,Housing Waiting List,,1697,Total Households
E07000187,2006,Housing Waiting List,,1582,Total Households
E07000187,2003,Housing Waiting List,,2233,Total Households
E07000187,2017,Housing Waiting List,,1534,Total Households
E07000187,2011,Housing Waiting List,,3521,Total Households
E07000187,2009,Housing Waiting List,,2126,Total Households
E07000187,2002,Housing Waiting List,,1926,Total Households
E07000187,2014,Housing Waiting List,,2261,Total Households
E07000187,2010,Housing Waiting List,,3025,Total Households
E07000187,2008,Housing Waiting List,,2284,Total Households
E07000187,2015,Housing Waiting List,,1258,Total Households
E07000187,2016,Housing Waiting List,,1391,Total Households
E07000187,2005,Housing Waiting List,,2429,Total Households
E07000187,2007,Housing Waiting List,,2335,Total Households
E07000187,2012,Housing Waiting List,,3580,Total Households
E07000187,2004,Housing Waiting List,,2316,Total Households
E07000188,2013,Housing Waiting List,,4807,Total Households
E07000188,2007,Housing Waiting List,,3140,Total Households
E07000188,2006,Housing Waiting List,,2835,Total Households
E07000188,2010,Housing Waiting List,,4260,Total Households
E07000188,2003,Housing Waiting List,,2679,Total Households
E07000188,2008,Housing Waiting List,,2859,Total Households
E07000188,2005,Housing Waiting List,,3556,Total Households
E07000188,2002,Housing Waiting List,,1863,Total Households
E07000188,2009,Housing Waiting List,,2905,Total Households
E07000188,2014,Housing Waiting List,,3830,Total Households
E07000188,2011,Housing Waiting List,,4752,Total Households
E07000188,2015,Housing Waiting List,,3505,Total Households
E07000188,2017,Housing Waiting List,,1940,Total Households
E07000188,2001,Housing Waiting List,,1206,Total Households
E07000188,2016,Housing Waiting List,,2511,Total Households
E07000188,2004,Housing Waiting List,,3495,Total Households
E07000188,2012,Housing Waiting List,,4706,Total Households
E07000188,2000,Housing Waiting List,,1308,Total Households
E07000052,2010,Housing Waiting List,,2351,Total Households
E07000052,2017,Housing Waiting List,,1286,Total Households
E07000052,2012,Housing Waiting List,,1307,Total Households
E07000052,2015,Housing Waiting List,,945,Total Households
E07000052,2005,Housing Waiting List,,1346,Total Households
E07000052,2002,Housing Waiting List,,497,Total Households
E07000052,2004,Housing Waiting List,,2096,Total Households
E07000052,2013,Housing Waiting List,,2271,Total Households
E07000052,2014,Housing Waiting List,,2503,Total Households
E07000052,2001,Housing Waiting List,,541,Total Households
E07000052,2008,Housing Waiting List,,1782,Total Households
E07000052,2006,Housing Waiting List,,1512,Total Households
E07000052,2016,Housing Waiting List,,1151,Total Households
E07000052,2011,Housing Waiting List,,2883,Total Households
E07000052,2003,Housing Waiting List,,1189,Total Households
E07000052,2000,Housing Waiting List,,650,Total Households
E07000052,2009,Housing Waiting List,,2313,Total Households
E07000052,2007,Housing Waiting List,,1772,Total Households
E07000050,2010,Housing Waiting List,,1120,Total Households
E07000050,2017,Housing Waiting List,,785,Total Households
E07000050,2003,Housing Waiting List,,1657,Total Households
E07000050,2012,Housing Waiting List,,1242,Total Households
E07000050,2008,Housing Waiting List,,1332,Total Households
E07000050,2005,Housing Waiting List,,2098,Total Households
E07000050,2000,Housing Waiting List,,1045,Total Households
E07000050,2016,Housing Waiting List,,695,Total Households
E07000050,2004,Housing Waiting List,,1729,Total Households
E07000050,2007,Housing Waiting List,,1301,Total Households
E07000050,2014,Housing Waiting List,,1362,Total Households
E07000050,2001,Housing Waiting List,,1361,Total Households
E07000050,2009,Housing Waiting List,,1051,Total Households
E07000050,2011,Housing Waiting List,,1240,Total Households
E07000050,2002,Housing Waiting List,,1559,Total Households
E07000050,2006,Housing Waiting List,,1859,Total Households
E07000050,2015,Housing Waiting List,,635,Total Households
E07000050,2013,Housing Waiting List,,1159,Total Households
E09000019,2010,Housing Waiting List,,8426,Total Households
E09000019,2012,Housing Waiting List,,13690,Total Households
E09000019,2016,Housing Waiting List,,20733,Total Households
E09000019,2006,Housing Waiting List,,8489,Total Households
E09000019,2011,Housing Waiting List,,11339,Total Households
E09000019,2008,Housing Waiting List,,11311,Total Households
E09000019,2003,Housing Waiting List,,8566,Total Households
E09000019,2013,Housing Waiting List,,19178,Total Households
E09000019,2005,Housing Waiting List,,6326,Total Households
E09000019,2004,Housing Waiting List,,6871,Total Households
E09000019,2007,Housing Waiting List,,10604,Total Households
E09000019,2002,Housing Waiting List,,8161,Total Households
E09000019,2014,Housing Waiting List,,17860,Total Households
E09000019,2009,Housing Waiting List,,11921,Total Households
E09000019,2000,Housing Waiting List,,11590,Total Households
E09000019,2017,Housing Waiting List,,18033,Total Households
E09000019,2015,Housing Waiting List,,19196,Total Households
E09000019,2001,Housing Waiting List,,6427,Total Households
E09000007,2017,Housing Waiting List,,2967,Total Households
E09000007,2005,Housing Waiting List,,16532,Total Households
E09000007,2011,Housing Waiting List,,17052,Total Households
E09000007,2000,Housing Waiting List,,5884,Total Households
E09000007,2016,Housing Waiting List,,2930,Total Households
E09000007,2001,Housing Waiting List,,8614,Total Households
E09000007,2004,Housing Waiting List,,15757,Total Households
E09000007,2009,Housing Waiting List,,13128,Total Households
E09000007,2007,Housing Waiting List,,10442,Total Households
E09000007,2006,Housing Waiting List,,9562,Total Households
E09000007,2003,Housing Waiting List,,8961,Total Households
E09000007,2015,Housing Waiting List,,24644,Total Households
E09000007,2002,Housing Waiting List,,8147,Total Households
E09000007,2014,Housing Waiting List,,22409,Total Households
E09000007,2012,Housing Waiting List,,18974,Total Households
E09000007,2013,Housing Waiting List,,20720,Total Households
E09000007,2008,Housing Waiting List,,11712,Total Households
E09000007,2010,Housing Waiting List,,15213,Total Households
E09000012,2009,Housing Waiting List,,11461,Total Households
E09000012,2007,Housing Waiting List,,8565,Total Households
E09000012,2002,Housing Waiting List,,8930,Total Households
E09000012,2016,Housing Waiting List,,11238,Total Households
E09000012,2005,Housing Waiting List,,7744,Total Households
E09000012,2017,Housing Waiting List,,12372,Total Households
E09000012,2012,Housing Waiting List,,14171,Total Households
E09000012,2013,Housing Waiting List,,15090,Total Households
E09000012,2004,Housing Waiting List,,11016,Total Households
E09000012,2003,Housing Waiting List,,10529,Total Households
E09000012,2010,Housing Waiting List,,11956,Total Households
E09000012,2000,Housing Waiting List,,7011,Total Households
E09000012,2011,Housing Waiting List,,13423,Total Households
E09000012,2014,Housing Waiting List,,7926,Total Households
E09000012,2006,Housing Waiting List,,8815,Total Households
E09000012,2008,Housing Waiting List,,10683,Total Households
E09000012,2001,Housing Waiting List,,8307,Total Households
E09000012,2015,Housing Waiting List,,10715,Total Households
E09000014,2002,Housing Waiting List,,12585,Total Households
E09000014,2016,Housing Waiting List,,8290,Total Households
E09000014,2014,Housing Waiting List,,9203,Total Households
E09000014,2004,Housing Waiting List,,16920,Total Households
E09000014,2009,Housing Waiting List,,16053,Total Households
E09000014,2012,Housing Waiting List,,17763,Total Households
E09000014,2017,Housing Waiting List,,9194,Total Households
E09000014,2015,Housing Waiting List,,10902,Total Households
E09000014,2007,Housing Waiting List,,10252,Total Households
E09000014,2003,Housing Waiting List,,14264,Total Households
E09000014,2001,Housing Waiting List,,10344,Total Households
E09000014,2008,Housing Waiting List,,15095,Total Households
E09000014,2010,Housing Waiting List,,16960,Total Households
E09000014,2006,Housing Waiting List,,24939,Total Households
E09000014,2000,Housing Waiting List,,9510,Total Households
E09000014,2013,Housing Waiting List,,9838,Total Households
E09000014,2005,Housing Waiting List,,19930,Total Households
E09000014,2011,Housing Waiting List,,18940,Total Households
E09000010,2009,Housing Waiting List,,6258,Total Households
E09000010,2004,Housing Waiting List,,12584,Total Households
E09000010,2001,Housing Waiting List,,8845,Total Households
E09000010,2006,Housing Waiting List,,7055,Total Households
E09000010,2007,Housing Waiting List,,6986,Total Households
E09000010,2010,Housing Waiting List,,6525,Total Households
E09000010,2003,Housing Waiting List,,9496,Total Households
E09000010,2005,Housing Waiting List,,7872,Total Households
E09000010,2012,Housing Waiting List,,6956,Total Households
E09000010,2014,Housing Waiting List,,2237,Total Households
E09000010,2015,Housing Waiting List,,1945,Total Households
E09000010,2011,Housing Waiting List,,6158,Total Households
E09000010,2000,Housing Waiting List,,6001,Total Households
E09000010,2013,Housing Waiting List,,6315,Total Households
E09000010,2002,Housing Waiting List,,7264,Total Households
E09000010,2016,Housing Waiting List,,1843,Total Households
E09000010,2017,Housing Waiting List,,3246,Total Households
E09000010,2008,Housing Waiting List,,6378,Total Households
E09000031,2001,Housing Waiting List,,8664,Total Households
E09000031,2012,Housing Waiting List,,21864,Total Households
E09000031,2013,Housing Waiting List,,25054,Total Households
E09000031,2006,Housing Waiting List,,11059,Total Households
E09000031,2017,Housing Waiting List,,8795,Total Households
E09000031,2014,Housing Waiting List,,20635,Total Households
E09000031,2005,Housing Waiting List,,8837,Total Households
E09000031,2003,Housing Waiting List,,9680,Total Households
E09000031,2007,Housing Waiting List,,10169,Total Households
E09000031,2015,Housing Waiting List,,15405,Total Households
E09000031,2010,Housing Waiting List,,15624,Total Households
E09000031,2002,Housing Waiting List,,10283,Total Households
E09000031,2000,Housing Waiting List,,7476,Total Households
E09000031,2008,Housing Waiting List,,9655,Total Households
E09000031,2011,Housing Waiting List,,16153,Total Households
E09000031,2009,Housing Waiting List,,14341,Total Households
E09000031,2004,Housing Waiting List,,9016,Total Households
E09000031,2016,Housing Waiting List,,8306,Total Households
E09000025,2003,Housing Waiting List,,16228,Total Households
E09000025,2007,Housing Waiting List,,24159,Total Households
E09000025,2015,Housing Waiting List,,16755,Total Households
E09000025,2006,Housing Waiting List,,29574,Total Households
E09000025,2000,Housing Waiting List,,9901,Total Households
E09000025,2016,Housing Waiting List,,17453,Total Households
E09000025,2017,Housing Waiting List,,25729,Total Households
E09000025,2001,Housing Waiting List,,11426,Total Households
E09000025,2014,Housing Waiting List,,15582,Total Households
E09000025,2008,Housing Waiting List,,28579,Total Households
E09000025,2010,Housing Waiting List,,31851,Total Households
E09000025,2013,Housing Waiting List,,24179,Total Households
E09000025,2005,Housing Waiting List,,25317,Total Households
E09000025,2011,Housing Waiting List,,32045,Total Households
E09000025,2002,Housing Waiting List,,13942,Total Households
E09000025,2009,Housing Waiting List,,28649,Total Households
E09000025,2012,Housing Waiting List,,30975,Total Households
E09000025,2004,Housing Waiting List,,19503,Total Households
E06000057,2010,Housing Waiting List,,8859,Total Households
E06000057,2011,Housing Waiting List,,11651,Total Households
E06000057,2012,Housing Waiting List,,10912,Total Households
E06000057,2014,Housing Waiting List,,7744,Total Households
E06000057,2017,Housing Waiting List,,8977,Total Households
E06000057,2013,Housing Waiting List,,9608,Total Households
E06000057,2015,Housing Waiting List,,8814,Total Households
E06000057,2016,Housing Waiting List,,8367,Total Households
E07000028,2014,Housing Waiting List,,5998,Total Households
E07000028,2004,Housing Waiting List,,2907,Total Households
E07000028,2001,Housing Waiting List,,1337,Total Households
E07000028,2007,Housing Waiting List,,2480,Total Households
E07000028,2011,Housing Waiting List,,4257,Total Households
E07000028,2013,Housing Waiting List,,4136,Total Households
E07000028,2010,Housing Waiting List,,6987,Total Households
E07000028,2012,Housing Waiting List,,4119,Total Households
E07000028,2015,Housing Waiting List,,6924,Total Households
E07000028,2016,Housing Waiting List,,6694,Total Households
E07000028,2008,Housing Waiting List,,2587,Total Households
E07000028,2009,Housing Waiting List,,4336,Total Households
E07000028,2002,Housing Waiting List,,1882,Total Households
E07000028,2000,Housing Waiting List,,4147,Total Households
E07000028,2005,Housing Waiting List,,3080,Total Households
E07000028,2006,Housing Waiting List,,3976,Total Households
E07000028,2017,Housing Waiting List,,3369,Total Households
E07000240,2003,Housing Waiting List,,1764,Total Households
E07000240,2014,Housing Waiting List,,930,Total Households
E07000240,2005,Housing Waiting List,,1515,Total Households
E07000240,2011,Housing Waiting List,,2256,Total Households
E07000240,2004,Housing Waiting List,,1682,Total Households
E07000240,2010,Housing Waiting List,,1803,Total Households
E07000240,2017,Housing Waiting List,,372,Total Households
E07000240,2013,Housing Waiting List,,677,Total Households
E07000240,2000,Housing Waiting List,,1727,Total Households
E07000240,2006,Housing Waiting List,,1647,Total Households
E07000240,2007,Housing Waiting List,,1736,Total Households
E07000240,2015,Housing Waiting List,,923,Total Households
E07000240,2016,Housing Waiting List,,782,Total Households
E07000240,2009,Housing Waiting List,,1596,Total Households
E07000240,2012,Housing Waiting List,,2189,Total Households
E07000240,2001,Housing Waiting List,,1858,Total Households
E07000240,2008,Housing Waiting List,,1521,Total Households
E07000240,2002,Housing Waiting List,,1936,Total Households
E07000241,2017,Housing Waiting List,,1959,Total Households
E07000241,2004,Housing Waiting List,,2787,Total Households
E07000241,2007,Housing Waiting List,,3542,Total Households
E07000241,2008,Housing Waiting List,,3640,Total Households
E07000241,2011,Housing Waiting List,,3250,Total Households
E07000241,2005,Housing Waiting List,,2609,Total Households
E07000241,2014,Housing Waiting List,,2090,Total Households
E07000241,2016,Housing Waiting List,,1461,Total Households
E07000241,2001,Housing Waiting List,,2736,Total Households
E07000241,2013,Housing Waiting List,,2904,Total Households
E07000241,2006,Housing Waiting List,,3298,Total Households
E07000241,2010,Housing Waiting List,,3139,Total Households
E07000241,2003,Housing Waiting List,,2890,Total Households
E07000241,2000,Housing Waiting List,,2451,Total Households
E07000241,2015,Housing Waiting List,,1722,Total Households
E07000241,2002,Housing Waiting List,,2535,Total Households
E07000241,2012,Housing Waiting List,,3203,Total Households
E07000241,2009,Housing Waiting List,,3001,Total Households
E07000096,2011,Housing Waiting List,,5926,Total Households
E07000096,2013,Housing Waiting List,,5877,Total Households
E07000096,2014,Housing Waiting List,,8693,Total Households
E07000096,2009,Housing Waiting List,,5374,Total Households
E07000096,2007,Housing Waiting List,,4413,Total Households
E07000096,2002,Housing Waiting List,,3398,Total Households
E07000096,2017,Housing Waiting List,,12419,Total Households
E07000096,2006,Housing Waiting List,,2398,Total Households
E07000096,2000,Housing Waiting List,,3524,Total Households
E07000096,2012,Housing Waiting List,,6089,Total Households
E07000096,2001,Housing Waiting List,,3035,Total Households
E07000096,2008,Housing Waiting List,,4794,Total Households
E07000096,2005,Housing Waiting List,,3057,Total Households
E07000096,2016,Housing Waiting List,,10240,Total Households
E07000096,2004,Housing Waiting List,,3228,Total Households
E07000096,2003,Housing Waiting List,,3465,Total Households
E07000096,2015,Housing Waiting List,,5292,Total Households
E07000096,2010,Housing Waiting List,,5863,Total Households
E06000056,2010,Housing Waiting List,,3213,Total Households
E06000056,2013,Housing Waiting List,,3371,Total Households
E06000056,2012,Housing Waiting List,,3269,Total Households
E06000056,2016,Housing Waiting List,,741,Total Households
E06000056,2015,Housing Waiting List,,2958,Total Households
E06000056,2017,Housing Waiting List,,1292,Total Households
E06000056,2011,Housing Waiting List,,3604,Total Households
E06000056,2014,Housing Waiting List,,3673,Total Households
E07000099,2003,Housing Waiting List,,1106,Total Households
E07000099,2005,Housing Waiting List,,852,Total Households
E07000099,2004,Housing Waiting List,,953,Total Households
E07000099,2007,Housing Waiting List,,1923,Total Households
E07000099,2000,Housing Waiting List,,1806,Total Households
E07000099,2017,Housing Waiting List,,1668,Total Households
E07000099,2011,Housing Waiting List,,2487,Total Households
E07000099,2002,Housing Waiting List,,875,Total Households
E07000099,2010,Housing Waiting List,,2378,Total Households
E07000099,2001,Housing Waiting List,,1183,Total Households
E07000099,2014,Housing Waiting List,,1612,Total Households
E07000099,2006,Housing Waiting List,,1220,Total Households
E07000099,2013,Housing Waiting List,,3124,Total Households
E07000099,2008,Housing Waiting List,,1848,Total Households
E07000099,2016,Housing Waiting List,,2161,Total Households
E07000099,2015,Housing Waiting List,,1983,Total Households
E07000099,2009,Housing Waiting List,,1939,Total Households
E07000099,2012,Housing Waiting List,,2980,Total Households
E07000242,2000,Housing Waiting List,,1529,Total Households
E07000242,2009,Housing Waiting List,,2502,Total Households
E07000242,2010,Housing Waiting List,,2699,Total Households
E07000242,2012,Housing Waiting List,,2936,Total Households
E07000242,2013,Housing Waiting List,,3438,Total Households
E07000242,2001,Housing Waiting List,,1438,Total Households
E07000242,2004,Housing Waiting List,,2377,Total Households
E07000242,2017,Housing Waiting List,,2025,Total Households
E07000242,2016,Housing Waiting List,,2198,Total Households
E07000242,2002,Housing Waiting List,,1581,Total Households
E07000242,2007,Housing Waiting List,,2750,Total Households
E07000242,2003,Housing Waiting List,,1769,Total Households
E07000242,2008,Housing Waiting List,,2399,Total Households
E07000242,2005,Housing Waiting List,,2104,Total Households
E07000242,2015,Housing Waiting List,,2009,Total Households
E07000242,2006,Housing Waiting List,,2511,Total Households
E07000242,2011,Housing Waiting List,,2395,Total Households
E07000242,2014,Housing Waiting List,,2005,Total Households
E08000025,2006,Housing Waiting List,,14614,Total Households
E08000025,2014,Housing Waiting List,,17541,Total Households
E08000025,2015,Housing Waiting List,,16130,Total Households
E08000025,2001,Housing Waiting List,,14524,Total Households
E08000025,2012,Housing Waiting List,,17454,Total Households
E08000025,2003,Housing Waiting List,,18725,Total Households
E08000025,2011,Housing Waiting List,,16429,Total Households
E08000025,2008,Housing Waiting List,,19192,Total Households
E08000025,2010,Housing Waiting List,,17749,Total Households
E08000025,2009,Housing Waiting List,,19190,Total Households
E08000025,2005,Housing Waiting List,,17493,Total Households
E08000025,2000,Housing Waiting List,,14077,Total Households
E08000025,2002,Housing Waiting List,,16095,Total Households
E08000025,2004,Housing Waiting List,,18639,Total Households
E08000025,2007,Housing Waiting List,,14748,Total Households
E08000025,2013,Housing Waiting List,,19496,Total Households
E08000025,2017,Housing Waiting List,,12692,Total Households
E08000025,2016,Housing Waiting List,,15110,Total Households
E08000029,2009,Housing Waiting List,,8875,Total Households
E08000029,2006,Housing Waiting List,,4488,Total Households
E08000029,2004,Housing Waiting List,,3111,Total Households
E08000029,2001,Housing Waiting List,,1137,Total Households
E08000029,2014,Housing Waiting List,,18526,Total Households
E08000029,2002,Housing Waiting List,,1357,Total Households
E08000029,2010,Housing Waiting List,,11745,Total Households
E08000029,2007,Housing Waiting List,,3670,Total Households
E08000029,2000,Housing Waiting List,,1041,Total Households
E08000029,2013,Housing Waiting List,,16440,Total Households
E08000029,2012,Housing Waiting List,,15467,Total Households
E08000029,2016,Housing Waiting List,,7008,Total Households
E08000029,2017,Housing Waiting List,,8229,Total Households
E08000029,2008,Housing Waiting List,,5785,Total Households
E08000029,2005,Housing Waiting List,,3230,Total Households
E08000029,2003,Housing Waiting List,,1943,Total Households
E08000029,2011,Housing Waiting List,,13310,Total Households
E08000029,2015,Housing Waiting List,,8268,Total Households
E07000234,2008,Housing Waiting List,,1861,Total Households
E07000234,2014,Housing Waiting List,,1785,Total Households
E07000234,2007,Housing Waiting List,,1852,Total Households
E07000234,2013,Housing Waiting List,,3678,Total Households
E07000234,2003,Housing Waiting List,,1426,Total Households
E07000234,2012,Housing Waiting List,,3441,Total Households
E07000234,2009,Housing Waiting List,,2059,Total Households
E07000234,2004,Housing Waiting List,,1503,Total Households
E07000234,2016,Housing Waiting List,,1664,Total Households
E07000234,2001,Housing Waiting List,,1171,Total Households
E07000234,2005,Housing Waiting List,,1805,Total Households
E07000234,2000,Housing Waiting List,,1709,Total Households
E07000234,2017,Housing Waiting List,,1906,Total Households
E07000234,2006,Housing Waiting List,,1728,Total Households
E07000234,2002,Housing Waiting List,,1344,Total Households
E07000234,2010,Housing Waiting List,,3079,Total Households
E07000234,2011,Housing Waiting List,,2978,Total Households
E07000234,2015,Housing Waiting List,,1926,Total Households
E08000028,2013,Housing Waiting List,,9190,Total Households
E08000028,2015,Housing Waiting List,,3681,Total Households
E08000028,2000,Housing Waiting List,,14090,Total Households
E08000028,2009,Housing Waiting List,,11767,Total Households
E08000028,2006,Housing Waiting List,,15366,Total Households
E08000028,2003,Housing Waiting List,,16853,Total Households
E08000028,2007,Housing Waiting List,,13191,Total Households
E08000028,2010,Housing Waiting List,,8887,Total Households
E08000028,2001,Housing Waiting List,,14572,Total Households
E08000028,2012,Housing Waiting List,,9761,Total Households
E08000028,2014,Housing Waiting List,,7570,Total Households
E08000028,2005,Housing Waiting List,,19655,Total Households
E08000028,2017,Housing Waiting List,,2952,Total Households
E08000028,2004,Housing Waiting List,,18588,Total Households
E08000028,2008,Housing Waiting List,,8847,Total Households
E08000028,2016,Housing Waiting List,,2919,Total Households
E08000028,2011,Housing Waiting List,,8682,Total Households
E08000028,2002,Housing Waiting List,,14797,Total Households
E08000030,2008,Housing Waiting List,,10779,Total Households
E08000030,2015,Housing Waiting List,,5398,Total Households
E08000030,2000,Housing Waiting List,,8933,Total Households
E08000030,2016,Housing Waiting List,,6441,Total Households
E08000030,2002,Housing Waiting List,,3962,Total Households
E08000030,2013,Housing Waiting List,,3748,Total Households
E08000030,2014,Housing Waiting List,,3831,Total Households
E08000030,2001,Housing Waiting List,,3701,Total Households
E08000030,2012,Housing Waiting List,,17189,Total Households
E08000030,2011,Housing Waiting List,,14511,Total Households
E08000030,2007,Housing Waiting List,,4881,Total Households
E08000030,2009,Housing Waiting List,,16394,Total Households
E08000030,2006,Housing Waiting List,,6977,Total Households
E08000030,2005,Housing Waiting List,,12024,Total Households
E08000030,2017,Housing Waiting List,,8330,Total Households
E08000030,2003,Housing Waiting List,,5163,Total Households
E08000030,2010,Housing Waiting List,,12327,Total Households
E08000030,2004,Housing Waiting List,,6875,Total Households
E07000218,2008,Housing Waiting List,,1354,Total Households
E07000218,2000,Housing Waiting List,,1045,Total Households
E07000218,2010,Housing Waiting List,,1702,Total Households
E07000218,2001,Housing Waiting List,,770,Total Households
E07000218,2014,Housing Waiting List,,262,Total Households
E07000218,2007,Housing Waiting List,,1716,Total Households
E07000218,2005,Housing Waiting List,,1777,Total Households
E07000218,2009,Housing Waiting List,,1426,Total Households
E07000218,2003,Housing Waiting List,,1351,Total Households
E07000218,2015,Housing Waiting List,,334,Total Households
E07000218,2013,Housing Waiting List,,1539,Total Households
E07000218,2002,Housing Waiting List,,800,Total Households
E07000218,2004,Housing Waiting List,,1853,Total Households
E07000218,2012,Housing Waiting List,,1616,Total Households
E07000218,2011,Housing Waiting List,,1594,Total Households
E07000218,2017,Housing Waiting List,,364,Total Households
E07000218,2006,Housing Waiting List,,1866,Total Households
E07000218,2016,Housing Waiting List,,357,Total Households
E07000221,2005,Housing Waiting List,,2981,Total Households
E07000221,2008,Housing Waiting List,,2910,Total Households
E07000221,2015,Housing Waiting List,,4730,Total Households
E07000221,2007,Housing Waiting List,,2979,Total Households
E07000221,2016,Housing Waiting List,,2545,Total Households
E07000221,2009,Housing Waiting List,,2553,Total Households
E07000221,2013,Housing Waiting List,,2942,Total Households
E07000221,2014,Housing Waiting List,,4169,Total Households
E07000221,2004,Housing Waiting List,,2625,Total Households
E07000221,2017,Housing Waiting List,,3178,Total Households
E07000221,2001,Housing Waiting List,,1554,Total Households
E07000221,2000,Housing Waiting List,,1286,Total Households
E07000221,2002,Housing Waiting List,,1741,Total Households
E07000221,2011,Housing Waiting List,,4127,Total Households
E07000221,2012,Housing Waiting List,,5258,Total Households
E07000221,2010,Housing Waiting List,,4227,Total Households
E07000221,2006,Housing Waiting List,,3292,Total Households
E07000221,2003,Housing Waiting List,,2724,Total Households
E07000238,2003,Housing Waiting List,,2042,Total Households
E07000238,2011,Housing Waiting List,,4235,Total Households
E07000238,2009,Housing Waiting List,,4015,Total Households
E07000238,2016,Housing Waiting List,,1902,Total Households
E07000238,2010,Housing Waiting List,,4033,Total Households
E07000238,2007,Housing Waiting List,,5039,Total Households
E07000238,2006,Housing Waiting List,,3148,Total Households
E07000238,2012,Housing Waiting List,,4713,Total Households
E07000238,2002,Housing Waiting List,,2428,Total Households
E07000238,2013,Housing Waiting List,,4791,Total Households
E07000238,2004,Housing Waiting List,,2635,Total Households
E07000238,2008,Housing Waiting List,,5653,Total Households
E07000238,2015,Housing Waiting List,,3877,Total Households
E07000238,2001,Housing Waiting List,,2257,Total Households
E07000238,2017,Housing Waiting List,,2489,Total Households
E07000238,2014,Housing Waiting List,,2970,Total Households
E07000238,2000,Housing Waiting List,,2029,Total Households
E07000238,2005,Housing Waiting List,,3554,Total Households
E08000027,2006,Housing Waiting List,,5768,Total Households
E08000027,2012,Housing Waiting List,,6687,Total Households
E08000027,2004,Housing Waiting List,,6029,Total Households
E08000027,2015,Housing Waiting List,,2370,Total Households
E08000027,2002,Housing Waiting List,,5589,Total Households
E08000027,2017,Housing Waiting List,,1901,Total Households
E08000027,2000,Housing Waiting List,,4358,Total Households
E08000027,2005,Housing Waiting List,,5826,Total Households
E08000027,2008,Housing Waiting List,,5382,Total Households
E08000027,2009,Housing Waiting List,,5448,Total Households
E08000027,2007,Housing Waiting List,,5145,Total Households
E08000027,2003,Housing Waiting List,,4108,Total Households
E08000027,2016,Housing Waiting List,,2298,Total Households
E08000027,2010,Housing Waiting List,,6294,Total Households
E08000027,2001,Housing Waiting List,,4918,Total Households
E08000027,2014,Housing Waiting List,,3996,Total Households
E08000027,2011,Housing Waiting List,,6157,Total Households
E08000027,2013,Housing Waiting List,,6412,Total Households
E07000194,2016,Housing Waiting List,,1220,Total Households
E07000194,2012,Housing Waiting List,,2920,Total Households
E07000194,2001,Housing Waiting List,,1528,Total Households
E07000194,2009,Housing Waiting List,,1441,Total Households
E07000194,2002,Housing Waiting List,,1006,Total Households
E07000194,2006,Housing Waiting List,,3923,Total Households
E07000194,2015,Housing Waiting List,,1293,Total Households
E07000194,2010,Housing Waiting List,,1621,Total Households
E07000194,2005,Housing Waiting List,,1498,Total Households
E07000194,2011,Housing Waiting List,,2375,Total Households
E07000194,2017,Housing Waiting List,,1243,Total Households
E07000194,2000,Housing Waiting List,,1128,Total Households
E07000194,2014,Housing Waiting List,,1575,Total Households
E07000194,2008,Housing Waiting List,,3268,Total Households
E07000194,2004,Housing Waiting List,,1336,Total Households
E07000194,2007,Housing Waiting List,,3104,Total Households
E07000194,2003,Housing Waiting List,,1395,Total Households
E07000194,2013,Housing Waiting List,,2910,Total Households
E07000199,2003,Housing Waiting List,,2412,Total Households
E07000199,2001,Housing Waiting List,,2187,Total Households
E07000199,2015,Housing Waiting List,,1625,Total Households
E07000199,2012,Housing Waiting List,,2104,Total Households
E07000199,2006,Housing Waiting List,,1520,Total Households
E07000199,2014,Housing Waiting List,,1727,Total Households
E07000199,2009,Housing Waiting List,,1912,Total Households
E07000199,2016,Housing Waiting List,,1598,Total Households
E07000199,2013,Housing Waiting List,,1783,Total Households
E07000199,2007,Housing Waiting List,,2015,Total Households
E07000199,2000,Housing Waiting List,,2475,Total Households
E07000199,2010,Housing Waiting List,,1935,Total Households
E07000199,2004,Housing Waiting List,,2772,Total Households
E07000199,2002,Housing Waiting List,,2379,Total Households
E07000199,2011,Housing Waiting List,,2186,Total Households
E07000199,2008,Housing Waiting List,,2842,Total Households
E07000199,2017,Housing Waiting List,,1500,Total Households
E07000199,2005,Housing Waiting List,,2772,Total Households
E07000236,2016,Housing Waiting List,,1402,Total Households
E07000236,2009,Housing Waiting List,,2006,Total Households
E07000236,2007,Housing Waiting List,,2021,Total Households
E07000236,2006,Housing Waiting List,,1766,Total Households
E07000236,2015,Housing Waiting List,,1716,Total Households
E07000236,2005,Housing Waiting List,,1524,Total Households
E07000236,2003,Housing Waiting List,,1553,Total Households
E07000236,2011,Housing Waiting List,,3367,Total Households
E07000236,2002,Housing Waiting List,,1564,Total Households
E07000236,2001,Housing Waiting List,,1718,Total Households
E07000236,2017,Housing Waiting List,,1372,Total Households
E07000236,2014,Housing Waiting List,,1736,Total Households
E07000236,2000,Housing Waiting List,,1631,Total Households
E07000236,2010,Housing Waiting List,,2204,Total Households
E07000236,2004,Housing Waiting List,,1348,Total Households
E07000236,2008,Housing Waiting List,,1512,Total Households
