FeatureCode,DateCode,Measurement,Units,Value,Households
E07000131,2021,Projections-Interim-2011-based,,39.249,Total Households
E07000131,2015,Projections-Interim-2011-based,,36.744,Total Households
E07000131,1999,Projections-Interim-2011-based,,29.7807,Total Households
E07000131,2017,Projections-Interim-2011-based,,37.581,Total Households
E07000131,2012,Projections-Interim-2011-based,,35.452,Total Households
E07000131,1992,Projections-Interim-2011-based,,26.8583,Total Households
E07000131,1996,Projections-Interim-2011-based,,28.7113,Total Households
E06000017,2000,Projections-Interim-2011-based,,13.3321,Total Households
E06000017,2017,Projections-Interim-2011-based,,16.223,Total Households
E06000017,1997,Projections-Interim-2011-based,,12.4805,Total Households
E06000017,2001,Projections-Interim-2011-based,,13.506,Total Households
E06000017,1992,Projections-Interim-2011-based,,12.2476,Total Households
E06000017,1994,Projections-Interim-2011-based,,12.0856,Total Households
E06000017,2012,Projections-Interim-2011-based,,15.306,Total Households
E06000017,1991,Projections-Interim-2011-based,,12.3457,Total Households
E06000017,1995,Projections-Interim-2011-based,,12.3658,Total Households
E06000017,2013,Projections-Interim-2011-based,,15.488,Total Households
E06000017,1999,Projections-Interim-2011-based,,13.0248,Total Households
E06000017,2018,Projections-Interim-2011-based,,16.409,Total Households
E06000017,1996,Projections-Interim-2011-based,,12.4976,Total Households
E06000017,2021,Projections-Interim-2011-based,,16.952,Total Households
E06000017,2014,Projections-Interim-2011-based,,15.676,Total Households
E06000017,2019,Projections-Interim-2011-based,,16.591,Total Households
E06000017,1993,Projections-Interim-2011-based,,12.0822,Total Households
E06000017,2020,Projections-Interim-2011-based,,16.767,Total Households
E06000017,2016,Projections-Interim-2011-based,,16.042,Total Households
E06000017,2011,Projections-Interim-2011-based,,15.125,Total Households
E06000017,1998,Projections-Interim-2011-based,,12.4078,Total Households
E06000017,2015,Projections-Interim-2011-based,,15.854,Total Households
E07000152,1992,Projections-Interim-2011-based,,27.0625,Total Households
E07000152,2012,Projections-Interim-2011-based,,36.059,Total Households
E07000152,1998,Projections-Interim-2011-based,,29.254,Total Households
E07000152,1999,Projections-Interim-2011-based,,29.8153,Total Households
E07000152,2018,Projections-Interim-2011-based,,38.311,Total Households
E07000152,2015,Projections-Interim-2011-based,,37.181,Total Households
E07000152,2000,Projections-Interim-2011-based,,30.5968,Total Households
E07000152,1993,Projections-Interim-2011-based,,27.2488,Total Households
E07000152,2001,Projections-Interim-2011-based,,31.365,Total Households
E07000152,2017,Projections-Interim-2011-based,,37.939,Total Households
E07000152,2021,Projections-Interim-2011-based,,39.475,Total Households
E07000152,2013,Projections-Interim-2011-based,,36.423,Total Households
E07000152,1995,Projections-Interim-2011-based,,27.8726,Total Households
E07000152,1997,Projections-Interim-2011-based,,28.6468,Total Households
E07000152,2011,Projections-Interim-2011-based,,35.686,Total Households
E07000152,2016,Projections-Interim-2011-based,,37.563,Total Households
E07000152,2020,Projections-Interim-2011-based,,39.082,Total Households
E07000152,1996,Projections-Interim-2011-based,,28.1398,Total Households
E07000152,2014,Projections-Interim-2011-based,,36.792,Total Households
E07000152,2019,Projections-Interim-2011-based,,38.696,Total Households
E07000152,1994,Projections-Interim-2011-based,,27.5957,Total Households
E07000152,1991,Projections-Interim-2011-based,,26.8212,Total Households
E10000021,2020,Projections-Interim-2011-based,,321.841,Total Households
E10000021,2018,Projections-Interim-2011-based,,314.592,Total Households
E10000021,2013,Projections-Interim-2011-based,,295.973,Total Households
E10000021,1997,Projections-Interim-2011-based,,245.495,Total Households
E10000021,1993,Projections-Interim-2011-based,,233.354,Total Households
E10000021,2001,Projections-Interim-2011-based,,259.42,Total Households
E10000021,1996,Projections-Interim-2011-based,,242.195,Total Households
E10000021,1995,Projections-Interim-2011-based,,238.935,Total Households
E10000021,2011,Projections-Interim-2011-based,,288.507,Total Households
E10000021,2016,Projections-Interim-2011-based,,307.276,Total Households
E10000021,1998,Projections-Interim-2011-based,,248.749,Total Households
E10000021,2015,Projections-Interim-2011-based,,303.528,Total Households
E10000021,2021,Projections-Interim-2011-based,,325.403,Total Households
E10000021,2017,Projections-Interim-2011-based,,310.927,Total Households
E10000021,2014,Projections-Interim-2011-based,,299.758,Total Households
E10000021,1999,Projections-Interim-2011-based,,252.029,Total Households
E10000021,1994,Projections-Interim-2011-based,,235.814,Total Households
E10000021,1991,Projections-Interim-2011-based,,228.967,Total Households
E10000021,2019,Projections-Interim-2011-based,,318.266,Total Households
E10000021,2000,Projections-Interim-2011-based,,255.413,Total Households
E10000021,1992,Projections-Interim-2011-based,,231.572,Total Households
E10000021,2012,Projections-Interim-2011-based,,292.227,Total Households
E07000153,2020,Projections-Interim-2011-based,,44.498,Total Households
E07000153,2019,Projections-Interim-2011-based,,43.991,Total Households
E07000153,1997,Projections-Interim-2011-based,,32.6976,Total Households
E07000153,2015,Projections-Interim-2011-based,,41.913,Total Households
E07000153,2017,Projections-Interim-2011-based,,42.971,Total Households
E07000153,1991,Projections-Interim-2011-based,,30.722,Total Households
E07000153,2001,Projections-Interim-2011-based,,34.487,Total Households
E07000153,2012,Projections-Interim-2011-based,,40.362,Total Households
E07000153,1996,Projections-Interim-2011-based,,32.4567,Total Households
E07000153,2011,Projections-Interim-2011-based,,39.837,Total Households
E07000153,2014,Projections-Interim-2011-based,,41.398,Total Households
E07000153,1998,Projections-Interim-2011-based,,33.1061,Total Households
E07000153,2000,Projections-Interim-2011-based,,33.9289,Total Households
E07000153,1994,Projections-Interim-2011-based,,31.6781,Total Households
E07000153,2013,Projections-Interim-2011-based,,40.875,Total Households
E07000153,1999,Projections-Interim-2011-based,,33.4732,Total Households
E07000153,1995,Projections-Interim-2011-based,,32.0523,Total Households
E07000153,1993,Projections-Interim-2011-based,,31.3147,Total Households
E07000153,2021,Projections-Interim-2011-based,,45.008,Total Households
E07000153,1992,Projections-Interim-2011-based,,31.145,Total Households
E07000153,2018,Projections-Interim-2011-based,,43.475,Total Households
E07000153,2016,Projections-Interim-2011-based,,42.448,Total Households
E07000150,2011,Projections-Interim-2011-based,,25.354,Total Households
E07000150,1997,Projections-Interim-2011-based,,21.341,Total Households
E07000150,2000,Projections-Interim-2011-based,,21.6812,Total Households
E07000150,2021,Projections-Interim-2011-based,,28.881,Total Households
E07000150,1992,Projections-Interim-2011-based,,20.6382,Total Households
E07000150,1993,Projections-Interim-2011-based,,20.717,Total Households
E07000150,1995,Projections-Interim-2011-based,,21.0404,Total Households
E07000150,1991,Projections-Interim-2011-based,,20.5783,Total Households
E07000150,2015,Projections-Interim-2011-based,,26.869,Total Households
E07000150,2020,Projections-Interim-2011-based,,28.557,Total Households
E07000150,2013,Projections-Interim-2011-based,,26.131,Total Households
E07000150,2012,Projections-Interim-2011-based,,25.747,Total Households
E07000150,1999,Projections-Interim-2011-based,,21.4953,Total Households
E07000150,2017,Projections-Interim-2011-based,,27.568,Total Households
E07000150,1994,Projections-Interim-2011-based,,20.9471,Total Households
E07000150,2016,Projections-Interim-2011-based,,27.226,Total Households
E07000150,2018,Projections-Interim-2011-based,,27.9,Total Households
E07000150,1998,Projections-Interim-2011-based,,21.4892,Total Households
E07000150,2001,Projections-Interim-2011-based,,21.948,Total Households
E07000150,1996,Projections-Interim-2011-based,,21.2635,Total Households
E07000150,2014,Projections-Interim-2011-based,,26.502,Total Households
E07000150,2019,Projections-Interim-2011-based,,28.239,Total Households
E07000151,2013,Projections-Interim-2011-based,,32.415,Total Households
E07000151,1999,Projections-Interim-2011-based,,27.2769,Total Households
E07000151,1993,Projections-Interim-2011-based,,24.8318,Total Households
E07000151,2020,Projections-Interim-2011-based,,34.796,Total Households
E07000151,1996,Projections-Interim-2011-based,,25.927,Total Households
E07000151,2018,Projections-Interim-2011-based,,34.14,Total Households
E07000151,1998,Projections-Interim-2011-based,,26.9924,Total Households
E07000151,1991,Projections-Interim-2011-based,,24.3324,Total Households
E07000151,2019,Projections-Interim-2011-based,,34.473,Total Households
E07000151,2001,Projections-Interim-2011-based,,28.838,Total Households
E07000151,1992,Projections-Interim-2011-based,,24.5781,Total Households
E07000151,2016,Projections-Interim-2011-based,,33.466,Total Households
E07000151,2000,Projections-Interim-2011-based,,27.8631,Total Households
E07000151,2017,Projections-Interim-2011-based,,33.8,Total Households
E07000151,2014,Projections-Interim-2011-based,,32.768,Total Households
E07000151,1994,Projections-Interim-2011-based,,25.1561,Total Households
E07000151,2021,Projections-Interim-2011-based,,35.109,Total Households
E07000151,1995,Projections-Interim-2011-based,,25.5884,Total Households
E07000151,1997,Projections-Interim-2011-based,,26.4402,Total Households
E07000151,2015,Projections-Interim-2011-based,,33.115,Total Households
E07000151,2011,Projections-Interim-2011-based,,31.738,Total Households
E07000151,2012,Projections-Interim-2011-based,,32.062,Total Households
E07000135,1996,Projections-Interim-2011-based,,21.1112,Total Households
E07000135,2011,Projections-Interim-2011-based,,21.305,Total Households
E07000135,2012,Projections-Interim-2011-based,,21.501,Total Households
E07000135,2018,Projections-Interim-2011-based,,22.379,Total Households
E07000135,1992,Projections-Interim-2011-based,,20.529,Total Households
E07000135,2000,Projections-Interim-2011-based,,21.8905,Total Households
E07000135,1993,Projections-Interim-2011-based,,20.737,Total Households
E07000135,2013,Projections-Interim-2011-based,,21.684,Total Households
E07000135,2020,Projections-Interim-2011-based,,22.656,Total Households
E07000135,1997,Projections-Interim-2011-based,,21.3007,Total Households
E07000135,2001,Projections-Interim-2011-based,,21.989,Total Households
E07000135,1994,Projections-Interim-2011-based,,20.7407,Total Households
E07000135,2019,Projections-Interim-2011-based,,22.521,Total Households
E07000135,1999,Projections-Interim-2011-based,,21.6194,Total Households
E07000135,2015,Projections-Interim-2011-based,,21.963,Total Households
E07000135,1998,Projections-Interim-2011-based,,21.2967,Total Households
E07000135,1995,Projections-Interim-2011-based,,20.869,Total Households
E07000135,2014,Projections-Interim-2011-based,,21.837,Total Households
E07000135,2017,Projections-Interim-2011-based,,22.238,Total Households
E07000135,2016,Projections-Interim-2011-based,,22.094,Total Households
E07000135,2021,Projections-Interim-2011-based,,22.799,Total Households
E07000135,1991,Projections-Interim-2011-based,,20.1774,Total Households
E07000039,2020,Projections-Interim-2011-based,,44.168,Total Households
E07000039,1992,Projections-Interim-2011-based,,28.4405,Total Households
E07000039,2000,Projections-Interim-2011-based,,32.3979,Total Households
E07000039,1998,Projections-Interim-2011-based,,31.4581,Total Households
E07000039,1995,Projections-Interim-2011-based,,29.6622,Total Households
E07000039,1994,Projections-Interim-2011-based,,29.1408,Total Households
E07000039,2014,Projections-Interim-2011-based,,40.822,Total Households
E07000039,1991,Projections-Interim-2011-based,,28.1059,Total Households
E07000039,2012,Projections-Interim-2011-based,,39.699,Total Households
E07000039,2016,Projections-Interim-2011-based,,41.959,Total Households
E07000039,2011,Projections-Interim-2011-based,,39.101,Total Households
E07000039,2015,Projections-Interim-2011-based,,41.396,Total Households
E07000039,1993,Projections-Interim-2011-based,,28.7416,Total Households
E07000039,2021,Projections-Interim-2011-based,,44.701,Total Households
E07000039,1999,Projections-Interim-2011-based,,31.902,Total Households
E07000039,2018,Projections-Interim-2011-based,,43.073,Total Households
E07000039,2019,Projections-Interim-2011-based,,43.63,Total Households
E07000039,2013,Projections-Interim-2011-based,,40.26,Total Households
E07000039,2001,Projections-Interim-2011-based,,33.088,Total Households
E07000039,1997,Projections-Interim-2011-based,,30.8295,Total Households
E07000039,2017,Projections-Interim-2011-based,,42.52,Total Households
E07000039,1996,Projections-Interim-2011-based,,30.2782,Total Households
E09000005,1992,Projections-Interim-2011-based,,89.961,Total Households
E09000005,2015,Projections-Interim-2011-based,,114.527,Total Households
E09000005,1995,Projections-Interim-2011-based,,91.8657,Total Households
E09000005,2000,Projections-Interim-2011-based,,98.0719,Total Households
E09000005,1996,Projections-Interim-2011-based,,92.9393,Total Households
E09000005,2014,Projections-Interim-2011-based,,113.501,Total Households
E09000005,2016,Projections-Interim-2011-based,,115.58,Total Households
E09000005,1997,Projections-Interim-2011-based,,93.8056,Total Households
E09000005,2021,Projections-Interim-2011-based,,120.8,Total Households
E09000005,2020,Projections-Interim-2011-based,,119.71,Total Households
E09000005,2001,Projections-Interim-2011-based,,100.34,Total Households
E09000005,2018,Projections-Interim-2011-based,,117.603,Total Households
E09000005,1999,Projections-Interim-2011-based,,95.8223,Total Households
E09000005,1991,Projections-Interim-2011-based,,90.384,Total Households
E09000005,2019,Projections-Interim-2011-based,,118.632,Total Households
E09000005,2013,Projections-Interim-2011-based,,112.524,Total Households
E09000005,2011,Projections-Interim-2011-based,,110.663,Total Households
E09000005,1993,Projections-Interim-2011-based,,90.1346,Total Households
E09000005,1998,Projections-Interim-2011-based,,95.288,Total Households
E09000005,1994,Projections-Interim-2011-based,,91.1339,Total Households
E09000005,2017,Projections-Interim-2011-based,,116.585,Total Households
E09000005,2012,Projections-Interim-2011-based,,111.59,Total Households
E09000009,2011,Projections-Interim-2011-based,,124.407,Total Households
E09000009,2014,Projections-Interim-2011-based,,129.677,Total Households
E09000009,2015,Projections-Interim-2011-based,,131.455,Total Households
E09000009,2013,Projections-Interim-2011-based,,127.901,Total Households
E09000009,2016,Projections-Interim-2011-based,,133.285,Total Households
E09000009,1991,Projections-Interim-2011-based,,109.419,Total Households
E09000009,1998,Projections-Interim-2011-based,,112.583,Total Households
E09000009,1995,Projections-Interim-2011-based,,110.203,Total Households
E09000009,1992,Projections-Interim-2011-based,,109.584,Total Households
E09000009,2017,Projections-Interim-2011-based,,134.987,Total Households
E09000009,2019,Projections-Interim-2011-based,,138.468,Total Households
E09000009,2001,Projections-Interim-2011-based,,118.119,Total Households
E09000009,1999,Projections-Interim-2011-based,,114.936,Total Households
E09000009,2012,Projections-Interim-2011-based,,126.177,Total Households
E09000009,1996,Projections-Interim-2011-based,,111.507,Total Households
E09000009,2021,Projections-Interim-2011-based,,142.177,Total Households
E09000009,1994,Projections-Interim-2011-based,,109.715,Total Households
E09000009,2018,Projections-Interim-2011-based,,136.711,Total Households
E09000009,1997,Projections-Interim-2011-based,,111.765,Total Households
E09000009,2020,Projections-Interim-2011-based,,140.287,Total Households
E09000009,1993,Projections-Interim-2011-based,,109.736,Total Households
E09000009,2000,Projections-Interim-2011-based,,116.612,Total Households
E09000015,2019,Projections-Interim-2011-based,,96.354,Total Households
E09000015,1997,Projections-Interim-2011-based,,77.1222,Total Households
E09000015,2012,Projections-Interim-2011-based,,86.231,Total Households
E09000015,2016,Projections-Interim-2011-based,,91.996,Total Households
E09000015,2001,Projections-Interim-2011-based,,79.473,Total Households
E09000015,2021,Projections-Interim-2011-based,,99.328,Total Households
E09000015,2011,Projections-Interim-2011-based,,84.777,Total Households
E09000015,1992,Projections-Interim-2011-based,,76.1578,Total Households
E09000015,1998,Projections-Interim-2011-based,,77.0886,Total Households
E09000015,1994,Projections-Interim-2011-based,,77.262,Total Households
E09000015,1993,Projections-Interim-2011-based,,76.8988,Total Households
E09000015,2014,Projections-Interim-2011-based,,89.102,Total Households
E09000015,1999,Projections-Interim-2011-based,,77.8218,Total Households
E09000015,2013,Projections-Interim-2011-based,,87.651,Total Households
E09000015,2000,Projections-Interim-2011-based,,78.6706,Total Households
E09000015,1995,Projections-Interim-2011-based,,77.221,Total Households
E09000015,2020,Projections-Interim-2011-based,,97.842,Total Households
E09000015,1991,Projections-Interim-2011-based,,75.9461,Total Households
E09000015,1996,Projections-Interim-2011-based,,77.2891,Total Households
E09000015,2015,Projections-Interim-2011-based,,90.558,Total Households
E09000015,2018,Projections-Interim-2011-based,,94.883,Total Households
E09000015,2017,Projections-Interim-2011-based,,93.438,Total Households
E09000017,2020,Projections-Interim-2011-based,,114.235,Total Households
E09000017,2016,Projections-Interim-2011-based,,108.243,Total Households
E09000017,2015,Projections-Interim-2011-based,,106.723,Total Households
E09000017,2000,Projections-Interim-2011-based,,96.2662,Total Households
E09000017,2001,Projections-Interim-2011-based,,96.776,Total Households
E09000017,2017,Projections-Interim-2011-based,,109.733,Total Households
E09000017,1994,Projections-Interim-2011-based,,93.3233,Total Households
E09000017,1993,Projections-Interim-2011-based,,92.4752,Total Households
E09000017,2014,Projections-Interim-2011-based,,105.224,Total Households
E09000017,2011,Projections-Interim-2011-based,,100.816,Total Households
E09000017,1997,Projections-Interim-2011-based,,94.4283,Total Households
E09000017,2021,Projections-Interim-2011-based,,115.728,Total Households
E09000017,1995,Projections-Interim-2011-based,,93.6852,Total Households
E09000017,1992,Projections-Interim-2011-based,,92.028,Total Households
E09000017,2019,Projections-Interim-2011-based,,112.732,Total Households
E09000017,1998,Projections-Interim-2011-based,,94.8887,Total Households
E09000017,1991,Projections-Interim-2011-based,,91.9444,Total Households
E09000017,1999,Projections-Interim-2011-based,,95.6133,Total Households
E09000017,1996,Projections-Interim-2011-based,,94.1936,Total Households
E09000017,2013,Projections-Interim-2011-based,,103.731,Total Households
E09000017,2018,Projections-Interim-2011-based,,111.242,Total Households
E09000017,2012,Projections-Interim-2011-based,,102.262,Total Households
E07000102,1997,Projections-Interim-2011-based,,32.3803,Total Households
E07000102,2013,Projections-Interim-2011-based,,36.32,Total Households
E07000102,1993,Projections-Interim-2011-based,,31.4873,Total Households
E07000102,1999,Projections-Interim-2011-based,,33.2881,Total Households
E07000102,1996,Projections-Interim-2011-based,,32.0464,Total Households
E07000102,2018,Projections-Interim-2011-based,,38.76,Total Households
E07000102,2001,Projections-Interim-2011-based,,33.501,Total Households
E07000102,1992,Projections-Interim-2011-based,,31.1834,Total Households
E07000102,2019,Projections-Interim-2011-based,,39.236,Total Households
E07000102,2011,Projections-Interim-2011-based,,35.34,Total Households
E07000102,2015,Projections-Interim-2011-based,,37.296,Total Households
E07000102,1991,Projections-Interim-2011-based,,30.4705,Total Households
E07000102,2014,Projections-Interim-2011-based,,36.805,Total Households
E07000102,2020,Projections-Interim-2011-based,,39.712,Total Households
E07000102,1995,Projections-Interim-2011-based,,31.9082,Total Households
E07000102,1998,Projections-Interim-2011-based,,32.4134,Total Households
E07000102,2021,Projections-Interim-2011-based,,40.201,Total Households
E07000102,2017,Projections-Interim-2011-based,,38.281,Total Households
E07000102,2016,Projections-Interim-2011-based,,37.789,Total Households
E07000102,1994,Projections-Interim-2011-based,,31.5951,Total Households
E07000102,2012,Projections-Interim-2011-based,,35.851,Total Households
E07000102,2000,Projections-Interim-2011-based,,33.4717,Total Households
E10000015,2013,Projections-Interim-2011-based,,465.049,Total Households
E10000015,1996,Projections-Interim-2011-based,,401.392,Total Households
E10000015,2001,Projections-Interim-2011-based,,421.202,Total Households
E10000015,1993,Projections-Interim-2011-based,,392.469,Total Households
E10000015,2021,Projections-Interim-2011-based,,506.218,Total Households
E10000015,2019,Projections-Interim-2011-based,,495.853,Total Households
E10000015,2014,Projections-Interim-2011-based,,470.078,Total Households
E10000015,2017,Projections-Interim-2011-based,,485.502,Total Households
E10000015,2016,Projections-Interim-2011-based,,480.319,Total Households
E10000015,2012,Projections-Interim-2011-based,,460.179,Total Households
E10000015,1999,Projections-Interim-2011-based,,413.49,Total Households
E10000015,1992,Projections-Interim-2011-based,,390,Total Households
E10000015,2020,Projections-Interim-2011-based,,501.03,Total Households
E10000015,2011,Projections-Interim-2011-based,,455.298,Total Households
E10000015,1991,Projections-Interim-2011-based,,386.572,Total Households
E10000015,2015,Projections-Interim-2011-based,,475.149,Total Households
E10000015,1995,Projections-Interim-2011-based,,398.741,Total Households
E10000015,1997,Projections-Interim-2011-based,,405.086,Total Households
E10000015,1998,Projections-Interim-2011-based,,408.339,Total Households
E10000015,2018,Projections-Interim-2011-based,,490.654,Total Households
E10000015,2000,Projections-Interim-2011-based,,417.35,Total Households
E10000015,1994,Projections-Interim-2011-based,,395.409,Total Households
E07000098,2021,Projections-Interim-2011-based,,45.434,Total Households
E07000098,2012,Projections-Interim-2011-based,,40.402,Total Households
E07000098,1999,Projections-Interim-2011-based,,37.4267,Total Households
E07000098,2020,Projections-Interim-2011-based,,44.859,Total Households
E07000098,2018,Projections-Interim-2011-based,,43.703,Total Households
E07000098,1998,Projections-Interim-2011-based,,37.1433,Total Households
E07000098,2016,Projections-Interim-2011-based,,42.586,Total Households
E07000098,2000,Projections-Interim-2011-based,,37.7285,Total Households
E07000098,1995,Projections-Interim-2011-based,,36.6832,Total Households
E07000098,1997,Projections-Interim-2011-based,,36.7774,Total Households
E07000098,2014,Projections-Interim-2011-based,,41.475,Total Households
E07000098,1996,Projections-Interim-2011-based,,36.5883,Total Households
E07000098,1993,Projections-Interim-2011-based,,35.8112,Total Households
E07000098,1992,Projections-Interim-2011-based,,35.343,Total Households
E07000098,1991,Projections-Interim-2011-based,,34.91,Total Households
E07000098,1994,Projections-Interim-2011-based,,36.38,Total Households
E07000098,2017,Projections-Interim-2011-based,,43.134,Total Households
E07000098,2015,Projections-Interim-2011-based,,42.025,Total Households
E07000098,2011,Projections-Interim-2011-based,,39.907,Total Households
E07000098,2019,Projections-Interim-2011-based,,44.283,Total Households
E07000098,2013,Projections-Interim-2011-based,,40.934,Total Households
E07000098,2001,Projections-Interim-2011-based,,37.884,Total Households
E09000003,1992,Projections-Interim-2011-based,,116.307,Total Households
E09000003,2013,Projections-Interim-2011-based,,141.922,Total Households
E09000003,1998,Projections-Interim-2011-based,,120.307,Total Households
E09000003,2021,Projections-Interim-2011-based,,164.718,Total Households
E09000003,2020,Projections-Interim-2011-based,,161.84,Total Households
E09000003,1995,Projections-Interim-2011-based,,117.041,Total Households
E09000003,2016,Projections-Interim-2011-based,,150.529,Total Households
E09000003,2012,Projections-Interim-2011-based,,139.134,Total Households
E09000003,1999,Projections-Interim-2011-based,,123.195,Total Households
E09000003,1991,Projections-Interim-2011-based,,116.579,Total Households
E09000003,2000,Projections-Interim-2011-based,,124.849,Total Households
E09000003,2018,Projections-Interim-2011-based,,156.123,Total Households
E09000003,2019,Projections-Interim-2011-based,,158.967,Total Households
E09000003,2001,Projections-Interim-2011-based,,127.008,Total Households
E09000003,2017,Projections-Interim-2011-based,,153.326,Total Households
E09000003,1994,Projections-Interim-2011-based,,116.63,Total Households
E09000003,1996,Projections-Interim-2011-based,,118.354,Total Households
E09000003,2014,Projections-Interim-2011-based,,144.78,Total Households
E09000003,1993,Projections-Interim-2011-based,,116.357,Total Households
E09000003,2011,Projections-Interim-2011-based,,136.349,Total Households
E09000003,1997,Projections-Interim-2011-based,,118.849,Total Households
E09000003,2015,Projections-Interim-2011-based,,147.664,Total Households
E06000022,2016,Projections-Interim-2011-based,,75.588,Total Households
E06000022,1998,Projections-Interim-2011-based,,69.9193,Total Households
E06000022,2021,Projections-Interim-2011-based,,77.731,Total Households
E06000022,1997,Projections-Interim-2011-based,,69.1426,Total Households
E06000022,2020,Projections-Interim-2011-based,,77.307,Total Households
E06000022,2018,Projections-Interim-2011-based,,76.446,Total Households
E06000022,1991,Projections-Interim-2011-based,,67.1103,Total Households
E06000022,2014,Projections-Interim-2011-based,,74.757,Total Households
E06000022,2012,Projections-Interim-2011-based,,73.795,Total Households
E06000022,1992,Projections-Interim-2011-based,,67.4557,Total Households
E06000022,1999,Projections-Interim-2011-based,,70.2197,Total Households
E06000022,1994,Projections-Interim-2011-based,,67.8708,Total Households
E06000022,2001,Projections-Interim-2011-based,,71.214,Total Households
E06000022,2015,Projections-Interim-2011-based,,75.147,Total Households
E06000022,2000,Projections-Interim-2011-based,,70.8829,Total Households
E06000022,2019,Projections-Interim-2011-based,,76.899,Total Households
E06000022,1996,Projections-Interim-2011-based,,68.6348,Total Households
E06000022,2013,Projections-Interim-2011-based,,74.278,Total Households
E06000022,2017,Projections-Interim-2011-based,,76.014,Total Households
E06000022,1995,Projections-Interim-2011-based,,68.3567,Total Households
E06000022,2011,Projections-Interim-2011-based,,73.341,Total Households
E06000022,1993,Projections-Interim-2011-based,,67.4206,Total Households
E06000054,2013,Projections-Interim-2011-based,,198.933,Total Households
E06000054,2014,Projections-Interim-2011-based,,200.619,Total Households
E06000054,2001,Projections-Interim-2011-based,,177.002,Total Households
E06000054,1997,Projections-Interim-2011-based,,169.065,Total Households
E06000054,1996,Projections-Interim-2011-based,,167.67,Total Households
E06000054,1995,Projections-Interim-2011-based,,166.418,Total Households
E06000054,2021,Projections-Interim-2011-based,,212.203,Total Households
E06000054,1992,Projections-Interim-2011-based,,159.587,Total Households
E06000054,1999,Projections-Interim-2011-based,,172.608,Total Households
E06000054,1991,Projections-Interim-2011-based,,157.021,Total Households
E06000054,1994,Projections-Interim-2011-based,,163.826,Total Households
E06000054,2018,Projections-Interim-2011-based,,207.288,Total Households
E06000054,1998,Projections-Interim-2011-based,,170.403,Total Households
E06000054,1993,Projections-Interim-2011-based,,161.661,Total Households
E06000054,2015,Projections-Interim-2011-based,,202.301,Total Households
E06000054,2012,Projections-Interim-2011-based,,197.267,Total Households
E06000054,2017,Projections-Interim-2011-based,,205.665,Total Households
E06000054,2016,Projections-Interim-2011-based,,203.992,Total Households
E06000054,2000,Projections-Interim-2011-based,,174.31,Total Households
E06000054,2020,Projections-Interim-2011-based,,210.599,Total Households
E06000054,2011,Projections-Interim-2011-based,,195.572,Total Households
E06000054,2019,Projections-Interim-2011-based,,208.967,Total Households
E06000025,2012,Projections-Interim-2011-based,,109.016,Total Households
E06000025,2020,Projections-Interim-2011-based,,118.861,Total Households
E06000025,2014,Projections-Interim-2011-based,,111.519,Total Households
E06000025,1999,Projections-Interim-2011-based,,96.8546,Total Households
E06000025,2018,Projections-Interim-2011-based,,116.456,Total Households
E06000025,1991,Projections-Interim-2011-based,,86.0799,Total Households
E06000025,2015,Projections-Interim-2011-based,,112.709,Total Households
E06000025,1996,Projections-Interim-2011-based,,92.6363,Total Households
E06000025,1998,Projections-Interim-2011-based,,95.4273,Total Households
E06000025,1993,Projections-Interim-2011-based,,89.5053,Total Households
E06000025,2011,Projections-Interim-2011-based,,107.803,Total Households
E06000025,2017,Projections-Interim-2011-based,,115.195,Total Households
E06000025,1995,Projections-Interim-2011-based,,91.4911,Total Households
E06000025,1997,Projections-Interim-2011-based,,94.2266,Total Households
E06000025,2000,Projections-Interim-2011-based,,98.3899,Total Households
E06000025,2016,Projections-Interim-2011-based,,113.934,Total Households
E06000025,2001,Projections-Interim-2011-based,,99.287,Total Households
E06000025,2019,Projections-Interim-2011-based,,117.701,Total Households
E06000025,1992,Projections-Interim-2011-based,,87.8828,Total Households
E06000025,2013,Projections-Interim-2011-based,,110.264,Total Households
E06000025,2021,Projections-Interim-2011-based,,120.029,Total Households
E06000025,1994,Projections-Interim-2011-based,,90.8488,Total Households
E07000189,2017,Projections-Interim-2011-based,,73.741,Total Households
E07000189,2015,Projections-Interim-2011-based,,72.445,Total Households
E07000189,2000,Projections-Interim-2011-based,,63.4803,Total Households
E07000189,2021,Projections-Interim-2011-based,,76.307,Total Households
E07000189,1992,Projections-Interim-2011-based,,58.6954,Total Households
E07000189,1993,Projections-Interim-2011-based,,59.1637,Total Households
E07000189,2018,Projections-Interim-2011-based,,74.401,Total Households
E07000189,2011,Projections-Interim-2011-based,,69.875,Total Households
E07000189,2016,Projections-Interim-2011-based,,73.083,Total Households
E07000189,2013,Projections-Interim-2011-based,,71.156,Total Households
E07000189,1996,Projections-Interim-2011-based,,61.2033,Total Households
E07000189,2001,Projections-Interim-2011-based,,63.902,Total Households
E07000189,1994,Projections-Interim-2011-based,,60.1697,Total Households
E07000189,1999,Projections-Interim-2011-based,,63.0128,Total Households
E07000189,2019,Projections-Interim-2011-based,,75.044,Total Households
E07000189,2014,Projections-Interim-2011-based,,71.785,Total Households
E07000189,1997,Projections-Interim-2011-based,,61.6984,Total Households
E07000189,2020,Projections-Interim-2011-based,,75.687,Total Households
E07000189,1998,Projections-Interim-2011-based,,62.1012,Total Households
E07000189,1995,Projections-Interim-2011-based,,61.0196,Total Households
E07000189,2012,Projections-Interim-2011-based,,70.504,Total Households
