time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,At31_episodes,N1_Abuse_or_neglect,N2_Childs_disability_or_illness,N3_Parents_disability_or_illness,N4_Family_in_acute_stress,N5_Family_dysfunction,N6_Socially_unacceptable_behaviour,N7_Low_income,N8_Absent_parenting,N9_Cases_other_than_CIN,N0_Not_stated
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Primary need at assessment,2284,1227,161,61,307,174,94,19,176,11,54
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Primary need at assessment,2091,1114,242,31,199,202,100,12,184,0,7
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Primary need at assessment,808,252,c,39,161,148,67,c,111,0,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Primary need at assessment,2419,1130,217,101,414,248,126,19,164,0,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Primary need at assessment,2490,1617,325,35,72,207,42,9,170,13,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Primary need at assessment,3374,1494,211,66,322,501,174,226,171,0,209
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Primary need at assessment,2820,1290,334,233,408,233,100,9,213,0,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Primary need at assessment,2860,1330,307,195,242,336,234,15,157,44,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Primary need at assessment,2024,1006,170,175,263,145,41,17,140,47,20
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Primary need at assessment,1497,439,222,106,127,179,28,22,218,41,115
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Primary need at assessment,2352,1544,57,53,53,336,81,84,109,c,c
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Primary need at assessment,1858,869,125,c,223,356,66,c,186,c,0
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Primary need at assessment,1757,777,232,28,154,306,70,53,129,8,0
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Primary need at assessment,2401,1158,341,96,280,177,110,c,176,c,45
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Primary need at assessment,2419,739,294,111,560,515,77,c,110,0,c
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Primary need at assessment,4339,2269,590,44,178,361,43,c,848,c,0
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Primary need at assessment,3412,1535,351,263,431,292,161,16,172,139,52
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Primary need at assessment,2463,1283,391,c,152,209,76,59,190,58,c
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Primary need at assessment,2219,982,354,183,80,329,142,22,108,0,19
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Primary need at assessment,1650,789,214,113,155,174,59,26,120,0,0
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Primary need at assessment,1737,899,241,14,126,136,136,9,102,60,14
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Primary need at assessment,2191,1294,158,36,153,185,64,c,294,c,0
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Primary need at assessment,1939,1347,183,c,99,93,50,c,155,c,0
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Primary need at assessment,977,514,53,c,139,143,15,c,89,c,0
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Primary need at assessment,1048,504,108,61,103,104,31,c,117,c,10
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Primary need at assessment,2130,1272,414,59,84,102,59,c,129,0,c
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Primary need at assessment,813,458,55,11,72,115,14,0,80,8,0
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Primary need at assessment,1739,602,393,54,291,187,28,7,137,0,40
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Primary need at assessment,2028,903,87,120,215,287,121,6,150,16,123
2019,Reporting year,National,E92000001,England,,,,,,Primary need at assessment,399510,216290,33590,9880,33750,58820,8230,1490,15110,3720,17030
2019,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Primary need at assessment,23580,12280,2110,240,2100,4780,550,80,280,70,1090
2019,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Primary need at assessment,60460,38360,3900,1050,4580,8470,1060,90,1080,250,1620
2019,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Primary need at assessment,41340,28660,2530,570,2160,3940,510,100,810,340,1730
2019,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Primary need at assessment,29930,15980,1820,1090,2440,3590,450,150,860,1080,2480
2019,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Primary need at assessment,45530,24190,3510,1010,3950,6450,930,140,1990,420,1360
2019,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Primary need at assessment,32710,19050,3960,640,2060,3370,470,120,1290,120,1640
2019,Reporting year,Regional,E92000001,England,E12000007,London,,,,Primary need at assessment,70920,34690,7160,2680,7260,8420,2820,660,5060,570,1600
2019,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Primary need at assessment,59470,23890,5220,1420,5060,15040,980,110,2820,350,4570
2019,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Primary need at assessment,35570,19190,3390,1190,4140,4760,470,40,930,520,940
2019,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Primary need at assessment,29860,14380,2850,1510,3070,3120,1290,320,1890,270,1150
2019,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Primary need at assessment,41060,20300,4300,1170,4190,5310,1520,350,3170,300,450
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Primary need at assessment,1042,683,58,c,23,63,11,0,c,7,192
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Primary need at assessment,3571,2232,168,46,158,250,85,c,c,0,586
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Primary need at assessment,1505,408,166,21,131,726,24,c,24,c,c
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Primary need at assessment,1396,733,275,10,51,134,26,c,18,c,144
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Primary need at assessment,2169,1259,236,c,125,487,22,c,14,16,0
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Primary need at assessment,3181,2040,222,50,241,336,109,35,42,0,106
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Primary need at assessment,1346,763,141,c,157,229,10,c,27,8,c
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Primary need at assessment,2360,699,241,12,461,887,20,10,30,0,0
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Primary need at assessment,1285,627,121,c,159,313,c,c,23,33,0
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Primary need at assessment,1321,799,132,24,195,138,13,0,c,c,12
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Primary need at assessment,1875,1124,178,30,191,258,24,20,32,0,18
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Primary need at assessment,2526,911,175,27,204,961,198,c,19,c,28
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Primary need at assessment,1852,1276,115,c,129,287,c,0,36,0,0
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Primary need at assessment,2288,1652,105,71,142,122,23,0,10,27,136
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Primary need at assessment,2358,1802,133,25,125,189,c,c,58,0,0
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Primary need at assessment,1503,1171,88,33,110,33,18,c,23,c,23
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Primary need at assessment,2108,1552,115,c,279,94,c,0,55,0,0
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Primary need at assessment,1878,1199,115,62,71,324,64,11,15,0,17
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Primary need at assessment,3136,2382,226,40,136,251,35,0,11,33,22
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Primary need at assessment,931,525,32,15,33,291,20,0,c,c,0
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Primary need at assessment,1172,620,56,12,126,292,55,c,c,0,0
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Primary need at assessment,9648,6235,684,146,627,1683,31,23,219,0,0
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Primary need at assessment,4213,2795,61,66,405,435,115,c,175,c,153
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Primary need at assessment,5279,2934,334,231,284,358,197,23,189,24,705
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Primary need at assessment,2866,1148,239,52,85,718,95,c,19,c,503
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Primary need at assessment,2591,1708,339,31,308,147,43,c,c,0,0
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Primary need at assessment,2298,1617,43,13,77,383,25,0,21,78,41
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Primary need at assessment,2203,786,148,43,395,765,39,0,27,0,0
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Primary need at assessment,1813,1091,304,c,70,278,26,c,22,0,0
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Primary need at assessment,2021,742,142,62,128,854,30,c,24,34,c
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Primary need at assessment,2438,1915,51,24,160,202,43,c,34,c,0
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Primary need at assessment,1634,674,89,29,495,233,65,c,25,c,0
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Primary need at assessment,1356,925,32,c,120,147,66,0,46,14,c
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Primary need at assessment,2041,1375,275,39,173,141,22,0,16,0,0
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Primary need at assessment,2830,2238,170,18,105,241,15,c,23,c,11
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Primary need at assessment,1448,1104,86,8,91,104,c,c,c,29,19
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Primary need at assessment,5476,4776,249,12,203,121,14,26,75,0,0
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Primary need at assessment,1560,1198,39,27,81,145,23,0,34,13,0
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Primary need at assessment,2714,2107,190,26,83,249,21,c,33,c,0
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Primary need at assessment,1807,990,293,c,82,293,33,c,32,63,0
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Primary need at assessment,3231,2167,200,34,172,494,26,9,83,27,19
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Primary need at assessment,2455,1583,139,c,265,243,32,0,48,c,125
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Primary need at assessment,5472,2964,155,115,144,231,134,25,164,0,1540
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Primary need at assessment,2332,1697,86,118,c,336,26,c,24,35,0
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Primary need at assessment,1183,597,64,13,42,320,32,c,87,24,c
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Primary need at assessment,2680,1782,384,17,298,102,11,0,52,34,0
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Primary need at assessment,2749,2479,66,13,64,81,c,0,c,34,0
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Primary need at assessment,3727,2344,242,36,354,541,66,31,86,21,6
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Primary need at assessment,3205,2124,185,61,105,600,50,0,55,9,16
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Primary need at assessment,1303,744,153,56,169,84,32,c,c,43,0
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Primary need at assessment,2922,2155,224,215,120,69,35,16,78,10,0
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Primary need at assessment,5691,2677,604,422,1057,587,135,16,139,41,13
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Primary need at assessment,1971,1366,37,32,160,188,19,8,62,17,82
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Primary need at assessment,2931,1695,146,135,192,445,c,c,97,85,99
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Primary need at assessment,3556,2888,246,18,48,141,c,c,116,86,0
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Primary need at assessment,4693,1868,265,94,255,1108,63,27,184,760,69
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Primary need at assessment,3228,1918,125,20,200,187,46,37,58,16,621
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Primary need at assessment,4712,1300,156,145,371,849,96,36,109,55,1595
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Primary need at assessment,228,111,19,c,40,17,12,0,14,c,0
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Primary need at assessment,8388,4902,447,122,721,580,198,44,342,0,1032
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Primary need at assessment,3284,2792,189,20,66,115,c,c,34,45,0
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Primary need at assessment,2699,1718,237,c,206,404,47,c,28,31,0
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Primary need at assessment,877,60,0,0,0,0,128,0,655,0,34
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Primary need at assessment,3879,3188,114,16,136,224,22,19,141,11,8
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Primary need at assessment,1590,:,:,:,:,:,:,:,:,:,:
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Primary need at assessment,1456,402,81,178,490,42,98,c,154,c,6
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Primary need at assessment,5663,1350,633,32,1095,1965,c,c,189,223,161
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Primary need at assessment,3429,2067,376,240,131,358,107,12,28,12,98
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Primary need at assessment,1597,1232,206,c,46,54,24,c,19,0,0
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Primary need at assessment,3004,1670,180,82,226,612,119,c,57,36,c
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Primary need at assessment,3914,1390,512,c,428,1263,55,c,198,45,0
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Primary need at assessment,2159,1103,136,68,193,519,54,22,37,11,16
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Primary need at assessment,3588,2316,397,183,208,318,50,10,106,0,0
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Primary need at assessment,1174,604,177,10,48,252,37,c,43,c,0
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Primary need at assessment,3388,2393,400,82,101,120,67,22,188,15,0
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Primary need at assessment,1382,763,172,33,139,117,41,c,113,c,0
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Primary need at assessment,6453,4120,1165,67,380,334,52,c,308,c,0
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Primary need at assessment,5058,1686,1013,296,534,1404,45,62,18,0,0
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Primary need at assessment,1874,1216,317,18,62,121,26,c,105,0,c
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Primary need at assessment,4729,2279,152,51,301,343,42,c,104,c,1431
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Primary need at assessment,1856,1344,140,16,67,169,40,c,60,16,c
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Primary need at assessment,1420,868,102,21,120,43,28,c,37,c,188
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Primary need at assessment,3532,2563,161,c,227,291,41,c,183,31,0
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Primary need at assessment,1847,1216,163,13,82,171,47,c,135,c,11
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Primary need at assessment,1043,505,60,87,92,180,72,c,c,0,37
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Primary need at assessment,2039,938,110,0,373,156,48,c,52,c,325
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Primary need at assessment,3338,1561,318,c,291,829,66,c,54,41,136
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Primary need at assessment,3135,1420,178,17,307,308,22,18,77,20,768
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Primary need at assessment,8585,1913,681,232,272,5179,31,12,265,0,0
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Primary need at assessment,1178,398,108,40,19,582,c,c,23,0,0
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Primary need at assessment,10370,2818,963,87,1166,3908,172,c,1211,c,28
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Primary need at assessment,2417,1604,224,87,153,277,39,c,30,c,0
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Primary need at assessment,2156,806,474,163,237,255,42,c,102,c,70
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Primary need at assessment,4511,1902,282,215,359,577,124,9,130,18,895
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Primary need at assessment,1645,1021,97,15,108,237,37,c,121,c,0
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Primary need at assessment,1635,762,119,58,251,149,69,c,c,131,71
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Primary need at assessment,1426,837,155,63,60,171,80,15,31,14,0
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Primary need at assessment,2657,1903,201,23,237,189,13,11,80,0,0
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Primary need at assessment,5932,2686,748,c,531,1449,82,c,380,30,0
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Primary need at assessment,1065,442,131,28,170,214,20,0,50,10,0
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Primary need at assessment,4699,1630,190,178,216,153,c,c,128,41,2124
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Primary need at assessment,737,328,52,20,126,170,c,0,28,0,c
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Primary need at assessment,898,417,124,51,89,55,c,0,31,c,116
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Primary need at assessment,993,396,120,13,117,105,11,c,27,c,195
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Primary need at assessment,1351,783,65,31,93,226,11,0,142,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Primary need at assessment,2950,1920,181,54,287,320,26,10,152,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Primary need at assessment,4149,1547,442,311,695,466,65,c,c,200,404
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Primary need at assessment,4595,2265,1026,95,487,491,33,c,61,110,c
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Primary need at assessment,2712,1189,164,51,287,845,c,c,77,53,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Primary need at assessment,4163,3127,87,c,255,521,12,c,148,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Primary need at assessment,28,c,c,c,c,c,c,0,0,c,15
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Primary need at assessment,1187,393,130,52,331,229,c,0,41,c,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Primary need at assessment,1757,1322,122,182,13,25,26,8,24,35,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Primary need at assessment,1103,369,67,29,202,349,28,0,41,18,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Primary need at assessment,2608,1877,146,163,187,116,c,c,38,55,18
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Primary need at assessment,1683,515,167,22,728,167,51,c,23,c,c
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Primary need at assessment,2277,1107,189,76,195,324,131,9,44,27,175
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Primary need at assessment,1067,636,90,63,58,91,c,0,19,c,94
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Primary need at assessment,2951,1745,391,34,204,481,c,c,72,c,13
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Primary need at assessment,1717,796,234,84,168,204,42,8,181,0,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Primary need at assessment,70,8,c,10,7,c,c,0,36,0,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Primary need at assessment,2904,1316,226,273,432,214,253,34,114,42,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Primary need at assessment,1822,970,213,85,160,184,47,10,119,12,22
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Primary need at assessment,2073,1160,148,56,208,190,72,26,154,10,49
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Primary need at assessment,2083,1132,239,44,174,213,113,c,158,0,c
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Primary need at assessment,851,272,18,41,171,146,91,c,107,0,c
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Primary need at assessment,2909,1204,213,107,310,242,102,23,145,45,518
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Primary need at assessment,2356,1549,320,45,83,160,39,12,137,11,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Primary need at assessment,3372,1485,185,63,325,565,165,134,108,0,342
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Primary need at assessment,2570,1221,339,206,312,209,93,12,178,0,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Primary need at assessment,3503,1746,344,209,305,411,212,24,143,56,53
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Primary need at assessment,2172,1149,166,184,291,171,32,9,124,46,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Primary need at assessment,1455,375,204,106,127,202,31,14,183,51,162
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Primary need at assessment,2536,1541,40,43,53,620,90,48,101,0,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Primary need at assessment,1923,814,148,37,225,429,110,c,156,0,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Primary need at assessment,1594,761,238,19,114,237,31,74,108,12,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Primary need at assessment,2502,1312,294,76,302,182,93,c,163,c,61
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Primary need at assessment,2338,597,312,73,918,279,42,c,108,0,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Primary need at assessment,4536,2043,247,59,315,972,58,9,833,0,0
