time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,ReportGroup,Description,AllocatedDSGFunding,Plannedspend,Net
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Tameside,357,E08000008,DSG Funding Allocation,Central School Services,0.925298,0.925298,0
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Tameside,357,E08000008,DSG Funding Allocation,Early Years,16.479392,16.228432,0.25096
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Tameside,357,E08000008,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),19.320042,23.88849,-4.568448
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Tameside,357,E08000008,DSG Funding Allocation,Schools (after academy recoupment),86.21,86.095623,0.114377
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Tameside,357,E08000008,DSG Funding Allocation,Total DSG,122.934732,127.137843,-4.203111
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Trafford,358,E08000009,DSG Funding Allocation,Central School Services,1.546054,1.448372,0.097682
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Trafford,358,E08000009,DSG Funding Allocation,Early Years,17.505794,17.547492,-0.041698
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Trafford,358,E08000009,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),22.661446,22.791974,-0.130528
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Trafford,358,E08000009,DSG Funding Allocation,Schools (after academy recoupment),92.271324,91.607009,0.664315
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Trafford,358,E08000009,DSG Funding Allocation,Total DSG,133.984618,133.394847,0.589771
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Wigan,359,E08000010,DSG Funding Allocation,Central School Services,0.651653,0.62176704,0.02988596
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Wigan,359,E08000010,DSG Funding Allocation,Early Years,20.32516231,20.45345131,-0.128289
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Wigan,359,E08000010,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),27.1958576,30.40531518,-3.20945758
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Wigan,359,E08000010,DSG Funding Allocation,Schools (after academy recoupment),140.52714216,139.06056467,1.46657749
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Wigan,359,E08000010,DSG Funding Allocation,Total DSG,188.69981507,190.5410982,-1.84128313
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Knowsley,340,E08000011,DSG Funding Allocation,Central School Services,1.010935,1.010935,0
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Knowsley,340,E08000011,DSG Funding Allocation,Early Years,12.310689,11.814362,0.496327
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Knowsley,340,E08000011,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),19.622517,21.585467,-1.96295
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Knowsley,340,E08000011,DSG Funding Allocation,Schools (after academy recoupment),54.94971,55.218919,-0.269209
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Knowsley,340,E08000011,DSG Funding Allocation,Total DSG,87.893851,89.629683,-1.735832
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Liverpool,341,E08000012,DSG Funding Allocation,Central School Services,7.537866,7.537866,0
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Liverpool,341,E08000012,DSG Funding Allocation,Early Years,34.438887,34.438887,0
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Liverpool,341,E08000012,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),48.340058,48.340058,0
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Liverpool,341,E08000012,DSG Funding Allocation,Schools (after academy recoupment),234.781281,234.781281,0
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Liverpool,341,E08000012,DSG Funding Allocation,Total DSG,325.098092,325.098092,0
201920,Financial year,Local authority,England,E92000001,North West,E12000002,St Helens,342,E08000013,DSG Funding Allocation,Central School Services,1.605,1.459075,0.145925
201920,Financial year,Local authority,England,E92000001,North West,E12000002,St Helens,342,E08000013,DSG Funding Allocation,Early Years,11.361,11.484424,-0.123424
201920,Financial year,Local authority,England,E92000001,North West,E12000002,St Helens,342,E08000013,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),21.346,24.08428,-2.73828
201920,Financial year,Local authority,England,E92000001,North West,E12000002,St Helens,342,E08000013,DSG Funding Allocation,Schools (after academy recoupment),79.232,79.244317,-0.012317
201920,Financial year,Local authority,England,E92000001,North West,E12000002,St Helens,342,E08000013,DSG Funding Allocation,Total DSG,113.544,116.272096,-2.728096
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Sefton,343,E08000014,DSG Funding Allocation,Central School Services,1.270518,1.1497,0.120818
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Sefton,343,E08000014,DSG Funding Allocation,Early Years,16.930786,16.563497,0.367289
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Sefton,343,E08000014,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),27.507086,32.980949,-5.473863
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Sefton,343,E08000014,DSG Funding Allocation,Schools (after academy recoupment),102.782007,101.951446,0.830561
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Sefton,343,E08000014,DSG Funding Allocation,Total DSG,148.490397,152.645592,-4.155195
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Wirral,344,E08000015,DSG Funding Allocation,Central School Services,2.295012,3.424724,-1.129712
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Wirral,344,E08000015,DSG Funding Allocation,Early Years,21.182907,20.673561,0.509346
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Wirral,344,E08000015,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),34.435023,38.106854,-3.671831
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Wirral,344,E08000015,DSG Funding Allocation,Schools (after academy recoupment),104.952315,105.41911038,-0.46679538
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Wirral,344,E08000015,DSG Funding Allocation,Total DSG,162.865257,167.62424938,-4.75899238
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Cumbria,909,E10000006,DSG Funding Allocation,Central School Services,5.0018466,4.4832442,0.5186024
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Cumbria,909,E10000006,DSG Funding Allocation,Early Years,27.1774201,25.75321313,1.42420697
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Cumbria,909,E10000006,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),39.49617257,44.98436645,-5.48819388
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Cumbria,909,E10000006,DSG Funding Allocation,Schools (after academy recoupment),178.57721188,178.18050736,0.39670452
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Cumbria,909,E10000006,DSG Funding Allocation,Total DSG,250.25265115,253.40133114,-3.14867999
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Lancashire,888,E10000017,DSG Funding Allocation,Central School Services,6.592,7.237114,-0.645114
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Lancashire,888,E10000017,DSG Funding Allocation,Early Years,79.066,77.071741,1.994259
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Lancashire,888,E10000017,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),109.007,120.822912,-11.815912
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Lancashire,888,E10000017,DSG Funding Allocation,Schools (after academy recoupment),609.455,607.84275,1.61225
201920,Financial year,Local authority,England,E92000001,North West,E12000002,Lancashire,888,E10000017,DSG Funding Allocation,Total DSG,804.12,812.974517,-8.854517
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Kingston-upon-Hull,810,E06000010,DSG Funding Allocation,Central School Services,2.879572,2.68702325,0.19254875
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Kingston-upon-Hull,810,E06000010,DSG Funding Allocation,Early Years,17.822626,17.423,0.399626
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Kingston-upon-Hull,810,E06000010,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),23.573484,26.261753,-2.688269
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Kingston-upon-Hull,810,E06000010,DSG Funding Allocation,Schools (after academy recoupment),7.49872,6.76244275,0.73627725
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Kingston-upon-Hull,810,E06000010,DSG Funding Allocation,Total DSG,51.774402,53.134219,-1.359817
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,East Riding of Yorkshire,811,E06000011,DSG Funding Allocation,Central School Services,2.082332,2.217821,-0.135489
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,East Riding of Yorkshire,811,E06000011,DSG Funding Allocation,Early Years,17.82885,17.781383,0.047467
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,East Riding of Yorkshire,811,E06000011,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),22.782095,26.244538,-3.462443
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,East Riding of Yorkshire,811,E06000011,DSG Funding Allocation,Schools (after academy recoupment),111.22568,111.067972,0.157708
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,East Riding of Yorkshire,811,E06000011,DSG Funding Allocation,Total DSG,153.918957,157.311714,-3.392757
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North East Lincolnshire,812,E06000012,DSG Funding Allocation,Central School Services,1.416398,1.374903,0.041495
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North East Lincolnshire,812,E06000012,DSG Funding Allocation,Early Years,10.305492,10.274199,0.031293
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North East Lincolnshire,812,E06000012,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),12.758652,14.251905,-1.493253
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North East Lincolnshire,812,E06000012,DSG Funding Allocation,Schools (after academy recoupment),7.950999,7.425147,0.525852
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North East Lincolnshire,812,E06000012,DSG Funding Allocation,Total DSG,32.431541,33.326154,-0.894613
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Lincolnshire,813,E06000013,DSG Funding Allocation,Central School Services,1.114,1.062364,0.051636
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Lincolnshire,813,E06000013,DSG Funding Allocation,Early Years,9.405,8.783205,0.621795
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Lincolnshire,813,E06000013,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),16.364,16.481214,-0.117214
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Lincolnshire,813,E06000013,DSG Funding Allocation,Schools (after academy recoupment),55.052,55.027186,0.024814
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Lincolnshire,813,E06000013,DSG Funding Allocation,Total DSG,81.935,81.353969,0.581031
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,York,816,E06000014,DSG Funding Allocation,Central School Services,3.663,3.194641,0.468359
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,York,816,E06000014,DSG Funding Allocation,Early Years,10.841,10.526771,0.314229
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,York,816,E06000014,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),16.112,21.106184,-4.994184
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,York,816,E06000014,DSG Funding Allocation,Schools (after academy recoupment),38.78,38.293518,0.486482
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,York,816,E06000014,DSG Funding Allocation,Total DSG,69.396,73.121114,-3.725114
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Barnsley,370,E08000016,DSG Funding Allocation,Central School Services,1.876,1.876,0
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Barnsley,370,E08000016,DSG Funding Allocation,Early Years,15.482909,14.668917,0.813992
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Barnsley,370,E08000016,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),15.295,23.648275,-8.353275
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Barnsley,370,E08000016,DSG Funding Allocation,Schools (after academy recoupment),52.138,49.822987,2.315013
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Barnsley,370,E08000016,DSG Funding Allocation,Total DSG,84.791909,90.016179,-5.22427
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Doncaster,371,E08000017,DSG Funding Allocation,Central School Services,1.587,1.587,0
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Doncaster,371,E08000017,DSG Funding Allocation,Early Years,19.7,19.767012,-0.067012
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Doncaster,371,E08000017,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),28.458,34.016785,-5.558785
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Doncaster,371,E08000017,DSG Funding Allocation,Schools (after academy recoupment),44.869,44.770773,0.098227
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Doncaster,371,E08000017,DSG Funding Allocation,Total DSG,94.614,100.14157,-5.52757
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Rotherham,372,E08000018,DSG Funding Allocation,Central School Services,1.112421,1.067625,0.044796
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Rotherham,372,E08000018,DSG Funding Allocation,Early Years,17.47717,17.302854,0.174316
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Rotherham,372,E08000018,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),25.873594,33.881884,-8.00829
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Rotherham,372,E08000018,DSG Funding Allocation,Schools (after academy recoupment),39.995269,36.98401,3.011259
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Rotherham,372,E08000018,DSG Funding Allocation,Total DSG,84.458454,89.236373,-4.777919
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Sheffield,373,E08000019,DSG Funding Allocation,Central School Services,8.052074,7.73113,0.320944
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Sheffield,373,E08000019,DSG Funding Allocation,Early Years,34.852398,33.940105,0.912293
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Sheffield,373,E08000019,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),54.010313,58.62337,-4.613057
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Sheffield,373,E08000019,DSG Funding Allocation,Schools (after academy recoupment),105.499111,104.090518,1.408593
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Sheffield,373,E08000019,DSG Funding Allocation,Total DSG,202.413896,204.385123,-1.971227
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Bradford,380,E08000032,DSG Funding Allocation,Central School Services,2.92736796,2.52841274,0.39895522
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Bradford,380,E08000032,DSG Funding Allocation,Early Years,43.71256138,42.23767663,1.47488475
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Bradford,380,E08000032,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),58.10008452,54.9301468,3.16993772
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Bradford,380,E08000032,DSG Funding Allocation,Schools (after academy recoupment),160.60384967,159.93870115,0.66514852
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Bradford,380,E08000032,DSG Funding Allocation,Total DSG,265.34386353,259.63493732,5.70892621
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Calderdale,381,E08000033,DSG Funding Allocation,Central School Services,2.780439,2.780439,0
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Calderdale,381,E08000033,DSG Funding Allocation,Early Years,13.988,12.045,1.943
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Calderdale,381,E08000033,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),17.792,17.49,0.302
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Calderdale,381,E08000033,DSG Funding Allocation,Schools (after academy recoupment),58.843,57.836,1.007
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Calderdale,381,E08000033,DSG Funding Allocation,Total DSG,93.403439,90.151439,3.252
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Kirklees,382,E08000034,DSG Funding Allocation,Central School Services,2.301658,2.618258,-0.3166
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Kirklees,382,E08000034,DSG Funding Allocation,Early Years,28.133723,27.151523,0.9822
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Kirklees,382,E08000034,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),31.481531,44.358331,-12.8768
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Kirklees,382,E08000034,DSG Funding Allocation,Schools (after academy recoupment),174.356049,176.540449,-2.1844
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Kirklees,382,E08000034,DSG Funding Allocation,Total DSG,236.272961,250.668561,-14.3956
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Leeds,383,E08000035,DSG Funding Allocation,Central School Services,5.325,4.540428,0.784572
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Leeds,383,E08000035,DSG Funding Allocation,Early Years,58.759,58.146979,0.612021
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Leeds,383,E08000035,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),64.771333,74.447782,-9.676449
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Leeds,383,E08000035,DSG Funding Allocation,Schools (after academy recoupment),300.46,298.645159,1.814841
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Leeds,383,E08000035,DSG Funding Allocation,Total DSG,429.315333,435.780348,-6.465015
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Wakefield,384,E08000036,DSG Funding Allocation,Central School Services,1.684586,1.452755,0.231831
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Wakefield,384,E08000036,DSG Funding Allocation,Early Years,22.045754,21.80528,0.240474
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Wakefield,384,E08000036,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),29.224021,31.445449,-2.221428
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Wakefield,384,E08000036,DSG Funding Allocation,Schools (after academy recoupment),61.500639,61.044867,0.455772
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,Wakefield,384,E08000036,DSG Funding Allocation,Total DSG,114.455,115.748351,-1.293351
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Yorkshire,815,E10000023,DSG Funding Allocation,Central School Services,4.252,4.156605,0.095395
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Yorkshire,815,E10000023,DSG Funding Allocation,Early Years,31.283,30.201828,1.081172
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Yorkshire,815,E10000023,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),47.117283,52.78097,-5.663687
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Yorkshire,815,E10000023,DSG Funding Allocation,Schools (after academy recoupment),194.821,191.32977,3.49123
201920,Financial year,Local authority,England,E92000001,Yorkshire and the Humber,E12000003,North Yorkshire,815,E10000023,DSG Funding Allocation,Total DSG,277.473283,278.469173,-0.99589
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derby,831,E06000015,DSG Funding Allocation,Central School Services,3.955754,4.044258,-0.088504
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derby,831,E06000015,DSG Funding Allocation,Early Years,19.7376,19.12345,0.61415
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derby,831,E06000015,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),31.594964,34.477907,-2.882943
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derby,831,E06000015,DSG Funding Allocation,Schools (after academy recoupment),55.496321,53.392779,2.103542
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derby,831,E06000015,DSG Funding Allocation,Total DSG,110.784639,111.038394,-0.253755
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicester,856,E06000016,DSG Funding Allocation,Central School Services,1.90531211,1.90531211,0
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicester,856,E06000016,DSG Funding Allocation,Early Years,23.88731874,22.72658807,1.16073067
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicester,856,E06000016,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),47.32164857,53.94750411,-6.62585554
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicester,856,E06000016,DSG Funding Allocation,Schools (after academy recoupment),144.39250718,141.560551,2.83195618
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicester,856,E06000016,DSG Funding Allocation,Total DSG,217.5067866,220.13995529,-2.63316869
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Rutland,857,E06000017,DSG Funding Allocation,Central School Services,0.163,0.147432,0.015568
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Rutland,857,E06000017,DSG Funding Allocation,Early Years,1.872,1.878761,-0.006761
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Rutland,857,E06000017,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),3.691,3.991697,-0.300697
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Rutland,857,E06000017,DSG Funding Allocation,Schools (after academy recoupment),1.784,1.765472,0.018528
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Rutland,857,E06000017,DSG Funding Allocation,Total DSG,7.51,7.783362,-0.273362
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottingham,892,E06000018,DSG Funding Allocation,Central School Services,7.079242,7.161132,-0.08189
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottingham,892,E06000018,DSG Funding Allocation,Early Years,22.086194,20.858028,1.228166
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottingham,892,E06000018,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),28.517052,30.284163,-1.767111
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottingham,892,E06000018,DSG Funding Allocation,Schools (after academy recoupment),52.114916,50.962848,1.152068
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottingham,892,E06000018,DSG Funding Allocation,Total DSG,109.797404,109.266171,0.531233
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derbyshire,830,E10000007,DSG Funding Allocation,Central School Services,4.592771,4.58906219,0.00370881
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derbyshire,830,E10000007,DSG Funding Allocation,Early Years,40.969218,41.37473554,-0.40551754
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derbyshire,830,E10000007,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),61.157471,66.57987551,-5.42240451
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derbyshire,830,E10000007,DSG Funding Allocation,Schools (after academy recoupment),252.24254,251.89148776,0.35105224
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derbyshire,830,E10000007,DSG Funding Allocation,Total DSG,358.962,364.435161,-5.473161
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicestershire,855,E10000018,DSG Funding Allocation,Central School Services,3.483309,3.425649,0.05766
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicestershire,855,E10000018,DSG Funding Allocation,Early Years,34.858566,35.537602,-0.679036
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicestershire,855,E10000018,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),58.749562,65.7395,-6.989938
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicestershire,855,E10000018,DSG Funding Allocation,Schools (after academy recoupment),76.992636,75.140636,1.852
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicestershire,855,E10000018,DSG Funding Allocation,Total DSG,174.084073,179.843387,-5.759314
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,DSG Funding Allocation,Central School Services,5.81534763,7.1406652,-1.32531757
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,DSG Funding Allocation,Early Years,41.44643644,40.42838481,1.01805163
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),70.01947139,80.73917759,-10.7197062
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,DSG Funding Allocation,Schools (after academy recoupment),131.21784711,132.02170198,-0.80385487
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,DSG Funding Allocation,Total DSG,248.49910257,260.32992958,-11.83082701
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Northamptonshire,928,E10000021,DSG Funding Allocation,Central School Services,11.0957744,10.850461,0.2453134
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Northamptonshire,928,E10000021,DSG Funding Allocation,Early Years,45.88207342,44.818626,1.06344742
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Northamptonshire,928,E10000021,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),56.17357796,63.5859956,-7.41241764
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Northamptonshire,928,E10000021,DSG Funding Allocation,Schools (after academy recoupment),102.55369944,102.554801,-0.00110156
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Northamptonshire,928,E10000021,DSG Funding Allocation,Total DSG,215.70512522,221.8098836,-6.10475838
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottinghamshire,891,E10000024,DSG Funding Allocation,Central School Services,6.768441,6.43161815,0.33682285
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottinghamshire,891,E10000024,DSG Funding Allocation,Early Years,49.419862,49.24718883,0.17267317
